,entropy
983,6.296424981324341
984,5.447693925414901
985,5.427771135187012
986,6.3033788149567815
987,6.012335459936327
988,5.738476173308247
989,7.522251161636689
990,6.445376590299771
991,6.7393994611856165
992,4.241927576976315
993,0.3826208560182447
994,4.501132731870876
995,6.954428759673166
996,6.115621066393947
997,6.348305288957178
998,4.128261519546231
999,5.708303202651764
1000,5.479198034631801
1001,5.224888405323279
1002,3.9381921112204306
1003,6.384712680037229
1004,5.549363074949043
1005,6.776772033827675
1006,6.5776586398609584
1007,6.734272002951291
1008,6.537417240198088
1009,6.592537137824914
1010,5.608859541685056
1011,5.72770635816077
1012,0.3826208560182447
1013,6.211644849307992
1014,6.208076217702409
1015,3.7657543797384716
1016,4.6643903935657365
1017,
1018,6.588614166877113
1019,3.414913436930845
1020,4.219241670949561
1021,4.329263890669558
1022,5.180594464562814
1023,6.346580281326351
1024,6.076578837020883
1025,1.302985987486199
1026,7.55888198594839
1027,3.1160144362172866
1028,5.9230144903846895
1029,6.9115887156329325
1030,5.99853376640858
1031,6.455461011757198
1032,6.767546364803075
1033,6.324778298113399
1034,7.340083501913887
1035,2.336832651964674
1036,3.7600449156399898
1037,1.640436324805303
1038,5.596756553456784
1039,7.119411954924275
1040,6.023592682601947
1041,6.869250786482195
1042,7.131756956544328
1043,6.819512860118166
1044,6.305065091556173
1045,6.275022619034783
1046,5.280583215627233
1047,6.353315131468998
1048,5.994789285689418
1049,6.325780812020606
1050,6.16019373241542
1051,6.986649665729866
1052,6.687804942141461
1053,5.863571872550149
1054,6.044644119254925
1055,7.56874653427101
1056,6.80224754157184
1057,6.115948417446795
1058,7.342483834711364
1059,6.501427262454672
1060,0.3826208560182447
1061,4.711499567052919
1062,4.370222986786953
1063,5.480531426448369
1064,7.0778277485809795
1065,5.994789285689418
1066,5.520618389918264
1067,7.614298582905047
1068,5.252173857671415
1069,6.604593894071431
1070,6.916691706270742
1071,6.486622515709937
1072,7.53526314105066
1073,4.382765995582518
1074,5.126516953735723
1075,6.864420631545981
1076,6.95013753643151
1077,5.818086104218859
1078,6.872958077529918
1079,4.983445761637928
1080,6.177681476641544
1081,6.998166755849659
1082,5.988754032009296
1083,4.161027710359816
1084,6.6241785096406725
1085,5.843251895621498
1086,
1087,6.674196765147826
1088,7.399329701650897
1089,5.0187804088047026
1090,5.9091767597361455
1091,
1092,6.188862609218378
1093,4.882197050148555
1094,
1095,
1096,
1097,5.101627713132485
1098,6.613402036973984
1099,5.339781675050804
1100,7.463993394008731
1101,6.413033234585315
1102,4.995472500145265
1103,6.393785778479304
1104,6.636869753738241
1105,5.669784129163982
1106,0.3826208560182447
1107,6.803962034597963
1108,4.6157486007024575
1109,7.286531338236698
1110,6.727768248717676
1111,6.588355931057926
1112,6.957179146922167
1113,7.133565019797755
1114,6.565015606150739
1115,6.424137052631315
1116,5.902730672097372
1117,4.632737518514368
1118,4.943181791488059
1119,7.7446321676197085
1120,5.247397799782599
1121,6.858619120373922
1122,5.109804062632653
1123,5.0666721295558474
1124,6.716736939680188
1125,5.914302627020623
1126,6.101511979578389
1127,5.8690299726978505
1128,5.965337307048064
1129,6.685669264101698
1130,4.58011813559864
1131,7.099060599840345
1132,
1133,6.3167380918272995
1134,5.323920962938848
1135,7.247544090567979
1136,4.843068528585923
1137,5.762972729149662
1138,7.142465957516101
1139,5.195221768533298
1140,6.943371279704893
1141,
1142,7.363461012177143
1143,6.741541580490628
1144,6.780538354854205
1145,6.919575653533046
1146,1.302985987486199
1147,1.302985987486199
1148,6.3733796362486625
1149,6.27191750373753
1150,5.112796844712865
1151,6.714329410425521
1152,7.8061372419354065
1153,5.896008461243818
1154,7.2368717145333035
1155,7.213556890793972
1156,4.185139552342276
1157,7.158977792143454
1158,7.0004796011003805
1159,6.403368035863727
1160,4.938458165907738
1161,6.379799657187823
1162,6.872215696816747
1163,6.502895146854201
1164,5.630874984587207
1165,5.162796976745302
1166,6.933205778318474
1167,5.42067264031715
1168,5.783700440223223
1169,6.395940711516136
1170,0.3826208560182447
1171,3.1692827396472234
1172,7.13288606136348
1173,6.5045227839041955
1174,6.60086269503642
1175,1.302985987486199
1176,5.915970032768272
1177,6.413535965451398
1178,6.912655505974552
1179,
1180,5.252173857671415
1181,6.781531306752543
1182,6.864447399415343
1183,5.882535544855825
1184,7.518828630345495
1185,
1186,6.83640096696142
1187,7.2671905478842795
1188,6.955295514797928
1189,5.27210243540408
1190,3.4369264996336137
1191,5.241384705360915
1192,0.3826208560182447
1193,4.370222986786953
1194,5.745679854343494
1195,5.126516953735723
1196,7.3501284884326905
1197,7.12693131956931
1198,0.3826208560182447
1199,7.478599328078017
1200,5.1268986654266655
1201,1.302985987486199
1202,6.258985823029052
1203,6.335548924778189
1204,7.46937528913837
1205,6.665183816558726
1206,0.3826208560182447
1207,3.574106353769869
1208,5.0515959723010635
1209,4.451405771666695
1210,3.3110778644832997
1211,6.177717632660613
1212,6.359212040526558
1213,6.230333145703472
1214,5.108288873545323
1215,5.845813620298346
1216,5.740971657300916
1217,5.726656243346912
1218,7.128270210390675
1219,6.997011877939549
1220,6.708573502460961
1221,6.257568870663645
1222,6.613269411778294
1223,5.738156509645184
1224,4.441825545865624
1225,5.9031708715251385
1226,6.181954603063522
1227,6.7750030519972775
1228,3.428307315343392
1229,0.3826208560182447
1230,
1231,6.839084616870132
1232,6.211766333843916
1233,6.557395757368892
1234,7.385178090672726
1235,3.647333118242128
1236,7.081571571980026
1237,5.626506058726894
1238,5.3723064566660295
1239,6.029068325016515
1240,5.663595431105418
1241,6.679998601473343
1242,5.940536886032505
1243,6.823569648346178
1244,6.35073252315862
1245,6.918644323216663
1246,1.302985987486199
1247,6.211074399007619
1248,6.359212040526558
1249,6.640042270590777
1250,6.7170396788102975
1251,6.332749686079601
1252,5.9054058551304625
1253,5.3385541628119615
1254,5.3437310327216965
1255,4.419478036375149
1256,6.49099066807883
1257,7.413900374434059
1258,7.138240150172063
1259,6.464903315485876
1260,6.496270580227013
1261,7.460740276246859
1262,5.717561604757177
1263,6.251851023368803
1264,6.894476184225072
1265,6.324992481881336
1266,7.491205694384155
1267,5.078215631502103
1268,4.938458165907738
1269,6.560638113823823
1270,4.228034316085088
1271,4.228034316085088
1272,5.67562185652562
1273,5.12154428501022
1274,4.151420888714928
1275,7.110696799306342
1276,6.765083436053491
1277,3.4361287762986126
1278,7.078494782199673
1279,5.974550181304861
1280,4.496767178729325
1281,7.03112611281539
1282,6.244146883292828
1283,6.778999757703859
1284,6.242511081929685
1285,4.1411665759589065
1286,6.442082282386516
1287,7.332268966325361
1288,2.9962865844771853
1289,4.119952998354276
1290,5.75585560114826
1291,5.625317484840169
1292,2.33003334572843
1293,6.222555528794428
1294,7.57111087995293
1295,6.793964537749974
1296,5.9666013864413046
1297,7.432636584503207
1298,5.603578014796948
1299,6.155585236775562
1300,6.043424446402276
1301,5.860657599723878
1302,5.1507095957420255
1303,6.767546364803075
1304,6.858205121610931
1305,7.225929365601293
1306,5.62503161041277
1307,7.32963146983861
1308,6.404072848127797
1309,5.923505178131247
1310,6.974221051996206
1311,6.396849546819506
1312,5.689688026441246
1313,6.345703282802925
1314,6.683592722637898
1315,4.894878687156348
1316,6.626041809762446
1317,0.3826208560182447
1318,3.4586867195213205
1319,4.934662175767669
1320,3.328874238251723
1321,5.126516953735723
1322,5.830534730031293
1323,6.939400163303083
1324,7.45010096186226
1325,7.513900975546398
1326,3.2106072607800016
1327,6.192357093072435
1328,6.376868008835414
1329,5.494566141023854
1330,5.522084698034808
1331,7.603647996813055
1332,5.986895252570177
1333,5.272588059701243
1334,5.298039098596407
1335,3.2404308776552795
1336,3.0538429512300853
1337,6.939400163303083
1338,5.815236016244599
1339,6.192357093072435
1340,7.307378699201515
1341,6.409776426361682
1342,5.9581147689694065
1343,
1344,7.729287273881001
1345,5.495792581550115
1346,7.2536519365927035
1347,6.854267242843514
1348,7.191804181893836
1349,3.1661700368072654
1350,2.620404842860986
1351,4.633588163283171
1352,7.18840129347599
1353,0.3826208560182447
1354,7.05889440842243
1355,5.573192041337183
1356,6.8520910196528435
