,variation
2312,"tf.Tensor(15.779418, shape=(), dtype=float32)"
2313,"tf.Tensor(15.552052, shape=(), dtype=float32)"
2314,
2315,"tf.Tensor(16.365957, shape=(), dtype=float32)"
2316,"tf.Tensor(15.051063, shape=(), dtype=float32)"
2317,"tf.Tensor(16.165052, shape=(), dtype=float32)"
2318,"tf.Tensor(16.205341, shape=(), dtype=float32)"
2319,"tf.Tensor(16.192587, shape=(), dtype=float32)"
2320,"tf.Tensor(16.658934, shape=(), dtype=float32)"
2321,"tf.Tensor(15.758098, shape=(), dtype=float32)"
2322,"tf.Tensor(17.518234, shape=(), dtype=float32)"
2323,"tf.Tensor(17.196993, shape=(), dtype=float32)"
2324,"tf.Tensor(15.878208, shape=(), dtype=float32)"
2325,"tf.Tensor(15.358593, shape=(), dtype=float32)"
2326,"tf.Tensor(17.471664, shape=(), dtype=float32)"
2327,"tf.Tensor(17.809923, shape=(), dtype=float32)"
2328,"tf.Tensor(15.316076, shape=(), dtype=float32)"
2329,"tf.Tensor(16.250332, shape=(), dtype=float32)"
2330,"tf.Tensor(15.875768, shape=(), dtype=float32)"
2331,"tf.Tensor(15.875768, shape=(), dtype=float32)"
2332,"tf.Tensor(16.97236, shape=(), dtype=float32)"
2333,"tf.Tensor(15.25868, shape=(), dtype=float32)"
2334,"tf.Tensor(16.174448, shape=(), dtype=float32)"
2335,"tf.Tensor(16.914925, shape=(), dtype=float32)"
2336,"tf.Tensor(15.852273, shape=(), dtype=float32)"
2337,"tf.Tensor(16.681187, shape=(), dtype=float32)"
2338,"tf.Tensor(14.635236, shape=(), dtype=float32)"
2339,"tf.Tensor(16.932617, shape=(), dtype=float32)"
2340,"tf.Tensor(15.606052, shape=(), dtype=float32)"
2341,"tf.Tensor(16.723074, shape=(), dtype=float32)"
2342,"tf.Tensor(17.684877, shape=(), dtype=float32)"
2343,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2344,"tf.Tensor(16.033285, shape=(), dtype=float32)"
2345,"tf.Tensor(14.75474, shape=(), dtype=float32)"
2346,"tf.Tensor(17.148794, shape=(), dtype=float32)"
2347,"tf.Tensor(16.75546, shape=(), dtype=float32)"
2348,"tf.Tensor(16.14462, shape=(), dtype=float32)"
2349,"tf.Tensor(15.650416, shape=(), dtype=float32)"
2350,"tf.Tensor(14.850887, shape=(), dtype=float32)"
2351,"tf.Tensor(16.80555, shape=(), dtype=float32)"
2352,"tf.Tensor(14.507284, shape=(), dtype=float32)"
2353,"tf.Tensor(15.787839, shape=(), dtype=float32)"
2354,"tf.Tensor(14.6293335, shape=(), dtype=float32)"
2355,"tf.Tensor(17.05131, shape=(), dtype=float32)"
2356,"tf.Tensor(15.272806, shape=(), dtype=float32)"
2357,"tf.Tensor(15.317358, shape=(), dtype=float32)"
2358,"tf.Tensor(14.727169, shape=(), dtype=float32)"
2359,"tf.Tensor(14.854938, shape=(), dtype=float32)"
2360,"tf.Tensor(15.886259, shape=(), dtype=float32)"
2361,"tf.Tensor(15.158962, shape=(), dtype=float32)"
2362,"tf.Tensor(15.335457, shape=(), dtype=float32)"
2363,"tf.Tensor(15.024242, shape=(), dtype=float32)"
2364,"tf.Tensor(16.721996, shape=(), dtype=float32)"
2365,"tf.Tensor(14.636227, shape=(), dtype=float32)"
2366,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2367,"tf.Tensor(15.479139, shape=(), dtype=float32)"
2368,"tf.Tensor(16.01894, shape=(), dtype=float32)"
2369,"tf.Tensor(15.602658, shape=(), dtype=float32)"
2370,"tf.Tensor(17.058962, shape=(), dtype=float32)"
2371,"tf.Tensor(17.484438, shape=(), dtype=float32)"
2372,"tf.Tensor(17.728298, shape=(), dtype=float32)"
2373,"tf.Tensor(16.030415, shape=(), dtype=float32)"
2374,"tf.Tensor(17.299467, shape=(), dtype=float32)"
2375,"tf.Tensor(16.698355, shape=(), dtype=float32)"
2376,"tf.Tensor(18.457619, shape=(), dtype=float32)"
2377,"tf.Tensor(15.453099, shape=(), dtype=float32)"
2378,"tf.Tensor(15.758821, shape=(), dtype=float32)"
2379,"tf.Tensor(16.99906, shape=(), dtype=float32)"
2380,"tf.Tensor(17.474125, shape=(), dtype=float32)"
2381,"tf.Tensor(17.157448, shape=(), dtype=float32)"
2382,"tf.Tensor(16.358114, shape=(), dtype=float32)"
2383,"tf.Tensor(17.46485, shape=(), dtype=float32)"
2384,"tf.Tensor(14.293311, shape=(), dtype=float32)"
2385,"tf.Tensor(15.059172, shape=(), dtype=float32)"
2386,"tf.Tensor(16.19527, shape=(), dtype=float32)"
2387,"tf.Tensor(16.731571, shape=(), dtype=float32)"
2388,"tf.Tensor(15.388786, shape=(), dtype=float32)"
2389,"tf.Tensor(17.242714, shape=(), dtype=float32)"
2390,"tf.Tensor(15.785274, shape=(), dtype=float32)"
2391,"tf.Tensor(17.329744, shape=(), dtype=float32)"
2392,"tf.Tensor(18.743694, shape=(), dtype=float32)"
2393,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2394,"tf.Tensor(17.227755, shape=(), dtype=float32)"
2395,"tf.Tensor(15.304724, shape=(), dtype=float32)"
2396,"tf.Tensor(15.883172, shape=(), dtype=float32)"
2397,"tf.Tensor(15.713134, shape=(), dtype=float32)"
2398,"tf.Tensor(14.77632, shape=(), dtype=float32)"
2399,"tf.Tensor(15.571209, shape=(), dtype=float32)"
2400,"tf.Tensor(16.48924, shape=(), dtype=float32)"
2401,"tf.Tensor(17.364567, shape=(), dtype=float32)"
2402,"tf.Tensor(15.31462, shape=(), dtype=float32)"
2403,"tf.Tensor(16.145462, shape=(), dtype=float32)"
2404,"tf.Tensor(16.56015, shape=(), dtype=float32)"
2405,"tf.Tensor(15.636071, shape=(), dtype=float32)"
2406,"tf.Tensor(17.899984, shape=(), dtype=float32)"
2407,"tf.Tensor(15.265954, shape=(), dtype=float32)"
2408,"tf.Tensor(16.752039, shape=(), dtype=float32)"
2409,"tf.Tensor(15.358545, shape=(), dtype=float32)"
2410,"tf.Tensor(16.646069, shape=(), dtype=float32)"
2411,"tf.Tensor(16.832016, shape=(), dtype=float32)"
2412,"tf.Tensor(18.545536, shape=(), dtype=float32)"
2413,"tf.Tensor(17.254833, shape=(), dtype=float32)"
2414,"tf.Tensor(16.61824, shape=(), dtype=float32)"
2415,"tf.Tensor(14.910137, shape=(), dtype=float32)"
2416,"tf.Tensor(15.813442, shape=(), dtype=float32)"
2417,"tf.Tensor(16.79088, shape=(), dtype=float32)"
2418,"tf.Tensor(16.59361, shape=(), dtype=float32)"
2419,"tf.Tensor(17.044113, shape=(), dtype=float32)"
2420,"tf.Tensor(15.924775, shape=(), dtype=float32)"
2421,"tf.Tensor(17.377794, shape=(), dtype=float32)"
2422,
2423,"tf.Tensor(15.6304035, shape=(), dtype=float32)"
2424,"tf.Tensor(14.632148, shape=(), dtype=float32)"
2425,"tf.Tensor(16.104818, shape=(), dtype=float32)"
2426,"tf.Tensor(15.304584, shape=(), dtype=float32)"
2427,"tf.Tensor(14.718982, shape=(), dtype=float32)"
2428,"tf.Tensor(16.780214, shape=(), dtype=float32)"
2429,"tf.Tensor(17.400162, shape=(), dtype=float32)"
2430,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2431,"tf.Tensor(15.863922, shape=(), dtype=float32)"
2432,"tf.Tensor(15.513692, shape=(), dtype=float32)"
2433,"tf.Tensor(15.011655, shape=(), dtype=float32)"
2434,"tf.Tensor(15.814097, shape=(), dtype=float32)"
2435,"tf.Tensor(14.74257, shape=(), dtype=float32)"
2436,"tf.Tensor(15.78255, shape=(), dtype=float32)"
2437,"tf.Tensor(15.805808, shape=(), dtype=float32)"
2438,"tf.Tensor(15.967743, shape=(), dtype=float32)"
2439,"tf.Tensor(18.151213, shape=(), dtype=float32)"
2440,
2441,"tf.Tensor(16.267994, shape=(), dtype=float32)"
2442,"tf.Tensor(17.409891, shape=(), dtype=float32)"
2443,"tf.Tensor(15.040002, shape=(), dtype=float32)"
2444,"tf.Tensor(15.271348, shape=(), dtype=float32)"
2445,"tf.Tensor(16.647997, shape=(), dtype=float32)"
2446,"tf.Tensor(15.32544, shape=(), dtype=float32)"
2447,"tf.Tensor(15.895981, shape=(), dtype=float32)"
2448,"tf.Tensor(14.822322, shape=(), dtype=float32)"
2449,"tf.Tensor(14.992095, shape=(), dtype=float32)"
2450,"tf.Tensor(15.174424, shape=(), dtype=float32)"
2451,"tf.Tensor(13.5882, shape=(), dtype=float32)"
2452,"tf.Tensor(18.229317, shape=(), dtype=float32)"
2453,"tf.Tensor(14.526497, shape=(), dtype=float32)"
2454,"tf.Tensor(15.221072, shape=(), dtype=float32)"
2455,"tf.Tensor(15.632707, shape=(), dtype=float32)"
2456,"tf.Tensor(15.271348, shape=(), dtype=float32)"
2457,"tf.Tensor(17.444473, shape=(), dtype=float32)"
2458,"tf.Tensor(17.14376, shape=(), dtype=float32)"
2459,"tf.Tensor(16.121487, shape=(), dtype=float32)"
2460,"tf.Tensor(15.32544, shape=(), dtype=float32)"
2461,"tf.Tensor(14.832786, shape=(), dtype=float32)"
2462,"tf.Tensor(15.858868, shape=(), dtype=float32)"
2463,"tf.Tensor(14.381118, shape=(), dtype=float32)"
2464,"tf.Tensor(15.622372, shape=(), dtype=float32)"
2465,"tf.Tensor(15.983133, shape=(), dtype=float32)"
2466,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2467,"tf.Tensor(15.765668, shape=(), dtype=float32)"
2468,"tf.Tensor(14.536833, shape=(), dtype=float32)"
2469,"tf.Tensor(14.729499, shape=(), dtype=float32)"
2470,"tf.Tensor(15.7421055, shape=(), dtype=float32)"
2471,"tf.Tensor(15.329529, shape=(), dtype=float32)"
2472,"tf.Tensor(16.1764, shape=(), dtype=float32)"
2473,"tf.Tensor(15.237719, shape=(), dtype=float32)"
2474,"tf.Tensor(17.002054, shape=(), dtype=float32)"
2475,"tf.Tensor(16.701208, shape=(), dtype=float32)"
2476,"tf.Tensor(16.6926, shape=(), dtype=float32)"
2477,"tf.Tensor(15.9716625, shape=(), dtype=float32)"
2478,"tf.Tensor(16.773046, shape=(), dtype=float32)"
2479,"tf.Tensor(14.924984, shape=(), dtype=float32)"
2480,"tf.Tensor(17.086716, shape=(), dtype=float32)"
2481,"tf.Tensor(13.989227, shape=(), dtype=float32)"
2482,"tf.Tensor(17.235962, shape=(), dtype=float32)"
2483,"tf.Tensor(15.3998995, shape=(), dtype=float32)"
2484,"tf.Tensor(16.633993, shape=(), dtype=float32)"
2485,"tf.Tensor(14.964184, shape=(), dtype=float32)"
2486,"tf.Tensor(17.455872, shape=(), dtype=float32)"
2487,"tf.Tensor(15.606388, shape=(), dtype=float32)"
2488,"tf.Tensor(15.551857, shape=(), dtype=float32)"
2489,"tf.Tensor(16.224771, shape=(), dtype=float32)"
2490,"tf.Tensor(15.391474, shape=(), dtype=float32)"
2491,"tf.Tensor(14.2448225, shape=(), dtype=float32)"
2492,"tf.Tensor(15.35827, shape=(), dtype=float32)"
2493,"tf.Tensor(15.485629, shape=(), dtype=float32)"
2494,"tf.Tensor(16.290756, shape=(), dtype=float32)"
2495,"tf.Tensor(16.449017, shape=(), dtype=float32)"
2496,"tf.Tensor(14.820902, shape=(), dtype=float32)"
2497,"tf.Tensor(16.264605, shape=(), dtype=float32)"
2498,"tf.Tensor(17.27413, shape=(), dtype=float32)"
2499,"tf.Tensor(16.888863, shape=(), dtype=float32)"
2500,"tf.Tensor(14.219485, shape=(), dtype=float32)"
2501,"tf.Tensor(16.03164, shape=(), dtype=float32)"
2502,"tf.Tensor(15.408914, shape=(), dtype=float32)"
2503,"tf.Tensor(15.2447195, shape=(), dtype=float32)"
2504,"tf.Tensor(14.419698, shape=(), dtype=float32)"
2505,"tf.Tensor(14.518967, shape=(), dtype=float32)"
2506,"tf.Tensor(15.946566, shape=(), dtype=float32)"
2507,"tf.Tensor(14.808486, shape=(), dtype=float32)"
2508,"tf.Tensor(15.884275, shape=(), dtype=float32)"
2509,"tf.Tensor(16.434835, shape=(), dtype=float32)"
2510,"tf.Tensor(14.666245, shape=(), dtype=float32)"
2511,"tf.Tensor(16.370089, shape=(), dtype=float32)"
2512,"tf.Tensor(17.653814, shape=(), dtype=float32)"
2513,"tf.Tensor(17.653814, shape=(), dtype=float32)"
2514,"tf.Tensor(16.167969, shape=(), dtype=float32)"
2515,"tf.Tensor(14.560909, shape=(), dtype=float32)"
2516,"tf.Tensor(15.127033, shape=(), dtype=float32)"
2517,"tf.Tensor(16.513453, shape=(), dtype=float32)"
2518,"tf.Tensor(14.965962, shape=(), dtype=float32)"
2519,"tf.Tensor(15.52593, shape=(), dtype=float32)"
2520,"tf.Tensor(16.843035, shape=(), dtype=float32)"
2521,"tf.Tensor(17.523699, shape=(), dtype=float32)"
2522,"tf.Tensor(14.714296, shape=(), dtype=float32)"
2523,"tf.Tensor(17.23294, shape=(), dtype=float32)"
2524,"tf.Tensor(16.290663, shape=(), dtype=float32)"
2525,"tf.Tensor(16.51208, shape=(), dtype=float32)"
2526,"tf.Tensor(13.712403, shape=(), dtype=float32)"
2527,"tf.Tensor(15.438766, shape=(), dtype=float32)"
2528,"tf.Tensor(16.060802, shape=(), dtype=float32)"
2529,"tf.Tensor(17.781258, shape=(), dtype=float32)"
2530,"tf.Tensor(15.115761, shape=(), dtype=float32)"
2531,"tf.Tensor(16.640236, shape=(), dtype=float32)"
2532,"tf.Tensor(14.630514, shape=(), dtype=float32)"
2533,"tf.Tensor(15.421636, shape=(), dtype=float32)"
2534,"tf.Tensor(16.23559, shape=(), dtype=float32)"
2535,"tf.Tensor(15.794224, shape=(), dtype=float32)"
2536,"tf.Tensor(15.854353, shape=(), dtype=float32)"
2537,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2538,"tf.Tensor(15.917007, shape=(), dtype=float32)"
2539,"tf.Tensor(15.870393, shape=(), dtype=float32)"
2540,"tf.Tensor(16.139278, shape=(), dtype=float32)"
2541,"tf.Tensor(16.492418, shape=(), dtype=float32)"
2542,"tf.Tensor(16.688808, shape=(), dtype=float32)"
2543,"tf.Tensor(16.766869, shape=(), dtype=float32)"
2544,"tf.Tensor(15.997179, shape=(), dtype=float32)"
2545,"tf.Tensor(15.924027, shape=(), dtype=float32)"
2546,"tf.Tensor(15.491506, shape=(), dtype=float32)"
2547,"tf.Tensor(17.408733, shape=(), dtype=float32)"
2548,"tf.Tensor(15.136356, shape=(), dtype=float32)"
2549,"tf.Tensor(16.309313, shape=(), dtype=float32)"
2550,"tf.Tensor(10.787659, shape=(), dtype=float32)"
2551,"tf.Tensor(14.318727, shape=(), dtype=float32)"
2552,"tf.Tensor(16.857025, shape=(), dtype=float32)"
2553,
2554,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2555,"tf.Tensor(16.95905, shape=(), dtype=float32)"
2556,"tf.Tensor(15.988735, shape=(), dtype=float32)"
2557,"tf.Tensor(15.821479, shape=(), dtype=float32)"
2558,"tf.Tensor(16.361809, shape=(), dtype=float32)"
2559,"tf.Tensor(16.138882, shape=(), dtype=float32)"
2560,"tf.Tensor(16.036268, shape=(), dtype=float32)"
2561,"tf.Tensor(14.521456, shape=(), dtype=float32)"
2562,"tf.Tensor(16.715979, shape=(), dtype=float32)"
2563,"tf.Tensor(16.259441, shape=(), dtype=float32)"
2564,"tf.Tensor(14.641578, shape=(), dtype=float32)"
2565,"tf.Tensor(16.055386, shape=(), dtype=float32)"
2566,"tf.Tensor(15.461404, shape=(), dtype=float32)"
2567,"tf.Tensor(15.102722, shape=(), dtype=float32)"
2568,"tf.Tensor(17.164846, shape=(), dtype=float32)"
2569,"tf.Tensor(15.311395, shape=(), dtype=float32)"
2570,"tf.Tensor(16.460827, shape=(), dtype=float32)"
2571,"tf.Tensor(15.794224, shape=(), dtype=float32)"
2572,"tf.Tensor(15.109713, shape=(), dtype=float32)"
2573,"tf.Tensor(15.136582, shape=(), dtype=float32)"
2574,"tf.Tensor(15.667373, shape=(), dtype=float32)"
2575,"tf.Tensor(15.225353, shape=(), dtype=float32)"
2576,"tf.Tensor(15.27012, shape=(), dtype=float32)"
2577,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2578,"tf.Tensor(15.2318325, shape=(), dtype=float32)"
2579,"tf.Tensor(15.653062, shape=(), dtype=float32)"
2580,"tf.Tensor(15.767345, shape=(), dtype=float32)"
2581,"tf.Tensor(15.389104, shape=(), dtype=float32)"
2582,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2583,"tf.Tensor(17.73209, shape=(), dtype=float32)"
2584,"tf.Tensor(15.335685, shape=(), dtype=float32)"
2585,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2586,"tf.Tensor(14.756367, shape=(), dtype=float32)"
2587,"tf.Tensor(16.047476, shape=(), dtype=float32)"
2588,"tf.Tensor(15.858868, shape=(), dtype=float32)"
2589,"tf.Tensor(14.011667, shape=(), dtype=float32)"
2590,"tf.Tensor(15.576641, shape=(), dtype=float32)"
2591,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2592,"tf.Tensor(15.831339, shape=(), dtype=float32)"
2593,"tf.Tensor(14.667341, shape=(), dtype=float32)"
2594,"tf.Tensor(16.744856, shape=(), dtype=float32)"
2595,"tf.Tensor(15.82369, shape=(), dtype=float32)"
2596,"tf.Tensor(17.726896, shape=(), dtype=float32)"
2597,"tf.Tensor(15.22946, shape=(), dtype=float32)"
2598,
2599,"tf.Tensor(16.373896, shape=(), dtype=float32)"
2600,"tf.Tensor(16.67392, shape=(), dtype=float32)"
2601,"tf.Tensor(14.903549, shape=(), dtype=float32)"
2602,"tf.Tensor(14.686297, shape=(), dtype=float32)"
2603,"tf.Tensor(14.511791, shape=(), dtype=float32)"
2604,
2605,"tf.Tensor(15.720488, shape=(), dtype=float32)"
2606,"tf.Tensor(15.601733, shape=(), dtype=float32)"
2607,"tf.Tensor(15.440703, shape=(), dtype=float32)"
2608,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2609,"tf.Tensor(15.137614, shape=(), dtype=float32)"
2610,"tf.Tensor(16.451504, shape=(), dtype=float32)"
2611,"tf.Tensor(16.556068, shape=(), dtype=float32)"
2612,"tf.Tensor(15.750989, shape=(), dtype=float32)"
2613,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2614,"tf.Tensor(16.89993, shape=(), dtype=float32)"
2615,"tf.Tensor(16.378235, shape=(), dtype=float32)"
2616,"tf.Tensor(17.52547, shape=(), dtype=float32)"
2617,"tf.Tensor(17.341145, shape=(), dtype=float32)"
2618,"tf.Tensor(16.673544, shape=(), dtype=float32)"
2619,"tf.Tensor(15.202741, shape=(), dtype=float32)"
2620,"tf.Tensor(17.715578, shape=(), dtype=float32)"
2621,"tf.Tensor(15.86109, shape=(), dtype=float32)"
2622,"tf.Tensor(14.752412, shape=(), dtype=float32)"
2623,"tf.Tensor(14.560909, shape=(), dtype=float32)"
2624,"tf.Tensor(16.25708, shape=(), dtype=float32)"
2625,"tf.Tensor(15.982432, shape=(), dtype=float32)"
2626,"tf.Tensor(14.369091, shape=(), dtype=float32)"
2627,"tf.Tensor(16.307526, shape=(), dtype=float32)"
2628,"tf.Tensor(14.865564, shape=(), dtype=float32)"
2629,"tf.Tensor(16.12557, shape=(), dtype=float32)"
2630,"tf.Tensor(17.855673, shape=(), dtype=float32)"
2631,"tf.Tensor(16.37419, shape=(), dtype=float32)"
2632,"tf.Tensor(16.817047, shape=(), dtype=float32)"
2633,"tf.Tensor(17.458797, shape=(), dtype=float32)"
2634,"tf.Tensor(16.705257, shape=(), dtype=float32)"
2635,"tf.Tensor(14.519569, shape=(), dtype=float32)"
2636,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2637,"tf.Tensor(15.294116, shape=(), dtype=float32)"
2638,"tf.Tensor(15.968137, shape=(), dtype=float32)"
2639,"tf.Tensor(17.772573, shape=(), dtype=float32)"
2640,"tf.Tensor(17.154882, shape=(), dtype=float32)"
2641,"tf.Tensor(18.253279, shape=(), dtype=float32)"
2642,
2643,"tf.Tensor(14.824406, shape=(), dtype=float32)"
2644,"tf.Tensor(15.168497, shape=(), dtype=float32)"
2645,"tf.Tensor(17.523392, shape=(), dtype=float32)"
2646,"tf.Tensor(15.451688, shape=(), dtype=float32)"
2647,"tf.Tensor(16.447441, shape=(), dtype=float32)"
2648,"tf.Tensor(15.289575, shape=(), dtype=float32)"
2649,"tf.Tensor(16.331436, shape=(), dtype=float32)"
2650,"tf.Tensor(16.194466, shape=(), dtype=float32)"
2651,
2652,"tf.Tensor(15.20898, shape=(), dtype=float32)"
2653,"tf.Tensor(13.946049, shape=(), dtype=float32)"
2654,"tf.Tensor(16.369804, shape=(), dtype=float32)"
2655,"tf.Tensor(16.449211, shape=(), dtype=float32)"
2656,"tf.Tensor(16.418123, shape=(), dtype=float32)"
2657,"tf.Tensor(16.131184, shape=(), dtype=float32)"
2658,"tf.Tensor(15.817305, shape=(), dtype=float32)"
2659,"tf.Tensor(16.074755, shape=(), dtype=float32)"
2660,"tf.Tensor(15.041167, shape=(), dtype=float32)"
2661,"tf.Tensor(16.838295, shape=(), dtype=float32)"
2662,"tf.Tensor(14.5692425, shape=(), dtype=float32)"
2663,"tf.Tensor(17.179642, shape=(), dtype=float32)"
2664,"tf.Tensor(14.102312, shape=(), dtype=float32)"
2665,"tf.Tensor(16.599985, shape=(), dtype=float32)"
2666,"tf.Tensor(15.457786, shape=(), dtype=float32)"
2667,"tf.Tensor(16.622656, shape=(), dtype=float32)"
2668,"tf.Tensor(15.420358, shape=(), dtype=float32)"
2669,"tf.Tensor(17.79392, shape=(), dtype=float32)"
2670,"tf.Tensor(14.67813, shape=(), dtype=float32)"
2671,"tf.Tensor(14.803154, shape=(), dtype=float32)"
2672,"tf.Tensor(13.868313, shape=(), dtype=float32)"
2673,"tf.Tensor(17.623907, shape=(), dtype=float32)"
2674,"tf.Tensor(16.704706, shape=(), dtype=float32)"
2675,"tf.Tensor(15.193674, shape=(), dtype=float32)"
2676,"tf.Tensor(16.557604, shape=(), dtype=float32)"
2677,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2678,"tf.Tensor(14.905226, shape=(), dtype=float32)"
2679,"tf.Tensor(14.734759, shape=(), dtype=float32)"
2680,"tf.Tensor(15.606713, shape=(), dtype=float32)"
2681,"tf.Tensor(16.430895, shape=(), dtype=float32)"
2682,"tf.Tensor(15.644246, shape=(), dtype=float32)"
2683,"tf.Tensor(16.20232, shape=(), dtype=float32)"
2684,"tf.Tensor(14.483989, shape=(), dtype=float32)"
2685,"tf.Tensor(14.827239, shape=(), dtype=float32)"
2686,"tf.Tensor(16.800224, shape=(), dtype=float32)"
2687,
2688,
2689,
2690,"tf.Tensor(16.385082, shape=(), dtype=float32)"
2691,"tf.Tensor(14.811942, shape=(), dtype=float32)"
2692,
2693,"tf.Tensor(15.132277, shape=(), dtype=float32)"
2694,"tf.Tensor(15.238119, shape=(), dtype=float32)"
2695,"tf.Tensor(16.365755, shape=(), dtype=float32)"
2696,"tf.Tensor(14.585093, shape=(), dtype=float32)"
2697,
2698,"tf.Tensor(15.164977, shape=(), dtype=float32)"
2699,"tf.Tensor(16.459358, shape=(), dtype=float32)"
2700,"tf.Tensor(15.826999, shape=(), dtype=float32)"
2701,"tf.Tensor(14.723299, shape=(), dtype=float32)"
2702,"tf.Tensor(16.636316, shape=(), dtype=float32)"
2703,"tf.Tensor(15.541573, shape=(), dtype=float32)"
2704,"tf.Tensor(16.224588, shape=(), dtype=float32)"
2705,"tf.Tensor(18.448624, shape=(), dtype=float32)"
2706,"tf.Tensor(16.422966, shape=(), dtype=float32)"
2707,"tf.Tensor(15.379381, shape=(), dtype=float32)"
2708,"tf.Tensor(16.910988, shape=(), dtype=float32)"
2709,"tf.Tensor(15.858868, shape=(), dtype=float32)"
2710,"tf.Tensor(15.3856535, shape=(), dtype=float32)"
2711,"tf.Tensor(14.88735, shape=(), dtype=float32)"
2712,"tf.Tensor(17.37988, shape=(), dtype=float32)"
2713,"tf.Tensor(15.248819, shape=(), dtype=float32)"
2714,"tf.Tensor(16.33778, shape=(), dtype=float32)"
2715,"tf.Tensor(14.511791, shape=(), dtype=float32)"
2716,"tf.Tensor(15.010696, shape=(), dtype=float32)"
2717,"tf.Tensor(16.835876, shape=(), dtype=float32)"
2718,"tf.Tensor(16.278505, shape=(), dtype=float32)"
2719,"tf.Tensor(13.476647, shape=(), dtype=float32)"
2720,"tf.Tensor(14.9077, shape=(), dtype=float32)"
2721,"tf.Tensor(15.576641, shape=(), dtype=float32)"
2722,"tf.Tensor(16.462687, shape=(), dtype=float32)"
2723,"tf.Tensor(14.286644, shape=(), dtype=float32)"
2724,"tf.Tensor(16.384594, shape=(), dtype=float32)"
