,contrast
1318,3.5978234301918453
1319,3.7084098784575557
1320,4.478764718461644
1321,4.275488735484508
1322,4.019070985426735
1323,4.185034995464378
1324,2.9819872152666687
1325,4.344733417810894
1326,3.1345470458085547
1327,3.920645116950864
1328,4.358298812413402
1329,3.9833911700923643
1330,4.325490901075909
1331,3.802012323716661
1332,3.7423670351882574
1333,3.8464444473192514
1334,4.255849717413977
1335,4.112358582738914
1336,3.4209042395772227
1337,4.101776298546745
1338,4.148715070928854
1339,3.618467520125064
1340,3.933415370652758
1341,3.8137933555320807
1342,3.3723666387889977
1343,4.020579897509593
1344,4.225642298524217
1345,3.3905051346375767
1346,3.5771617784085006
1347,3.991807912962731
1348,3.8378337857264384
1349,4.022018920302076
1350,4.095100847395583
1351,3.023513851762128
1352,4.204429663050622
1353,3.8369217571758747
1354,4.066258091659253
1355,4.314452218154607
1356,3.697051198736719
1357,4.049582772867068
1358,4.016557438419733
1359,4.361292948919237
1360,3.6070298435232915
1361,3.4010781184946595
1362,3.9134908221034808
1363,3.6043826145377476
1364,3.9022005976782532
1365,4.114691162930126
1366,3.842093213709479
1367,4.420856633330262
1368,3.8784262600142796
1369,3.822110355001957
1370,3.6300231645700474
1371,3.865419023772216
1372,3.5606068657283934
1373,3.9400130227770886
1374,3.6736492395425784
1375,4.098092624517583
1376,4.256782469682096
1377,3.8816831893248978
1378,3.7571536478833907
1379,4.198683730355468
1380,4.085563921095462
1381,3.6634585839414626
1382,4.214530701748216
1383,4.012651776521368
1384,4.344273952821824
1385,4.3698707381463775
1386,3.523483321728765
1387,3.269741462661424
1388,3.3995126950780152
1389,4.0337528402716085
1390,3.8104164220951233
1391,4.057281965517691
1392,4.0506342446723735
1393,3.99573051459431
1394,3.8438662259757064
1395,3.9586442710498724
1396,3.5320959047176363
1397,3.6456170279242794
1398,4.233879395098725
1399,3.4339261572586137
1400,3.3217953809417415
1401,3.0958524012287163
1402,4.314888752732558
1403,3.8369217571758747
1404,4.054484764822194
1405,3.8428289913052853
1406,3.7038617145289168
1407,4.30665644840008
1408,3.7756795035418715
1409,3.9149183661991955
1410,3.872890399443549
1411,3.7980160052645298
1412,3.7467674113819043
1413,4.45250288242413
1414,3.8175308313284098
1415,4.025743603977369
1416,3.7861058183545033
1417,
1418,3.694148788579819
1419,3.956058843169419
1420,3.9136679313634
1421,4.0888390637610055
1422,3.566725519998253
1423,3.539353126378702
1424,4.125833555866905
1425,3.971783012202482
1426,3.2061590392863057
1427,3.635680569649527
1428,4.019866580926584
1429,3.9166501166748113
1430,4.050895802660045
1431,3.8239785430165787
1432,3.431372041639933
1433,4.325872528647408
1434,3.4932087761397854
1435,4.070903078950796
1436,3.8090899629911643
1437,4.073268056381721
1438,3.223288480306637
1439,4.01087334007545
1440,3.9438336862458327
1441,3.9300967814686927
1442,3.8926899406616133
1443,3.2033141249153525
1444,3.839340273170609
1445,4.090626213506958
1446,4.218316772610651
1447,4.155039739302661
1448,4.243239167081079
1449,3.4491024301103566
1450,3.9088914295692585
1451,3.9730930541430434
1452,4.264013681865273
1453,3.875661370948793
1454,4.252172560341574
1455,3.8780912245676125
1456,3.7762196335434175
1457,3.4952109707433996
1458,4.030228480483965
1459,3.9446445294361148
1460,4.025234401318066
1461,3.6765105382095413
1462,4.030636275818367
1463,3.686261402249846
1464,4.114954965064292
1465,4.053503858271106
1466,4.087167892401293
1467,3.9589580112398166
1468,3.389522161514164
1469,3.1583925661951326
1470,3.4578997795659627
1471,4.073845588033665
1472,3.941490197295822
1473,4.053337968702995
1474,2.5684030250415937
1475,3.8031623015706932
1476,3.8464444473192514
1477,3.8401939842583497
1478,3.5651135021197407
1479,3.4642274406532962
1480,3.3256580300397744
1481,4.130465916502443
1482,3.019891846272105
1483,3.9318406909714043
1484,4.177106491926873
1485,3.8565288327201004
1486,3.7186878906347607
1487,3.776605489140478
1488,3.739504427046869
1489,3.482161243590012
1490,4.025234401318066
1491,4.130717564846029
1492,3.696675534330406
1493,3.9490941277407563
1494,3.474703800009211
1495,3.916727851427656
1496,3.39607361861046
1497,4.313523379045415
1498,4.338129308141808
1499,3.989127920184703
1500,3.9142583226243057
1501,4.006387680027854
1502,3.901289799585476
1503,4.130042312441667
1504,3.703018870131289
1505,4.363508575557656
1506,4.2205613126059225
1507,3.2429079765606867
1508,4.0021942605789285
1509,4.304789765223201
1510,3.952155098926804
1511,3.967555706439231
1512,4.119920143765986
1513,3.8338871833740815
1514,3.3434900953056257
1515,4.344116941489123
1516,3.4782502909617907
1517,3.4387331245892945
1518,3.549855819824594
1519,3.920730175645263
1520,3.421684682435398
1521,4.039028813383716
1522,3.096553367612253
1523,3.5574426081122654
1524,3.5680015440273505
1525,3.8917934458998356
1526,3.7671567340560883
1527,4.06357938805904
1528,3.7537222581850336
1529,3.7937067595138627
1530,4.003257356096087
1531,4.029240499567966
1532,3.781000788454978
1533,3.776037609947669
1534,3.878666665601896
1535,4.165293603395822
1536,3.8782191103547676
1537,4.429222776451258
1538,3.9049710187206292
1539,3.9096011681554175
1540,3.822587889973347
1541,3.5693655134819844
1542,3.103406572252374
1543,4.25550062930033
1544,3.7042289600614993
1545,3.6410832050063466
1546,3.88189708903804
1547,3.869125311049225
1548,4.289779358792787
1549,3.8872744099166234
1550,4.225818278592104
1551,4.067856674424933
1552,3.9924609202662302
1553,3.9453792679702717
1554,4.270536038357892
1555,4.02932405991344
1556,3.7648440128207046
1557,3.822587889973347
1558,3.4691023857267402
1559,3.9333872770279106
1560,3.5965134730329194
1561,4.0481252338745515
1562,3.934291464125064
1563,3.877740959050931
1564,4.011883580033943
1565,4.361292948919237
1566,3.674776451517084
1567,4.068710006503476
1568,4.3207906510465115
1569,3.77266120006313
1570,3.874845023541149
1571,4.073087442757147
1572,3.713806827629065
1573,4.072100470620949
1574,3.7353424998336853
1575,4.070276458650421
1576,4.299233070575393
1577,4.153135594774716
1578,3.457199205803102
1579,3.656358813668157
1580,3.551890894112567
1581,3.9449614892890272
1582,4.0211137759416875
1583,3.5439426584897484
1584,3.7825491906077104
1585,3.873838183857148
1586,3.7300274936392674
1587,3.8768214745840153
1588,3.86258149047483
1589,4.462240584288594
1590,3.854246911122886
1591,4.061875260917137
1592,
1593,3.9549440010888732
1594,3.702693616844871
1595,4.542281837026726
1596,4.00231135445886
1597,3.628907679122331
1598,3.90957064843154
1599,3.6466594500433627
1600,4.0256381314768745
1601,4.0340079989298605
1602,3.7657178593763847
1603,3.6378576355042647
1604,4.297747751712095
1605,4.215321277113363
1606,4.115787338752339
1607,3.814738771832195
1608,4.300042509068179
1609,3.764343840628211
1610,3.5903598042771567
1611,3.5941958355893844
1612,3.901390245868389
1613,3.6921557970702046
1614,4.2814653038486545
1615,3.8978228581611805
1616,4.090076477730327
1617,4.096342697316168
1618,3.9683493302700463
1619,4.082054545321788
1620,3.977115390149086
1621,3.9462404517022707
1622,3.927264966704364
1623,4.52824730687653
1624,3.8107835335016755
1625,4.027542424547692
1626,3.9771117839825334
1627,4.3578775351354455
1628,3.9912550992571982
1629,3.5688969483449218
1630,4.26707563044859
1631,3.6782829790922045
1632,3.6204940546837197
1633,3.5000737197382707
1634,4.122719019341551
1635,3.8989027912865972
1636,
1637,3.9333915031557933
1638,3.81643947092464
1639,3.5270072738332434
1640,3.5032377861133233
1641,3.665765445532053
1642,4.1584334744813765
1643,3.7861058183545033
1644,3.6265620290905316
1645,4.449161501158316
1646,4.236859501891513
1647,4.474715292094384
1648,3.1971774136430438
1649,4.03294070276437
1650,4.05859311832706
1651,4.078487806137211
1652,3.7884100244293224
1653,4.158498512413223
1654,4.339941869815209
1655,3.4268425716915667
1656,4.308986475277092
1657,4.032644254192919
1658,4.665209999951075
1659,3.586955347211274
1660,3.845050856148654
1661,3.6990823255154313
1662,4.241862568632687
1663,4.097814296552488
1664,4.0585639186194005
1665,3.3979698786879386
1666,3.8178588026919638
1667,4.344160884251574
1668,4.104128289351485
1669,3.9059849334519394
1670,3.9453119951446363
1671,3.8142497682670102
1672,3.7985305150934834
1673,3.947981660957958
1674,3.388167258358269
1675,3.984226002516258
1676,3.9045003525304103
1677,4.096020005170235
1678,4.084842585684756
1679,4.014349483048154
1680,4.2892280745592934
1681,3.997022079330045
1682,3.841641370420008
1683,4.059959522484518
1684,4.1466574842375135
1685,4.263973189292808
1686,4.276475929377869
1687,3.825518703353186
1688,4.234330937399972
1689,4.2021434488645095
1690,4.268432362032697
1691,3.9891875562825825
1692,4.0405800710142765
1693,3.4220961836073567
1694,3.7540937830775594
1695,4.105402849324855
1696,3.72362505927696
1697,4.143626456047258
1698,3.3275700838273075
1699,3.7779008495059623
1700,3.78507619222514
1701,4.067673566905748
1702,4.307870493581476
1703,4.007484146853826
1704,3.892707915906769
1705,3.934781577198792
1706,4.220916999456702
1707,4.192893556083244
1708,3.9572927022469244
1709,3.300591013504993
1710,4.071516101731852
1711,4.061684291955666
1712,3.33197606243309
1713,3.104784109335103
1714,4.371783540929661
1715,3.7533659889988873
1716,3.927183135896473
1717,3.8727203572218216
1718,3.8212580683083748
1719,4.120635937986453
1720,4.151332718181571
1721,3.895851139547993
1722,4.020849347314387
1723,4.172154465917171
1724,3.6613281738110475
1725,3.648215819256088
1726,3.5243336191106263
1727,3.686266527844131
1728,4.242554742642743
1729,3.6677358703079284
1730,4.117754105659571
1731,3.8450018277098663
1732,3.920826324936638
1733,3.893360386550414
1734,4.166705254117944
1735,3.6695554837613664
1736,4.059063712434249
1737,3.6271938980386698
1738,3.9716930791432787
1739,3.2826558009957183
1740,3.6142856623479562
1741,3.8552259258953305
1742,3.6348212279980117
1743,3.9896626151145758
1744,3.927733308367338
1745,3.74723016979678
1746,3.9722271856459725
1747,3.688660349379245
1748,3.448921556579948
1749,3.8340767646904474
1750,4.004384381465873
1751,4.137017112284191
1752,3.5542311135809603
1753,4.137847644357307
1754,3.470437351534544
1755,3.470437351534544
1756,3.98780264577055
1757,3.4221528178002294
1758,3.901026184742373
1759,4.007553110249436
1760,3.443325839872837
1761,4.003487129651326
1762,3.473504005825657
1763,4.287123930664662
1764,4.249766256586311
1765,3.8320218094041536
1766,3.898139959609709
1767,3.8553219808964325
1768,3.830741423739443
1769,4.072481371456568
1770,4.035025087735679
1771,3.7907562288551087
1772,4.08818546394154
1773,3.219605480737638
1774,3.8278311161163887
1775,4.220822336725518
1776,4.252762752620347
1777,3.8790501779196482
1778,3.704436572670432
1779,4.224504555072888
1780,3.8982278715299947
1781,4.009568433537336
1782,4.022560489557321
1783,3.420779468783089
1784,3.3958407135873916
1785,4.52975033698838
1786,4.1866031499438074
1787,4.124728513558405
1788,4.118543245430366
1789,4.089898783702239
1790,4.016479985970326
1791,3.8265452593985776
1792,3.8101151789508476
1793,4.2739633526488525
1794,4.151036569325066
1795,
1796,4.288618516041222
1797,3.8381810770567273
1798,4.0495653502580975
1799,3.8276010772884375
1800,3.8916795286309025
1801,3.8537659400898163
1802,3.973599541081969
1803,3.8589383212554154
1804,3.5443424473586056
1805,3.8963558450677356
1806,3.559670195639647
1807,4.264291124333376
1808,3.7190684098061784
1809,4.09232223710413
1810,4.078099325823678
1811,3.9590393181873265
1812,3.6757108530458407
1813,4.24802335532551
1814,3.3230983188667333
1815,4.165400461020305
1816,4.025648083997742
1817,3.981624157467995
1818,2.8389712610221935
1819,4.103334700082063
1820,3.576134438335372
1821,3.389329829934243
1822,4.373226548972278
1823,4.201435170554275
1824,4.241481729056513
1825,3.711233063394789
1826,3.7647497757902264
1827,4.079810051968496
1828,4.027917893788913
1829,3.9315783923308247
1830,3.8077393660423553
1831,4.191006678774066
1832,4.034444625986069
1833,4.082901550956984
1834,3.7749493996308248
1835,3.7596415189429075
1836,4.239871550669946
1837,4.018626714310348
1838,3.7078158907522254
1839,4.221108090748248
1840,3.519860534851532
1841,3.043550890741796
1842,4.019946845808428
1843,4.26919744436519
1844,3.7302497629881235
1845,3.689347771418799
1846,3.81592462726688
1847,3.832917028726385
1848,3.8842739422150174
1849,3.8541927228261548
1850,3.3454436909414045
1851,4.108341350531475
1852,3.658417147603346
1853,3.942070372823402
1854,4.03764901455484
1855,4.0640413524702
1856,3.757409426681665
1857,3.805205689577192
1858,3.7842320021918767
1859,3.9365018312643376
1860,3.518356596301413
1861,4.041354719597749
1862,4.399867186604652
1863,3.968338916063047
1864,3.671373460782602
1865,3.843628821322345
1866,4.328861858820452
1867,3.7256983409287514
1868,4.10313811329718
1869,3.860083596227402
1870,4.2195460295678995
1871,3.54023385898201
1872,3.5529073495798125
1873,3.501909664075096
1874,4.052265744375681
1875,4.117476877840737
1876,3.6765912570773263
1877,3.4146482965454794
1878,3.52602268494937
1879,3.9101574910917174
1880,3.538327654698644
1881,4.053858769084798
1882,4.129177572874177
1883,3.8225247644876545
1884,3.8610221110049867
1885,4.4991435644333455
1886,4.370711318519142
1887,3.710393993461012
1888,3.5737922014587693
1889,3.502532987212909
1890,4.087649959317391
1891,4.031209271157902
1892,4.027325601637228
1893,3.7922781925271623
1894,3.6542280610928537
1895,4.14128004236998
1896,3.6769936135730235
1897,3.916719593129443
1898,4.158498512413223
1899,3.9498863930411625
1900,4.031821119015152
1901,3.8070304778678232
1902,4.458534885154408
1903,3.9329919776327236
1904,3.752348020055682
1905,4.438233518996392
1906,3.9404756041642854
1907,3.914235043438784
1908,3.9258008882954427
1909,3.9365070966999927
1910,3.6990347869452536
1911,4.222188792643625
1912,4.253934232531476
1913,4.108012956541268
1914,3.5301422446389923
1915,3.583342936864494
1916,4.153220922152614
1917,4.325082320135198
1918,3.7756795035418715
1919,3.70374574947781
1920,4.1292692621284885
1921,3.6512183703686647
1922,4.560186500060062
1923,3.8789814431711562
1924,4.002475404098305
1925,3.780363728564059
1926,3.8001548449559848
1927,4.419420843722643
1928,3.4029913706895756
1929,3.398188200435923
1930,4.352217763072934
1931,4.033576372819622
1932,4.318777875367979
1933,3.8784507247863296
1934,4.0727749870764445
1935,3.9179692805369775
1936,3.193161925594884
1937,4.101797661595443
1938,4.16670151211763
1939,4.226319902103442
1940,4.528581041995101
1941,3.6672387575893537
1942,4.310561404688522
1943,3.7437071302108516
1944,3.8981995045112567
1945,3.868743002905074
1946,3.8333587440048262
1947,4.46247567029817
1948,3.944226327821893
1949,4.158131172468391
1950,4.026782149925869
1951,4.0962558584192275
1952,3.765467096751026
1953,4.028066810642687
1954,3.7603728894515993
1955,3.9741141566633544
1956,3.5617736654678747
1957,4.060749115136157
1958,3.7486490335093596
1959,3.7560886195622403
1960,3.6305962013331583
1961,4.107809970189482
1962,3.638712351405521
1963,4.413178453580252
1964,4.417303848067283
1965,4.165071259418454
1966,3.8458459861770287
1967,4.588400851444266
1968,3.8486663679290896
1969,4.310561404688522
1970,3.906679986795148
1971,3.2557948137998713
1972,3.9360299342339307
1973,3.124080599812764
1974,4.168093711906323
1975,4.087343550744701
1976,4.03366848396984
1977,3.3907048443449965
1978,3.953323224259873
1979,4.548562956271575
1980,3.909281642833728
1981,4.302918588843076
1982,3.407154552869562
1983,3.837489805430634
1984,3.925140287116237
1985,4.407003145619762
1986,4.175726386291682
1987,3.463306651630321
1988,3.8667606644203936
1989,3.8454301091792313
1990,3.8610587817244557
1991,3.626017803823209
1992,3.6805158953442643
1993,3.85122442763162
1994,4.0388438121166175
1995,3.982384006878692
1996,4.217873156485127
1997,3.6713028491163464
1998,3.4602572350641916
1999,3.0551834579690835
2000,3.68863769575125
2001,3.2460292917181732
2002,3.814704435189933
2003,3.368922658287323
2004,4.2734936697201364
2005,4.034881971421203
2006,4.171001628390863
2007,4.036654732916831
2008,4.260772011546863
2009,3.7367788430326963
2010,3.9682245116685446
2011,3.984347361753234
2012,3.698904088953967
2013,4.3901628636470855
2014,3.779467038957836
2015,4.03505788612276
2016,4.0515476808166015
2017,3.3050858490550836
2018,3.4732720565777773
2019,3.550283772328036
2020,3.646681734805394
2021,4.045993634688418
2022,3.9073365486841425
2023,3.8957824872405284
2024,4.506229602433056
2025,3.9243584601053376
2026,4.050734810321743
2027,4.183826052283534
2028,3.7886584908294485
2029,4.03385174259758
2030,4.127848471919283
2031,3.6013389472754054
2032,4.063386343679836
2033,3.916670740710792
2034,4.468858895378001
2035,4.293352369552265
2036,3.9118082443395563
2037,4.497010919219952
2038,4.346462936697034
2039,4.004287192460603
2040,3.911448703172162
2041,4.144380101223324
2042,4.144698522250649
2043,3.905179178447522
2044,3.587657211498266
2045,3.910938575955948
2046,3.8174011215869212
2047,3.9049982091626196
2048,4.074741302370175
2049,4.116619862493256
2050,3.267605606418607
2051,3.84323002339272
2052,
2053,3.7669631715245746
2054,4.045792328803487
2055,3.828502607560644
2056,4.306087533292135
2057,3.4901486312846988
2058,3.9210073015822324
2059,4.073896565538477
2060,4.216660207104046
2061,4.068863075848577
2062,4.187291194629344
2063,4.09665404789406
2064,4.394222400999629
2065,3.804920146697203
2066,
2067,3.9977988183339326
2068,3.697933309048661
2069,3.457199205803102
2070,3.389329829934243
2071,4.057647107685881
2072,4.470860075782363
2073,3.853540884667158
2074,4.044729364600597
2075,3.3978726569226865
2076,4.070645556174811
2077,4.042710494109605
2078,3.7385106566151007
2079,4.118229558256523
2080,3.8350915305844584
2081,3.4995107962453043
2082,4.0497128297532425
2083,3.5444783687324977
2084,4.065662899284362
2085,3.9883778734791915
2086,3.6579797632077176
2087,3.576402965590362
2088,3.509084128583744
2089,4.158137914076517
2090,4.292210572053232
2091,4.227536430279392
2092,3.557772205834325
2093,3.296653538679067
2094,4.238351854694038
2095,3.907851211935261
2096,3.845683618933653
2097,3.8011615532076997
2098,3.589169562800056
2099,3.4558525483620173
2100,4.179928759850864
2101,3.9389263027634946
2102,4.177885449513783
2103,4.08202350554673
2104,4.263072858259306
2105,3.9128177476442625
2106,4.073493581670819
2107,4.0377750940252755
2108,3.990703793027771
2109,3.6715688207261232
2110,4.394002988003377
2111,3.8289317584160703
2112,3.6755201492352216
2113,3.253638098356087
2114,3.586247370679481
2115,3.733314706794695
2116,3.3004340403524446
2117,3.922498432552498
2118,3.8892491451825952
2119,4.165789815672434
2120,3.9477449887238354
2121,4.118500330472313
2122,3.5845998482505337
2123,4.21643226733408
2124,3.779437772573094
2125,3.940135311056295
2126,4.022701895462902
2127,4.359473063367706
2128,3.1743061869239533
2129,4.241966451136949
2130,4.175956452626528
2131,3.4945218125791824
2132,2.9756548448409634
2133,4.022443814018929
2134,3.863525632243978
2135,4.091934931053989
2136,3.561480142445189
2137,3.7756795035418715
2138,3.140488245323172
2139,4.072280682056914
2140,4.234888009057296
2141,4.259240989613178
2142,3.9018392491587237
2143,3.740463127418973
2144,3.7041472780271505
2145,4.078850551378676
2146,4.332258185937225
2147,3.7857133994683276
2148,4.080176920961353
2149,4.012734829070032
2150,3.5160374099137677
2151,3.508646694214188
2152,4.005333587128617
2153,4.053547258212381
2154,4.057591474285451
2155,3.623356570074931
2156,3.6479162813126944
2157,4.6008112044094185
2158,4.1282545274641125
2159,3.9662663862413297
2160,3.7779008495059623
2161,3.5251918281216224
2162,3.9991803695383195
2163,3.7620188809820063
2164,3.751995478836494
2165,4.1200941037093335
2166,3.997243933009833
2167,4.491734663458134
2168,3.7755922073404995
2169,
2170,3.759541245801462
2171,4.1298684411630875
2172,3.2126397186382682
2173,3.6955192413847735
2174,3.2948939032695344
2175,3.3368237361226107
2176,4.075136595287552
2177,4.145694069441533
2178,3.943634796774905
2179,3.2948939032695344
2180,3.992619226647168
2181,4.414670461382946
2182,4.03765586058595
2183,4.013120719485566
2184,3.7952525077356687
2185,3.9961676316740373
2186,4.225444453140246
2187,3.7962519243993813
2188,4.292551078589187
2189,3.8463893894483223
2190,3.8946523045303887
2191,4.027859000643168
2192,3.6676499766359196
2193,3.807715003067635
2194,3.9891875562825825
2195,4.472671244059051
2196,3.926084829485271
2197,4.032153597252665
2198,3.9906924414816567
2199,3.3592996636178953
2200,3.67869287640896
2201,4.3598165062336065
2202,3.46197052919616
2203,3.7015487297186445
2204,4.097151866150418
2205,4.055756367650072
2206,3.8837336748133584
2207,3.920370419967146
2208,3.8104164220951233
2209,3.668347507478225
2210,3.7795440448343975
2211,4.133225425669265
2212,2.217001108261588
2213,3.7813869455870126
2214,4.193395400709088
2215,3.8176693496250125
2216,3.2559478050945034
2217,3.573356611788519
2218,3.9205203765386707
2219,
2220,4.099219091251528
2221,4.313785159870489
2222,4.38867948892288
2223,4.478988575771961
2224,4.012577181159388
2225,4.208242180500109
2226,4.058515991990387
2227,3.229965870428033
2228,3.2363691244080215
2229,3.449629479375014
2230,3.729080468431862
2231,3.935394772613791
2232,3.6299944229616603
2233,4.189054840030615
2234,3.872298576840054
2235,4.052158383782545
2236,3.4771815924425873
2237,3.7925488527112603
2238,4.176972324568706
2239,4.117188623879786
2240,3.938969805680191
2241,4.170369745314014
2242,3.2482851938158523
2243,3.9450541165753465
2244,3.223288480306637
2245,3.5644968940760995
2246,3.555328853337949
2247,4.253035790321911
2248,3.920368902123491
2249,3.72275269873851
2250,4.0207387890485595
2251,3.8989027912865972
2252,4.43897816699087
2253,3.9044148181506566
2254,3.8872201983230794
2255,4.091002573788423
2256,4.023289429271397
2257,3.703685976918665
2258,3.9922746066980714
2259,3.684003542339941
2260,3.7696637047748487
2261,3.815483518110494
2262,4.393926146658895
2263,3.9294583214387435
2264,4.232887298547517
2265,2.976005805120112
2266,3.7465098355888204
2267,3.940135311056295
2268,4.022768328809305
2269,4.18084850662798
2270,3.7670101300355254
2271,4.189903661658175
2272,4.130465916502443
2273,3.528098020360867
2274,3.9947144924369162
2275,3.1975722164145015
2276,4.162371137762404
2277,4.1405449131381715
2278,4.2229740665901305
2279,3.8095717631404353
2280,4.141389730710134
2281,3.7181672633486156
2282,4.189062532141041
2283,3.945115024873259
2284,3.645834752112295
2285,3.802423486219213
2286,3.6713028491163464
2287,4.06527456702579
2288,3.5555212582698172
2289,3.7384186724648463
2290,3.5977704150567273
2291,4.043123608805622
2292,3.8244650437968217
2293,3.7801190732934478
2294,4.007058388640268
2295,3.253088203814485
2296,3.8638720809760216
2297,4.2405453841180565
2298,3.3266779093905514
2299,3.9804575684145886
2300,3.350327397724
2301,3.9597758609062024
2302,3.735773493639445
2303,3.9679241264308494
2304,3.7962943685750354
2305,4.20540816823657
2306,3.944958134866273
2307,4.364656389250746
2308,3.5074550238734354
2309,3.7190334728452004
2310,2.9913063314902564
2311,4.083376406099773
2312,3.3622033947061856
2313,4.3659300748285705
2314,3.981669978975162
2315,3.44068872768812
2316,4.177935764378518
2317,3.4475753873733677
2318,4.715870873239599
2319,4.1082987848208505
2320,3.9589317383621663
2321,3.7332835234179766
2322,3.0303550853602403
2323,4.00530191663311
2324,3.928563120658736
2325,3.661133073635464
2326,3.881456287226178
2327,3.9203443632700408
2328,4.314533421474362
2329,3.4638982071473188
2330,3.779795038942236
2331,3.7208301224516536
2332,3.983767553530459
2333,3.7574469788461378
2334,3.7473165484298403
2335,3.99477563923207
2336,3.934951026237033
2337,4.487616603578788
2338,4.032784574383145
2339,4.35297369692936
2340,4.4984753128802994
2341,3.8090685545924434
2342,4.018980690114187
2343,3.9105829898494053
2344,4.0185833017866965
2345,3.973807634968468
2346,3.8090685545924434
2347,3.7202624809676217
2348,4.216199940286629
2349,4.129239012761961
2350,3.8090685545924434
2351,3.476146576224782
2352,3.4692089581645047
2353,3.555992920059933
2354,4.046454567883654
2355,3.8875745343242727
2356,3.7027374591304967
2357,3.7729097066751756
2358,4.195942249798454
2359,3.5985458613176418
2360,3.62790751966592
2361,3.8414684742478378
2362,3.8133261120179642
2363,3.9073365486841425
2364,3.516969445250759
2365,4.41362134946445
2366,4.1948186538191266
2367,4.197420156399713
2368,3.683631857138964
2369,3.972176468089854
2370,4.1313598635831426
2371,3.5609859996166824
2372,3.8710100622221426
2373,3.8502721216699887
2374,3.7818459911910844
2375,3.8464444473192514
2376,4.1200941037093335
2377,3.672861448148448
2378,4.094774298420193
2379,3.8177912907046982
2380,3.401103640840224
2381,3.139686906678135
2382,3.5454926904286928
2383,4.0933063306621555
2384,3.6059803008773086
2385,4.107438704057151
2386,4.362930512623284
2387,4.298050715468028
2388,4.058293478159839
2389,3.6639112080534177
2390,4.281040891375351
2391,3.9723085525275876
2392,4.281040891375351
2393,3.8837124496483453
2394,4.0917784536648245
2395,4.136795775505103
2396,4.0179810195842975
2397,4.040112904118035
2398,4.025402031969382
2399,3.8412223968362604
2400,3.7042289600614993
2401,3.2243788290263575
2402,4.29158293304916
2403,3.830109844170956
2404,3.7652211043200627
2405,4.057692898958959
2406,3.792036083150869
2407,3.9490847128461746
2408,3.9088914295692585
2409,3.1890092090786153
2410,3.888471732313763
2411,4.1869674326044235
2412,3.7858062492930906
2413,3.95895296057153
2414,3.1222258908842817
2415,4.277317418202732
2416,4.158182721555981
2417,3.7939616853093203
2418,3.757559728128246
2419,4.454728600674397
2420,3.6713028491163464
2421,4.557024076793385
2422,3.5991129748410717
2423,3.888764558800527
2424,4.080226198036603
2425,4.2764804706270105
2426,3.5413048219398324
2427,3.999036829981953
2428,3.797456963444529
2429,4.003233338350575
2430,4.137505169874697
2431,3.7756795035418715
2432,4.08378993970428
2433,3.7315660703374163
2434,3.9281823235793714
2435,3.0577636030301636
2436,4.072481371456568
2437,3.934780062182973
2438,4.281813077132378
2439,3.9208018336260593
2440,3.233608604527562
2441,4.2021434488645095
2442,3.672291781722967
2443,4.274639203532506
2444,4.2313022867609895
2445,3.6713028491163464
2446,3.747772123401462
2447,4.189699600230825
2448,4.1065536864496455
2449,4.287473572080651
2450,3.9136484878465447
2451,3.7304222596267405
2452,3.506177974016129
2453,3.792036083150869
2454,4.354258290493839
2455,4.017510218618026
2456,3.5088973932588297
2457,3.8835143944415633
2458,4.160538323227266
2459,3.7006500458111646
2460,3.9055204456856556
2461,3.133273621565519
2462,3.5043882069334806
2463,4.065889944281667
2464,3.982089108396193
2465,4.024635653711441
2466,3.287181808792328
2467,3.7481948476713884
2468,3.9914949429804154
2469,4.566934846475845
2470,3.9455692666038384
2471,3.8991274610102584
2472,4.067838592247126
2473,3.607060712319666
2474,4.233681524786532
2475,4.211867765469403
2476,3.8335514905920944
2477,3.9820567203067117
2478,4.28974144103617
2479,3.5147248892054592
2480,3.755384661578133
2481,4.026768052320819
2482,4.419936871457574
2483,4.280314757476988
2484,3.817891813793616
2485,3.6167731897768243
2486,3.5524525157000597
2487,3.973807634968468
2488,3.326658366393811
2489,4.095522197744299
2490,3.6924329229545805
2491,3.775282905735139
2492,4.130867292251814
2493,3.598250496958544
2494,3.948775355903844
2495,3.86337951537139
2496,3.7830398725081307
2497,3.8520886362463345
2498,4.014363583803195
2499,4.005777925605999
2500,3.9813761087677793
2501,3.9328706999889014
2502,4.090626213506958
2503,3.8473391025776755
2504,4.165761560538685
2505,4.255992817971404
2506,4.044938613817973
2507,3.9354466204316716
2508,4.367992962113995
2509,4.103334700082063
2510,3.7482493350205743
2511,4.15884578569843
2512,4.202786491703545
2513,4.153425846388754
2514,3.64131040856193
2515,3.9579302115204844
2516,3.683550952777422
2517,3.965731252507395
2518,3.984373125552013
2519,3.4788073053783077
2520,3.9119202988996125
2521,3.670846453447048
2522,3.599302173483069
2523,3.560995034539434
2524,3.993953292704756
2525,4.2359737011380325
2526,3.6083881495676846
2527,3.6134417779617065
2528,3.6042988432742087
2529,3.8286360153993595
2530,3.8862879866401117
2531,3.7354487341469502
2532,3.6028711907112108
2533,3.7230962082731445
2534,3.510385971506694
2535,3.659765214907437
2536,4.064828714838802
2537,3.715919900494347
2538,4.16564260980347
2539,3.6532978850171873
2540,3.9841346735591663
2541,3.9582971251029653
2542,4.046655110067518
2543,4.293033009408521
2544,3.8160326919751486
2545,3.9733143860774947
2546,3.990549796269387
2547,3.9706966950836593
2548,4.041875085931163
