,framerates
1046,11.11111111111111
1047,10.0
1048,20.0
1049,30.023640661938536
1050,10.0
1051,25.0
1052,11.11111111111111
1053,22.698744769874477
1054,25.0
1055,25.0
1056,20.0
1057,6.976744186046512
1058,20.0
1059,21.904761904761905
1060,11.11111111111111
1061,50.0
1062,20.0
1063,10.0
1064,30.0
1065,15.041782729805014
1066,16.666666666666668
1067,14.992927864214993
1068,14.285714285714285
1069,25.0
1070,25.0
1071,15.044247787610619
1072,14.285714285714285
1073,13.995943204868153
1074,10.0
1075,11.11111111111111
1076,10.0
1077,33.333333333333336
1078,14.965986394557822
1079,10.0
1080,10.0
1081,20.0
1082,12.5
1083,30.07246376811594
1084,6.382978723404255
1085,14.970059880239521
1086,14.285714285714285
1087,14.960629921259843
1088,15.020862308762169
1089,10.0
1090,25.0
1091,14.285714285714285
1092,6.666666666666667
1093,10.0
1094,
1095,20.0
1096,10.0
1097,30.0
1098,20.0
1099,10.0
1100,10.0
1101,14.285714285714285
1102,20.0
1103,50.0
1104,10.0
1105,10.0
1106,20.0
1107,25.0
1108,14.285714285714285
1109,20.0
1110,14.285714285714285
1111,33.333333333333336
1112,33.333333333333336
1113,24.014336917562723
1114,14.005876591576886
1115,25.0
1116,21.875
1117,25.0
1118,20.0
1119,15.116279069767442
1120,14.98371335504886
1121,16.666666666666668
1122,12.5
1123,4.6
1124,24.84375
1125,10.0
1126,25.0
1127,14.097744360902254
1128,14.285714285714285
1129,14.953271028037383
1130,20.0
1131,11.11111111111111
1132,25.0
1133,10.0
1134,14.285714285714285
1135,20.0
1136,25.0
1137,15.09433962264151
1138,25.0
1139,15.053763440860216
1140,14.285714285714285
1141,16.666666666666668
1142,15.041782729805014
1143,12.5
1144,20.0
1145,14.097744360902254
1146,10.0
1147,25.0
1148,9.09090909090909
1149,25.0
1150,25.0
1151,10.0
1152,12.5
1153,14.973262032085561
1154,24.914965986394556
1155,14.0
1156,16.666666666666668
1157,12.5
1158,20.0
1159,7.6923076923076925
1160,10.0
1161,14.98929336188437
1162,10.0
1163,8.333333333333334
1164,24.6875
1165,10.0
1166,14.957264957264957
1167,10.0
1168,16.666666666666668
1169,10.0
1170,15.07537688442211
1171,25.0
1172,11.988011988011989
1173,10.0
1174,10.0
1175,14.285714285714285
1176,6.666666666666667
1177,50.0
1178,7.142857142857142
1179,14.285714285714285
1180,16.666666666666668
1181,10.476190476190476
1182,16.666666666666668
1183,14.988814317673379
1184,16.666666666666668
1185,8.0
1186,14.285714285714285
1187,14.984709480122325
1188,10.0
1189,33.333333333333336
1190,15.068493150684931
1191,14.948453608247423
1192,10.0
1193,11.864406779661017
1194,10.0
1195,25.0
1196,16.666666666666668
1197,10.0
1198,20.0
1199,10.0
1200,14.285714285714285
1201,10.0
1202,25.0
1203,8.333333333333334
1204,10.0
1205,15.047021943573668
1206,10.0
1207,15.07537688442211
1208,16.929133858267715
1209,
1210,10.0
1211,14.989733059548255
1212,14.977973568281937
1213,21.62162162162162
1214,16.666666666666668
1215,10.0
1216,25.0
1217,25.0
1218,25.0
1219,15.023474178403756
1220,
1221,25.0
1222,10.0
1223,21.942446043165468
1224,7.003891050583658
1225,14.98371335504886
1226,10.0
1227,11.11111111111111
1228,16.666666666666668
1229,25.0
1230,10.0
1231,25.0
1232,10.0
1233,20.0
1234,14.285714285714285
1235,5.970149253731344
1236,10.0
1237,25.0
1238,33.333333333333336
1239,10.0
1240,10.0
1241,8.333333333333334
1242,14.9812734082397
1243,20.0
1244,15.068493150684931
1245,25.0
1246,25.0
1247,12.5
1248,14.285714285714285
1249,14.285714285714285
1250,33.333333333333336
1251,14.960629921259843
1252,10.0
1253,25.0
1254,25.0
1255,6.382978723404255
1256,25.0
1257,20.0
1258,
1259,15.053763440860216
1260,12.007168458781361
1261,14.988814317673379
1262,25.0
1263,11.11111111111111
1264,25.0
1265,14.992272024729521
1266,14.942528735632184
1267,15.037593984962406
1268,8.333333333333334
1269,22.105263157894736
1270,25.0
1271,9.245283018867925
1272,24.2152466367713
1273,20.155038759689923
1274,
1275,15.09433962264151
1276,14.285714285714285
1277,20.0
1278,10.0
1279,24.015748031496063
1280,10.0
1281,14.285714285714285
1282,14.285714285714285
1283,22.083333333333332
1284,14.987714987714988
1285,24.0
1286,20.0
1287,20.0
1288,20.0
1289,20.0
1290,13.392857142857142
1291,11.11111111111111
1292,10.0
1293,14.285714285714285
1294,14.136904761904763
1295,10.0
1296,20.0
1297,10.0
1298,21.610169491525422
1299,12.5
1300,15.041782729805014
1301,20.0
1302,15.003750937734432
1303,25.0
1304,20.0
1305,
1306,31.654676258992804
1307,12.5
1308,25.0
1309,8.333333333333334
1310,15.068493150684931
1311,25.0
1312,23.978919631093543
1313,20.0
1314,33.333333333333336
1315,10.0
1316,29.850746268656717
1317,29.787234042553195
1318,10.88888888888889
1319,10.0
1320,16.666666666666668
1321,25.0
1322,25.0
1323,10.0
1324,7.003257328990228
1325,29.86425339366516
1326,19.294117647058822
1327,22.52631578947368
1328,24.766355140186914
1329,30.078125
1330,25.0
1331,30.06993006993007
1332,33.333333333333336
1333,11.11111111111111
1334,20.0
1335,14.978902953586498
1336,10.0
1337,8.333333333333334
1338,14.992272024729521
1339,10.0
1340,11.11111111111111
1341,9.09090909090909
1342,10.0
1343,25.0
1344,12.5
1345,15.021459227467812
1346,10.0
1347,25.0
1348,24.107142857142858
1349,10.0
1350,14.285714285714285
1351,25.0
1352,22.943722943722943
1353,7.6923076923076925
1354,20.0
1355,14.285714285714285
1356,10.0
1357,15.463917525773196
1358,30.0
1359,14.285714285714285
1360,10.0
1361,14.988814317673379
1362,10.0
1363,33.333333333333336
1364,7.6923076923076925
1365,10.0
1366,11.11111111111111
1367,10.0
1368,10.0
1369,9.09090909090909
1370,14.98371335504886
1371,25.0
1372,10.0
1373,14.285714285714285
1374,24.528301886792455
1375,25.0
1376,20.0
1377,14.285714285714285
1378,10.0
1379,10.0
1380,8.333333333333334
1381,12.5
1382,10.0
1383,14.285714285714285
1384,15.010006671114077
1385,8.333333333333334
1386,12.5
1387,12.5
1388,20.0
1389,14.788732394366196
1390,25.0
1391,25.0
1392,14.987714987714988
1393,11.11111111111111
1394,25.0
1395,15.03006012024048
1396,10.0
1397,15.032679738562091
1398,10.0
1399,25.0
1400,20.0
1401,29.97779422649889
1402,12.5
1403,7.6923076923076925
1404,33.333333333333336
1405,20.0
1406,25.0
1407,16.666666666666668
1408,10.0
1409,10.0
1410,33.333333333333336
1411,14.9812734082397
1412,25.0
1413,25.0
1414,20.0
1415,10.0
1416,10.0
1417,
1418,9.09090909090909
1419,25.0
1420,14.987080103359174
1421,14.285714285714285
1422,29.966703662597112
1423,25.0
1424,16.666666666666668
1425,27.17391304347826
1426,10.0
1427,10.0
1428,14.993954050785973
1429,6.666666666666667
1430,15.189873417721518
1431,34.0
1432,5.555555555555555
1433,13.385826771653543
1434,10.0
1435,10.0
1436,20.0
1437,5.555555555555555
1438,25.0
1439,14.285714285714285
1440,7.142857142857142
1441,25.0
1442,20.0
1443,33.333333333333336
1444,10.0
1445,30.031446540880502
1446,14.970059880239521
1447,25.0
1448,8.333333333333334
1449,25.0
1450,15.022091310751104
1451,10.0
1452,10.0
1453,14.285714285714285
1454,25.0
1455,25.0
1456,7.6923076923076925
1457,12.5
1458,25.0
1459,25.0
1460,16.666666666666668
1461,7.6923076923076925
1462,10.0
1463,16.666666666666668
1464,22.07207207207207
1465,6.25
1466,11.853088480801336
1467,10.0
1468,20.0
1469,14.285714285714285
1470,12.5
1471,10.0
1472,25.0
1473,16.666666666666668
1474,
1475,25.0
1476,11.11111111111111
1477,19.91017964071856
1478,12.5
1479,25.0
1480,40.206185567010316
1481,25.0
1482,10.0
1483,25.0
1484,33.333333333333336
1485,25.0
1486,8.005249343832022
1487,15.02276176024279
1488,9.09090909090909
1489,15.018773466833542
1490,16.666666666666668
1491,14.974619289340103
1492,10.0
1493,14.987714987714988
1494,12.5
1495,29.956427015250544
1496,7.142857142857142
1497,33.333333333333336
1498,10.0
1499,10.0
1500,9.907407407407408
1501,25.0
1502,25.0
1503,7.6923076923076925
1504,25.0
1505,13.580246913580247
1506,10.0
1507,20.0
1508,14.285714285714285
1509,33.333333333333336
1510,14.942528735632184
1511,12.5
1512,10.0
1513,14.285714285714285
1514,10.0
1515,5.0
1516,14.285714285714285
1517,16.666666666666668
1518,25.0
1519,14.285714285714285
1520,20.0
1521,25.0
1522,15.09433962264151
1523,16.666666666666668
1524,25.0
1525,14.98371335504886
1526,10.0
1527,10.0
1528,10.0
1529,12.5
1530,20.0
1531,16.666666666666668
1532,20.0
1533,20.0
1534,14.285714285714285
1535,10.0
1536,12.5
1537,14.285714285714285
1538,25.0
1539,12.5
1540,23.052959501557634
1541,10.0
1542,10.0
1543,14.982578397212544
1544,25.0
1545,25.0
1546,10.0
1547,7.6923076923076925
1548,14.285714285714285
1549,9.09090909090909
1550,14.991762767710048
1551,12.5
1552,14.285714285714285
1553,10.0
1554,13.304721030042918
1555,33.333333333333336
1556,10.0
1557,23.052959501557634
1558,10.0
1559,25.0
1560,15.057915057915057
1561,12.5
1562,25.0
1563,11.11111111111111
1564,8.333333333333334
1565,14.285714285714285
1566,9.09090909090909
1567,25.0
1568,14.285714285714285
1569,4.166666666666667
1570,24.015748031496063
1571,16.666666666666668
1572,30.049261083743843
1573,14.978902953586498
1574,20.0
1575,24.25149700598802
1576,23.868312757201647
1577,14.957264957264957
1578,
1579,33.333333333333336
1580,10.0
1581,25.0
1582,20.0
1583,19.090909090909093
1584,10.0
1585,15.03006012024048
1586,30.136986301369863
1587,25.0
1588,25.0
1589,33.333333333333336
1590,29.889298892988933
1591,14.285714285714285
1592,
1593,14.285714285714285
1594,15.010570824524313
1595,20.0
1596,20.0
1597,20.0
1598,10.0
1599,11.11111111111111
1600,10.0
1601,8.333333333333334
1602,10.0
1603,25.0
1604,14.285714285714285
1605,30.026109660574413
1606,12.5
1607,10.0
1608,14.973262032085561
1609,20.0
1610,10.0
1611,25.0
1612,14.285714285714285
1613,6.666666666666667
1614,10.0
1615,
1616,21.9435736677116
1617,10.0
1618,14.285714285714285
1619,10.0
1620,11.960132890365449
1621,20.0
1622,25.0
1623,14.989733059548255
1624,23.463687150837988
1625,14.98371335504886
1626,14.285714285714285
1627,24.766355140186914
1628,9.09090909090909
1629,8.012820512820513
1630,15.07537688442211
1631,20.0
1632,14.948453608247423
1633,10.0
1634,33.333333333333336
1635,25.0
1636,
1637,16.666666666666668
1638,10.0
1639,24.299065420560748
1640,
1641,10.0
1642,25.0
1643,10.0
1644,10.0
1645,11.11111111111111
1646,7.6923076923076925
1647,14.285714285714285
1648,16.666666666666668
1649,33.333333333333336
1650,20.0
1651,25.0
1652,25.0
1653,25.0
1654,12.5
1655,14.979757085020243
1656,16.666666666666668
1657,10.0
1658,15.044247787610619
1659,8.333333333333334
1660,10.0
1661,10.0
1662,33.333333333333336
1663,33.333333333333336
1664,25.0
1665,10.0
1666,20.0
1667,25.0
1668,33.333333333333336
1669,8.333333333333334
1670,15.047021943573668
1671,14.925373134328359
1672,25.0
1673,10.0
1674,10.0
1675,25.0
1676,12.5
1677,12.5
1678,10.0
1679,29.850746268656717
1680,7.6923076923076925
1681,5.664488017429194
1682,8.013937282229966
1683,16.666666666666668
1684,20.0
1685,12.5
1686,14.987714987714988
1687,10.0
1688,25.0
1689,12.5
1690,11.904761904761903
