,number_of_pixels
1984,0.7315
1985,0.49
1986,0.6027
1987,1.296
1988,1.2864
1989,1.296
1990,0.768
1991,1.3095
1992,0.7548
1993,1.10088
1994,0.78076
1995,1.2864
1996,1.47147
1997,0.39767
1998,0.708
1999,0.5856
2000,1.2288
2001,0.34
2002,0.99375
2003,0.71
2004,0.256
2005,1.7756
2006,0.92
2007,1.405
2008,1.25
2009,0.864
2010,0.9248
2011,1.4
2012,0.576
2013,0.74052
2014,0.73712
2015,0.49
2016,0.768
2017,0.6195
2018,0.9912
2019,1.296
2020,1.475
2021,1.41
2022,0.4292
2023,1.2
2024,7.37836
2025,0.73188
2026,1.4
2027,0.932
2028,1.296
2029,2.304
2030,0.392
2031,0.71824
2032,3.072
2033,0.876
2034,0.44345
2035,1.5281
2036,1.068
2037,0.392
2038,0.875
2039,1.11
2040,0.9144
2041,2.7968
2042,0.819
2043,0.60025
2044,1.296
2045,1.8734
2046,0.3675
2047,1.12896
2048,1.25
2049,1.919
2050,2.4535
2051,1.35
2052,0.13041
2053,0.396
2054,1.70316
2055,1.0
2056,0.69296
2057,1.5827
2058,2.2656
2059,2.028
2060,0.35525
2061,0.9696
2062,1.2
2063,1.00048
2064,0.625
2065,1.296
2066,2.304
2067,1.5312
2068,0.9
2069,0.76384
2070,1.295
2071,1.296
2072,1.415
2073,0.504
2074,0.576
2075,1.296
2076,1.285
2077,1.728
2078,9.216
2079,0.8
2080,0.72
2081,0.6528
2082,1.065
2083,1.405
2084,0.7416
2085,2.304
2086,1.4976
2087,1.42
2088,1.728
2089,0.41525
2090,1.296
2091,1.11
2092,1.875
2093,2.07
2094,1.11135
2095,0.8192
2096,0.9912
2097,1.405
2098,1.345
2099,0.52
2100,6.576
2101,1.1798
2102,1.512
2103,1.296
2104,1.5
2105,1.11
2106,1.10224
2107,2.304
2108,2.304
2109,3.0624
2110,1.42
2111,0.3784
2112,2.7968
2113,2.5
2114,2.16
2115,0.99099
2116,1.92726
2117,1.512
2118,1.405
2119,2.304
2120,0.76383
2121,1.6416
2122,1.27687
2123,3.888
2124,1.325
2125,1.866
2126,5.29984
2127,5.0688
2128,0.7524
2129,0.667
2130,7.32
2131,1.728
2132,1.28
2133,1.5
2134,0.609
2135,0.97664
2136,0.228
2137,1.3104
2138,1.521
2139,0.6804
2140,0.7992
2141,1.296
2142,1.3944
2143,1.647
2144,1.242
2145,1.41
2146,1.2624
2147,0.35
2148,2.304
2149,0.5792
2150,1.764
2151,1.1616
2152,2.028
2153,0.9
2154,0.972
2155,0.896
2156,1.93125
2157,0.3381
2158,1.15
2159,0.876
2160,0.79125
2161,1.248
2162,2.304
2163,2.47008
2164,0.8225
2165,1.265
2166,1.355
2167,1.0
2168,0.576
2169,0.078
2170,0.768
2171,1.6038
2172,1.41
2173,1.7472
2174,0.49344
2175,0.9828
2176,1.4675
2177,2.9088
2178,1.12056
2179,0.49344
2180,0.96
2181,5.184
2182,1.7028
2183,0.784
2184,0.892
2185,0.712
2186,1.296
2187,1.2912
2188,0.507
2189,0.9504
2190,0.712
2191,0.90738
2192,1.45728
2193,1.375
2194,0.48705
2195,2.028
2196,1.296
2197,1.2
2198,1.4448
2199,2.304
2200,1.728
2201,0.7272
2202,0.89505
2203,1.521
2204,1.25
2205,2.916
2206,1.055
2207,1.11
2208,1.098
2209,6.48
2210,1.20912
2211,1.97136
2212,2.304
2213,0.5472
2214,1.45
2215,0.345
2216,2.68799
2217,1.2096
2218,0.5
2219,0.13041
2220,1.025
2221,0.272
2222,0.7884
2223,0.9216
2224,1.2336
2225,1.728
2226,2.9088
2227,0.83834
2228,1.11
2229,0.96
2230,0.98
2231,1.44
2232,0.77924
2233,1.41
2234,2.392
2235,0.81648
2236,1.35
2237,0.675
2238,1.296
2239,2.175
2240,0.52
2241,1.10592
2242,1.405
2243,2.2464
2244,1.296
2245,2.5
2246,1.25
2247,0.6958
2248,0.535
2249,3.31776
2250,1.405
2251,1.405
2252,2.5
2253,1.3008
2254,1.12288
2255,0.144
2256,0.686
2257,0.6272
2258,3.464
2259,0.3
2260,1.296
2261,0.324
2262,1.385
2263,0.374
2264,1.875
2265,1.2864
2266,0.448
2267,1.866
2268,2.5205
2269,4.32
2270,1.2912
2271,1.41
2272,1.5456
2273,3.888
2274,1.105
2275,1.29368
2276,1.22
2277,1.405
2278,0.8344
2279,0.7656
2280,1.35
2281,0.666
2282,0.77056
2283,1.6416
2284,2.1888
2285,1.155
2286,0.39767
2287,0.6895
2288,1.7664
2289,0.84
2290,0.9
2291,1.2096
2292,0.896
2293,1.2192
2294,0.75602
2295,1.1
2296,1.296
2297,0.534
2298,1.296
2299,9.216
2300,1.37
2301,1.65
2302,4.07092
2303,1.0525
2304,0.91164
2305,0.441
2306,1.9332
2307,1.4471
2308,1.405
2309,1.2116
2310,1.405
2311,1.1475
2312,3.165
2313,1.08927
2314,3.4775
2315,1.27148
2316,1.08
2317,2.526
2318,1.065
2319,0.5915
2320,1.07
2321,1.7024
2322,0.768
2323,0.2664
2324,0.94864
2325,1.45065
2326,1.7376
2327,0.535
2328,0.625
2329,0.744
2330,1.20912
2331,1.705
2332,1.065
2333,1.11
2334,0.9695
2335,1.405
2336,0.9075
2337,1.62
2338,1.2
2339,1.035
2340,1.405
2341,0.9568
2342,1.275
2343,1.0224
2344,1.41
2345,1.272
2346,0.9568
2347,0.7245
2348,1.8432
2349,2.304
2350,0.9568
2351,0.77672
2352,2.2464
2353,0.96
2354,1.155
2355,0.576
2356,1.405
2357,2.7864
2358,1.345
2359,0.80192
2360,0.65675
2361,0.71824
2362,1.6416
2363,0.4292
2364,0.9
2365,2.90072
2366,1.14
2367,0.29412
2368,0.88479
2369,2.028
2370,1.2384
2371,0.664
2372,1.03584
2373,0.513
2374,0.96
2375,0.67308
2376,1.265
2377,1.52
2378,1.5456
2379,1.083
2380,0.232
2381,1.296
2382,0.896
2383,2.43588
2384,1.20843
2385,0.4545
2386,0.7272
2387,0.49
2388,2.2528
2389,0.9205
2390,2.272
2391,0.625
2392,2.272
2393,1.8576
2394,2.304
2395,1.11
2396,1.11
2397,0.96
2398,1.296
2399,0.768
2400,1.5847
2401,0.7488
2402,0.402
2403,0.603
2404,0.54
2405,1.21818
2406,2.022
2407,0.4557
2408,1.68
2409,1.2384
2410,1.296
2411,0.94864
2412,0.35
2413,1.295
2414,0.6816
2415,0.714
2416,1.3735
2417,0.4704
2418,0.768
2419,1.26
2420,0.39767
2421,0.82944
2422,1.2064
2423,1.3944
2424,1.25994
2425,1.27148
2426,0.8132
2427,0.65649
2428,1.08
2429,1.0
2430,0.60025
2431,1.3104
2432,1.2
2433,1.1
2434,1.63917
2435,1.296
2436,0.7252
2437,2.42952
2438,1.445
2439,0.535
2440,1.6284
2441,0.756
2442,1.74699
2443,0.45024
2444,1.7672
2445,0.39767
2446,1.405
2447,1.296
2448,1.0397
2449,1.325
2450,0.824
2451,4.8
2452,1.405
2453,2.022
2454,0.218
2455,1.12197
2456,1.64025
2457,1.405
2458,0.675
2459,3.89376
2460,0.5368
2461,0.4884
2462,1.2816
2463,1.41
2464,3.045
2465,1.475
2466,1.85754
2467,1.085
2468,1.9
2469,0.69825
2470,1.296
2471,1.7
2472,0.4067
2473,0.58101
2474,1.296
2475,1.308
2476,2.601
2477,1.296
2478,1.405
2479,1.3
2480,1.72
2481,1.38444
2482,1.296
2483,2.59316
2484,1.296
2485,1.518
2486,0.768
2487,1.272
2488,1.495
2489,1.0209
2490,1.00596
2491,1.296
2492,1.296
2493,1.43213
2494,1.875
2495,1.296
2496,0.591
2497,1.325
2498,3.39066
2499,1.33464
2500,1.24002
2501,0.71232
2502,0.495
2503,1.065
2504,1.6452
2505,1.0
2506,1.442
2507,0.9555
2508,0.52185
2509,0.8798
2510,1.44
2511,2.63144
2512,0.368
2513,0.54145
2514,3.97488
2515,0.43326
2516,0.60025
2517,1.17
2518,0.534
2519,1.0176
2520,1.2816
2521,1.728
2522,1.405
2523,6.28992
2524,1.296
2525,0.904
2526,1.015
2527,1.05375
2528,0.42875
2529,1.395
2530,9.2032
2531,0.3
2532,1.17808
2533,1.6077
2534,1.5
2535,0.396
2536,1.4352
2537,0.864
2538,1.1385
2539,0.9312
2540,0.5764
2541,0.81648
2542,1.296
2543,2.028
2544,3.0226
2545,2.304
2546,0.924
2547,0.92475
2548,0.918
2549,1.599
2550,0.688
2551,0.45325
2552,1.296
2553,0.58782
2554,1.6416
2555,0.9648
2556,2.304
2557,0.892
2558,1.405
2559,1.05
2560,0.6528
2561,1.42378
2562,6.762
2563,1.785
2564,1.9035
2565,0.7308
2566,0.87584
2567,1.296
2568,1.296
2569,1.2768
2570,0.6336
2571,0.89505
2572,0.7648
2573,1.152
2574,0.8398
2575,0.554
2576,0.86632
2577,0.9984
2578,1.62
2579,1.25
2580,0.8126
2581,0.4
2582,0.576
2583,0.396
2584,1.68
2585,2.028
2586,1.04
2587,1.296
2588,1.7568
2589,0.46854
2590,1.14432
2591,1.296
2592,2.751
2593,1.73
2594,1.25
2595,2.304
2596,0.52185
2597,1.296
2598,0.62001
2599,1.2168
2600,1.6416
2601,1.1798
2602,0.6895
2603,1.05078
2604,0.6
2605,1.68
2606,1.275
2607,0.4165
2608,4.37248
2609,0.5478
2610,1.745
2611,1.7568
2612,2.304
2613,1.51
2614,1.89
2615,0.768
2616,1.25
2617,0.40425
2618,1.152
2619,1.2864
2620,1.0128
2621,0.9
2622,1.405
2623,0.45815
2624,0.4966
2625,0.486
2626,0.8325
2627,1.296
2628,0.768
2629,0.5125
2630,20.6592
2631,0.96
2632,0.9792
2633,0.441
2634,0.924
2635,1.0872
2636,2.209
2637,1.085
2638,0.688
2639,1.296
2640,1.296
2641,1.51872
2642,1.5552
2643,0.3
2644,1.2384
2645,0.53111
2646,1.405
2647,0.56925
2648,1.19496
2649,2.2272
2650,1.96
2651,1.0001
2652,0.7272
2653,1.3944
2654,1.89
2655,1.225
2656,1.2
2657,1.272
2658,0.6804
2659,1.92532
2660,1.405
2661,0.6441
2662,1.6
2663,2.7
2664,2.9088
2665,1.1868
2666,1.296
2667,0.3525
2668,1.065
2669,1.68
2670,0.5376
2671,1.62812
2672,0.9696
2673,0.48705
2674,0.855
2675,1.8432
2676,1.7664
2677,0.448
2678,0.3102
2679,0.42875
2680,1.34
2681,0.97902
2682,2.028
2683,1.28064
2684,1.205
2685,0.9168
2686,1.0
2687,0.768
2688,1.0304
2689,1.36
2690,0.768
2691,0.672
2692,3.6
2693,1.2432
2694,1.08
2695,2.379
2696,1.405
2697,0.49
2698,1.1132
2699,0.9
2700,1.296
2701,1.296
2702,1.3632
2703,1.22801
2704,0.896
2705,0.896
2706,1.296
2707,1.405
2708,1.35728
2709,1.296
2710,2.1568
2711,6.138
2712,1.296
2713,0.3234
2714,1.7712
2715,1.515
2716,0.404
2717,1.296
2718,1.7568
2719,0.71505
2720,0.82775
2721,0.226
2722,0.603
2723,1.296
2724,0.972
2725,1.5408
2726,2.028
2727,3.03968
2728,1.825
2729,1.296
2730,1.54
2731,1.11
2732,0.504
2733,1.296
2734,1.296
2735,0.44835
2736,1.272
2737,1.1104
2738,0.44655
2739,1.296
2740,2.304
2741,0.51
2742,2.844
2743,1.296
2744,1.095
2745,1.73712
2746,0.9248
2747,1.87
2748,
2749,1.2288
2750,0.4
2751,0.53655
2752,1.3944
2753,1.185
2754,9.216
2755,14.1264
2756,1.0
2757,1.86252
2758,1.584
2759,0.6237
2760,3.888
2761,0.3796
2762,0.35
2763,1.1075
2764,0.92538
2765,1.056
2766,1.0025
2767,1.5
2768,1.1385
2769,1.41
2770,3.072
2771,1.748
2772,1.083
2773,0.67344
2774,0.932
2775,1.1936
2776,1.03
2777,1.21
2778,0.924
2779,1.0
2780,1.728
2781,0.30975
2782,0.9
2783,1.0788
2784,1.4
2785,1.405
2786,0.53196
2787,1.224
2788,1.26084
2789,2.304
2790,1.296
2791,1.3317
2792,1.135
2793,1.296
2794,0.55632
2795,1.2672
2796,0.4
2797,1.2912
2798,1.0
2799,0.4165
2800,1.13148
2801,0.675
2802,0.7728
2803,0.7638
2804,0.33565
2805,1.00497
2806,0.50625
2807,3.6
2808,1.134
2809,0.35
2810,1.405
2811,0.688
2812,1.1385
2813,1.5184
2814,0.45276
2815,0.5
2816,1.644
2817,1.215
2818,0.8
2819,1.71072
2820,1.143
2821,0.52155
2822,2.016
2823,1.395
2824,1.33764
2825,1.024
2826,0.88
2827,2.086
2828,0.87904
2829,1.695
2830,1.2675
2831,1.125
2832,0.9456
2833,1.12
2834,0.9248
2835,1.12
2836,1.20512
2837,0.90738
2838,1.4112
2839,1.59744
2840,0.891
2841,1.2768
2842,0.8399
2843,1.488
2844,1.088
2845,1.2864
2846,0.52185
2847,1.71
2848,1.38942
2849,0.534
2850,0.495
2851,1.296
2852,0.75
2853,1.40725
2854,1.296
2855,0.96
2856,0.693
2857,2.48004
2858,0.57702
2859,2.758
2860,0.8
2861,0.49
2862,0.274
2863,0.67732
2864,0.9
2865,0.294
2866,2.9088
2867,1.5
2868,1.296
2869,1.20204
2870,1.42272
2871,0.6125
2872,1.00798
2873,1.07
2874,1.296
2875,1.345
2876,0.9888
2877,0.3675
2878,1.296
2879,0.8798
2880,0.60025
2881,1.0
2882,1.335
2883,0.65207
2884,0.312
2885,1.0248
2886,1.296
2887,1.077
2888,0.768
2889,1.8624
2890,1.035
2891,1.405
2892,2.304
2893,1.134
2894,1.2672
2895,2.24224
2896,1.296
2897,0.9361
2898,0.715
2899,1.2912
2900,1.41
2901,0.4851
2902,1.22
2903,1.815
2904,0.9424
2905,0.892
2906,0.4862
2907,0.13041
2908,1.212
2909,1.728
2910,2.99936
2911,4.8
2912,1.82329
2913,1.875
2914,0.13041
2915,1.728
2916,1.1475
2917,1.405
2918,1.0707
2919,0.896
2920,2.538
2921,1.209
2922,0.78692
2923,0.504
2924,2.4
2925,1.035
2926,1.6704
2927,0.7272
2928,9.3312
2929,0.836
2930,1.405
2931,1.0406
2932,2.24764
2933,1.296
2934,0.9936
2935,0.916
2936,0.507
2937,1.248
2938,1.28
2939,0.96205
2940,1.296
2941,1.43
2942,2.97024
2943,1.296
2944,0.432
2945,0.392
2946,1.296
2947,1.296
2948,2.1973
2949,1.09728
2950,1.7388
2951,0.3087
2952,2.5024
2953,1.3446
2954,0.53165
2955,1.32
2956,1.152
2957,3.772
2958,0.534
2959,1.5
2960,0.6895
2961,1.7184
2962,1.25
2963,0.4
2964,0.60025
2965,3.616
2966,2.9088
2967,0.972
2968,5.29984
2969,1.3104
2970,0.68
2971,2.26576
2972,1.28104
2973,0.904
2974,0.534
2975,0.52864
2976,0.73788
2977,1.23326
2978,6.69016
2979,0.6365
2980,0.534
2981,0.46656
2982,0.546
2983,0.498
2984,0.768
2985,0.49704
2986,1.0797
2987,1.6272
2988,1.728
2989,1.296
2990,1.4535
2991,1.055
2992,1.41
2993,2.758
2994,1.45288
2995,1.296
2996,0.6747
2997,1.25
2998,1.50064
2999,4.2543
3000,1.735
3001,0.9
3002,0.768
3003,1.296
3004,1.4476
3005,1.0444
3006,1.323
3007,1.19
3008,0.9984
3009,1.09416
3010,1.495
3011,0.768
3012,0.84
3013,0.564
3014,1.936
3015,0.5632
3016,1.08
3017,1.2384
3018,2.125
3019,1.3524
3020,1.296
3021,0.2
3022,0.9168
3023,1.152
3024,0.44472
3025,1.404
3026,0.42848
3027,2.304
3028,1.405
3029,1.5024
3030,1.296
3031,1.096
3032,2.19646
3033,0.53946
3034,1.1552
3035,2.2992
3036,0.5478
3037,0.72474
3038,3.02736
3039,1.17
3040,0.13041
3041,2.784
3042,0.972
3043,0.5481
3044,0.6357
3045,0.688
3046,0.75
3047,1.4
3048,1.0248
3049,1.728
3050,0.3312
3051,22.14144
3052,0.35
3053,0.688
3054,1.296
3055,2.1888
3056,0.45815
3057,0.918
3058,1.2
3059,0.7056
3060,0.87912
3061,0.804
3062,0.39
3063,0.768
3064,2.086
3065,0.3
3066,1.055
3067,1.0032
3068,0.9
3069,3.9168
3070,0.888
3071,1.296
3072,0.576
3073,1.012
3074,1.296
3075,1.5552
3076,1.10224
3077,0.768
3078,2.9088
3079,0.936
3080,0.6848
3081,1.25
3082,0.67914
3083,0.768
3084,0.396
3085,1.375
3086,2.97024
3087,0.9504
3088,2.304
3089,0.465
3090,2.01
3091,1.4
3092,0.625
3093,0.988
3094,1.33732
3095,0.3416
3096,0.9792
3097,1.21706
3098,1.405
3099,0.708
3100,0.49
3101,1.16766
3102,1.04
3103,3.18498
3104,1.48952
3105,1.71
3106,1.728
3107,1.345
3108,0.4551
3109,1.1385
3110,0.60025
3111,1.296
3112,0.868
3113,1.6896
3114,1.35
3115,0.69825
3116,2.751
3117,0.54145
3118,0.57645
3119,0.9248
3120,0.76
3121,1.15
3122,2.5215
3123,0.9
3124,0.7272
3125,0.77556
3126,1.405
3127,1.3152
3128,0.8704
3129,0.96
3130,0.4165
3131,0.5632
3132,0.75446
3133,0.72474
3134,2.2032
3135,0.507
3136,0.768
3137,0.4675
3138,1.2312
3139,1.296
3140,1.36
3141,0.69825
3142,0.916
3143,0.39432
3144,0.824
3145,1.728
3146,1.05
3147,1.7584
3148,2.29788
3149,2.72
3150,0.67574
3151,0.9792
3152,0.5368
3153,1.5
3154,0.3675
3155,0.2
3156,3.1104
3157,2.086
3158,1.405
3159,3.0912
3160,1.1385
3161,1.0248
3162,1.728
3163,0.94
3164,1.6
3165,0.712
3166,0.7995
3167,1.215
3168,0.768
3169,1.17649
3170,2.19456
3171,0.768
3172,0.5047
3173,0.936
3174,0.64925
3175,0.90818
3176,1.225
3177,1.27746
3178,1.225
3179,1.415
3180,1.7904
3181,1.6416
3182,2.304
3183,1.38444
3184,0.72316
3185,1.1914
3186,1.752
3187,0.896
3188,0.49
3189,0.666
3190,1.296
3191,3.072
3192,1.377
3193,0.49
3194,0.768
3195,0.39767
3196,2.7
3197,1.0
3198,2.028
3199,1.2144
3200,0.9
3201,0.52864
3202,1.38216
3203,1.28104
3204,1.12871
3205,0.86853
3206,0.71448
3207,0.5103
3208,2.9088
3209,1.3008
3210,2.9088
3211,1.77276
3212,2.02044
3213,2.304
3214,0.71
3215,1.6
3216,0.576
3217,0.60025
3218,1.296
3219,1.04
3220,1.2912
3221,0.9
3222,1.41
3223,0.78914
3224,0.35525
3225,1.296
3226,1.296
3227,1.296
3228,1.024
3229,2.304
3230,0.65912
3231,1.296
3232,1.34
3233,1.2972
3234,0.588
3235,0.9504
3236,0.60025
3237,0.9648
3238,0.576
3239,1.185
3240,0.736
3241,1.88708
3242,1.29376
3243,0.3904
3244,0.768
3245,1.97136
3246,1.053
3247,2.11356
3248,0.226
3249,0.43255
3250,0.851
3251,0.57113
3252,0.4368
3253,0.66
3254,1.1798
3255,1.6992
3256,1.296
3257,0.3725
3258,1.09185
3259,1.635
3260,0.8127
3261,1.5792
3262,0.7548
3263,0.72474
3264,2.00655
3265,3.072
3266,1.368
3267,1.405
3268,0.47
3269,4.0944
3270,11.4363
3271,1.296
3272,0.9
3273,0.9695
3274,1.3008
3275,4.128
3276,1.2
3277,1.4016
3278,1.0648
3279,1.296
3280,0.8325
3281,0.7245
3282,1.296
3283,0.6322
3284,0.256
3285,2.59308
3286,2.916
3287,0.744
3288,1.3412
3289,1.296
3290,2.9088
3291,1.33764
3292,0.7995
3293,1.7184
3294,0.268
3295,1.296
3296,0.74772
3297,0.49
3298,1.405
3299,6.408
3300,3.6
3301,0.925
3302,1.296
3303,1.5552
3304,1.55832
3305,1.296
3306,1.34
3307,0.625
3308,1.77644
3309,1.944
3310,1.2672
3311,0.71288
3312,0.69825
3313,0.35525
3314,0.82944
3315,1.218
3316,1.04
3317,2.20632
3318,2.004
3319,0.334
3320,0.13041
3321,2.19646
3322,1.296
3323,1.296
3324,0.44655
3325,1.46657
3326,0.972
3327,0.88631
3328,2.97024
3329,
3330,1.2384
3331,2.90464
3332,0.352
3333,2.116
3334,1.296
3335,1.6786
3336,1.25
3337,1.25
3338,1.25
3339,0.9792
3340,1.4
3341,0.9
3342,1.0272
3343,3.872
3344,0.768
3345,1.296
3346,0.4498
3347,0.9
3348,0.43326
3349,1.405
3350,0.4067
3351,2.38
3352,0.9
3353,1.2432
3354,0.904
3355,0.294
3356,1.196
3357,1.95822
3358,0.576
3359,0.768
3360,1.33056
3361,1.296
3362,1.675
3363,1.065
3364,1.235
3365,0.7665
3366,2.0
3367,1.0
3368,1.296
3369,0.79794
3370,0.5954
3371,0.4165
3372,1.38047
3373,1.296
3374,1.1811
3375,1.82528
3376,1.82528
3377,0.47628
3378,1.405
3379,2.7
3380,0.768
3381,0.531
3382,2.97024
3383,1.885
3384,1.275
3385,0.9
3386,0.6816
3387,0.222
3388,1.0
3389,1.045
3390,1.935
3391,0.8925
3392,0.9
3393,0.79806
3394,0.46944
3395,0.484
3396,0.90306
3397,2.9475
3398,0.13041
3399,1.405
3400,0.3
3401,1.405
3402,1.14745
3403,0.38016
3404,0.42875
3405,5.2128
3406,1.03
3407,1.5744
3408,1.2348
3409,2.304
3410,0.576
3411,20.736
3412,1.12392
3413,0.9792
3414,0.892
3415,0.7236
3416,9.216
3417,1.3
3418,0.81744
3419,2.5
3420,1.25136
3421,1.143
3422,1.405
3423,1.665
3424,1.296
3425,2.16576
3426,0.522
3427,2.19648
3428,1.296
3429,2.9088
3430,1.3317
3431,0.6804
3432,0.956
3433,0.57
3434,1.5847
3435,0.588
3436,0.2
3437,1.1
3438,1.18
3439,0.57024
3440,1.42
3441,1.0375
3442,1.03
3443,1.47065
3444,0.35525
3445,1.296
3446,0.97
3447,1.344
3448,1.3248
3449,0.95046
3450,1.11
3451,20.6592
3452,20.6592
3453,2.808
3454,6.402
3455,1.296
3456,1.3916
3457,0.896
3458,0.768
3459,1.728
3460,0.384
3461,0.4925
3462,1.5
3463,0.603
3464,1.405
3465,1.40725
3466,9.216
3467,0.69451
3468,1.2
3469,1.875
3470,1.01
3471,1.705
3472,1.46584
3473,1.035
3474,0.824
3475,1.0
3476,1.39216
3477,0.392
3478,2.3943
3479,0.768
3480,1.12
3481,1.4
3482,1.296
3483,1.5652
3484,1.6992
3485,0.224
3486,0.2
3487,0.47
3488,1.0
3489,1.476
3490,0.3
3491,1.196
3492,0.539
3493,2.016
3494,1.168
3495,2.88
3496,0.904
3497,2.304
3498,0.576
3499,1.37334
3500,1.077
3501,1.145
3502,1.368
3503,1.112
3504,0.7755
3505,1.296
3506,0.548
3507,0.4
3508,1.296
3509,0.65207
3510,0.5368
3511,2.5
3512,1.2816
3513,0.65207
3514,0.69825
3515,0.5536
3516,0.675
3517,1.296
3518,0.256
3519,1.204
3520,0.64925
3521,1.26002
3522,2.3864
3523,1.04
3524,0.432
3525,1.025
3526,0.4
3527,1.11
3528,0.768
3529,1.1
3530,2.028
3531,1.145
3532,3.3792
3533,0.6048
3534,1.39
3535,1.0
3536,1.41
3537,0.45
3538,1.39
3539,0.686
3540,1.095
3541,0.625
3542,1.728
3543,0.9
3544,0.9248
3545,0.9
3546,1.5847
3547,0.6615
3548,1.096
3549,0.88308
3550,0.74592
3551,0.768
3552,1.05
3553,0.4
3554,0.688
3555,1.41
3556,0.67308
3557,0.13041
3558,1.296
3559,0.625
3560,1.20912
3561,0.55752
3562,1.7568
3563,1.296
3564,1.355
3565,0.675
3566,2.9088
3567,1.7982
3568,0.5472
3569,1.265
3570,1.23008
3571,0.224
3572,1.728
3573,1.296
3574,0.852
3575,0.65912
3576,6.08212
3577,0.598
3578,1.32
3579,1.405
3580,0.74045
3581,1.1868
3582,0.53
3583,1.0962
3584,0.576
3585,1.1424
3586,0.9248
3587,0.6895
3588,1.098
3589,1.296
3590,1.296
3591,0.82944
3592,0.49704
3593,0.1695
3594,1.728
3595,0.9
3596,1.4
3597,1.50722
3598,1.4
3599,0.212
3600,3.072
3601,1.285
3602,1.2864
3603,0.768
3604,1.46688
3605,1.27968
3606,7.72499
3607,0.9
3608,1.728
3609,5.184
3610,2.196
3611,0.7839
3612,0.79125
3613,0.84085
3614,0.768
3615,0.4
3616,0.712
3617,1.345
3618,0.768
3619,0.67308
3620,0.8352
3621,1.1925
3622,1.025
3623,0.308
3624,1.7024
3625,1.4304
3626,0.475
3627,1.21828
3628,1.09461
3629,4.0704
3630,0.4192
3631,0.9
3632,2.9088
3633,1.1178
3634,0.676
3635,0.84216
3636,1.365
3637,1.1115
3638,1.599
3639,0.55426
3640,1.218
3641,0.9552
3642,0.3
3643,1.405
3644,1.145
3645,0.501
3646,1.57
3647,2.028
3648,0.43845
3649,0.42875
3650,1.16
3651,1.12
3652,0.6375
3653,0.675
3654,2.1
3655,1.18
3656,1.025
3657,0.39248
3658,2.06973
3659,0.86618
3660,1.8734
3661,1.296
3662,1.728
3663,1.36
3664,1.748
3665,1.375
3666,0.588
3667,1.14042
3668,0.72361
3669,2.022
3670,0.5472
3671,0.576
3672,1.0665
3673,1.296
3674,1.62
3675,1.134
3676,9.216
3677,1.296
3678,2.028
3679,1.1427
3680,0.72772
3681,0.768
3682,1.11
3683,0.972
3684,9.216
3685,0.38924
3686,1.5936
3687,0.784
3688,0.525
3689,1.296
3690,0.39767
3691,1.728
3692,0.7665
3693,0.742
3694,1.10592
3695,0.652
3696,0.625
3697,1.405
3698,1.035
3699,1.055
3700,0.67335
3701,1.192
3702,1.296
3703,1.5
3704,0.475
3705,0.77556
3706,1.4016
3707,1.0704
3708,0.82944
3709,2.304
3710,1.405
3711,0.99372
3712,2.2944
3713,1.2432
3714,0.96657
3715,2.916
3716,0.64386
3717,0.71958
3718,0.77539
3719,1.29368
3720,1.10592
3721,1.196
3722,1.728
3723,0.894
3724,0.768
3725,0.13041
3726,1.44
3727,2.99904
3728,1.8048
3729,0.625
3730,0.60025
3731,2.52
3732,1.2912
3733,1.405
3734,0.5456
3735,0.6357
3736,1.17
3737,0.6832
3738,1.8354
3739,1.296
3740,0.375
3741,0.392
3742,3.48384
3743,0.904
3744,0.192
3745,0.5243
3746,0.588
3747,1.296
3748,1.41
3749,0.4
3750,0.47
3751,0.85408
3752,2.9088
3753,1.2
3754,1.5888
3755,0.768
3756,1.1546
3757,0.9
3758,0.298
3759,1.728
3760,1.0397
3761,0.5148
3762,0.625
3763,1.3248
3764,0.42547
3765,1.968
3766,1.41
3767,1.296
3768,2.46016
3769,1.41
3770,0.984
3771,0.5635
3772,1.728
3773,0.60025
3774,0.525
3775,1.296
3776,1.296
3777,0.7308
3778,2.9088
3779,0.42875
3780,0.768
3781,1.875
3782,4.30592
3783,2.90072
3784,0.84
3785,1.02
3786,1.728
3787,1.0764
3788,1.296
3789,0.44044
3790,0.87465
3791,2.5
3792,0.79424
3793,4.7371
3794,0.9
3795,6.12
3796,0.13041
3797,3.165
3798,1.728
3799,
3800,0.625
3801,1.296
3802,0.96
3803,0.88179
3804,1.3104
3805,1.089
3806,0.475
3807,1.26
3808,0.54
3809,1.0496
3810,0.6725
3811,0.768
3812,1.296
3813,1.33764
3814,1.296
3815,0.4067
3816,1.035
3817,1.644
3818,1.39
3819,1.518
3820,1.296
3821,0.912
3822,3.55216
3823,1.728
3824,1.685
3825,0.3904
3826,1.30476
3827,0.7154
3828,3.20875
3829,0.9
3830,1.248
3831,2.97312
3832,2.9088
3833,1.7388
3834,0.465
3835,2.90072
3836,0.4525
3837,0.768
3838,1.405
3839,1.134
3840,0.625
3841,1.0
3842,1.296
3843,0.6025
3844,0.4704
3845,1.51872
3846,1.40219
3847,0.9936
3848,1.065
3849,0.336
3850,1.365
3851,1.5548
3852,0.9248
3853,1.705
3854,1.44
3855,1.296
3856,1.24002
3857,1.0
3858,0.6357
3859,1.39
3860,0.41184
3861,1.405
3862,0.52864
3863,2.4552
3864,6.5952
3865,1.296
