,number_of_pixels
3866,1.207
3867,0.768
3868,2.98496
3869,1.296
3870,0.58101
3871,1.0368
3872,1.405
3873,6.48
3874,1.3008
3875,0.44655
3876,1.088
3877,1.077
3878,0.90738
3879,0.5664
3880,4.0812
3881,0.13041
3882,0.4165
3883,1.87974
3884,0.576
3885,0.85598
3886,0.64436
3887,1.666
3888,1.2672
3889,3.185
3890,1.27488
3891,0.90738
3892,0.4836
3893,1.035
3894,1.296
3895,0.6615
3896,0.9555
3897,1.71072
3898,0.76384
3899,0.588
3900,0.404
3901,0.6848
3902,1.0704
3903,0.501
3904,
3905,1.296
3906,2.50328
3907,0.441
3908,1.1264
3909,2.50328
3910,1.07
3911,0.13041
3912,2.6772
3913,1.2528
3914,0.756
3915,1.3995
3916,0.96
3917,1.296
3918,1.405
3919,2.028
3920,0.1695
3921,1.05
3922,0.9504
3923,1.26825
3924,2.028
3925,1.42623
3926,1.265
3927,1.296
3928,0.6976
3929,1.3524
3930,1.04
3931,1.04
3932,1.3296
3933,1.6416
3934,1.296
3935,0.3
3936,2.4616
3937,0.7272
3938,1.296
3939,5.184
3940,1.2395
3941,1.14
3942,0.9504
3943,1.248
3944,1.92
3945,1.1385
3946,1.296
3947,0.334
3948,0.68864
3949,1.344
3950,0.768
3951,1.44
3952,0.8184
3953,0.31659
3954,1.2912
3955,0.4625
3956,0.6
3957,0.8145
3958,1.32468
3959,1.1396
3960,3.072
3961,0.904
3962,3.264
3963,0.13041
3964,1.445
3965,1.085
3966,0.3773
3967,1.2
3968,0.639
3969,0.4352
3970,1.248
3971,0.7061
3972,0.45325
3973,1.26
3974,1.38325
3975,0.8771
3976,0.9
3977,1.728
3978,1.296
3979,5.29074
3980,1.445
3981,1.135
3982,0.216
3983,1.38384
3984,1.27
3985,0.7239
3986,0.496
3987,1.36125
3988,0.49
3989,0.645
3990,1.33764
3991,1.296
3992,2.25348
3993,2.028
3994,0.675
3995,1.375
3996,1.296
3997,0.5632
3998,1.866
3999,1.62
4000,0.88531
4001,0.6895
4002,1.525
4003,0.3234
4004,0.9
4005,2.68496
4006,0.59475
4007,0.6895
4008,1.25
4009,0.529
4010,11.952
4011,1.518
4012,5.19168
4013,1.10592
4014,1.728
4015,0.35
4016,0.378
4017,0.69825
4018,1.2
4019,0.6132
4020,1.63
4021,1.1
4022,2.028
4023,1.2864
4024,0.74002
4025,1.41564
4026,1.985
4027,1.11
4028,1.285
4029,1.065
4030,0.576
4031,1.145
4032,1.47456
4033,1.25
4034,0.384
4035,1.405
4036,1.17
4037,0.768
4038,1.59
4039,2.48418
4040,4.06504
4041,1.7208
4042,1.875
4043,1.03
4044,1.25
4045,0.7733
4046,
4047,0.5568
4048,0.91136
4049,1.41
4050,0.824
4051,0.3675
4052,1.27
4053,1.035
4054,3.592
4055,0.6895
4056,1.536
4057,
4058,1.3104
4059,0.5635
4060,1.365
4061,1.13
4062,0.812
4063,1.128
4064,1.065
4065,0.078
4066,0.597
4067,0.573
4068,2.3925
4069,1.296
4070,0.768
4071,1.38105
4072,0.343
4073,1.7152
4074,0.9408
4075,2.1638
4076,0.675
4077,0.768
4078,0.66456
4079,0.73304
4080,0.6372
4081,0.52324
4082,1.66632
4083,1.59
4084,2.9232
4085,3.0
4086,4.096
4087,5.1552
4088,1.205
4089,0.896
4090,2.9232
4091,0.768
4092,0.99775
4093,0.96585
4094,3.3792
4095,1.12871
4096,1.143
4097,1.035
4098,1.3395
4099,1.518
4100,0.465
4101,0.3456
4102,0.343
4103,1.296
4104,0.6895
4105,0.972
4106,1.13344
4107,1.41
4108,
4109,1.296
4110,0.6125
4111,2.304
4112,0.5292
4113,0.86546
4114,0.52432
4115,2.20056
4116,2.2336
4117,1.587
4118,1.35
4119,1.1125
4120,1.7184
4121,1.345
4122,1.2
4123,0.507
4124,1.55
4125,1.14648
4126,1.421
4127,1.275
4128,1.0
4129,0.324
4130,0.688
4131,1.488
4132,2.9088
4133,0.6816
4134,0.72518
4135,1.2
4136,0.625
4137,2.304
4138,0.972
4139,1.035
4140,0.3808
4141,0.667
4142,0.41952
4143,1.866
4144,1.5847
4145,0.564
4146,1.535
4147,0.87465
4148,0.564
4149,0.896
4150,0.528
4151,9.216
4152,0.13041
4153,0.8126
4154,1.065
4155,9.216
4156,9.216
4157,1.1175
4158,1.296
4159,0.724
4160,0.6264
4161,0.4165
4162,1.18
4163,1.5456
4164,1.32
4165,0.8946
4166,1.265
4167,1.405
4168,1.296
4169,1.1655
4170,0.6784
4171,0.64
4172,0.6372
4173,1.82
4174,0.9638
4175,1.5847
4176,5.184
4177,1.296
4178,1.375
4179,0.7308
4180,0.66392
4181,0.963
4182,0.81955
4183,1.405
4184,0.585
4185,1.35456
4186,1.25
4187,0.392
4188,0.56375
4189,0.8019
4190,1.107
4191,0.678
4192,1.1025
4193,0.675
4194,1.02492
4195,0.87
4196,0.8798
4197,1.37448
4198,1.296
4199,1.9588
4200,
4201,1.2274
4202,1.35
4203,0.65207
4204,0.3808
4205,1.0336
4206,1.96608
4207,0.5814
4208,0.13041
4209,3.3117
4210,0.4
4211,2.9088
4212,1.3524
4213,1.728
4214,1.40219
4215,0.8155
4216,3.6
4217,1.62168
4218,2.9088
4219,0.625
4220,0.5984
4221,0.504
4222,0.222
4223,1.296
4224,0.384
4225,1.521
4226,1.224
4227,0.13041
4228,0.852
4229,1.59
4230,1.728
4231,1.41
4232,1.32396
4233,1.296
4234,0.89505
4235,0.441
4236,0.846
4237,1.2
4238,0.9384
4239,1.875
4240,2.5344
4241,1.1
4242,0.42781
4243,0.88804
4244,1.2
4245,0.59925
4246,0.5728
4247,2.6772
4248,0.9384
4249,0.82944
4250,1.2912
4251,0.49
4252,1.0
4253,0.67275
4254,0.43771
4255,1.0375
4256,0.768
4257,0.4165
4258,1.39
4259,0.5418
4260,1.665
4261,0.69
4262,0.65207
4263,1.2
4264,1.08018
4265,1.1
4266,0.704
4267,1.5824
4268,0.512
4269,1.26
4270,0.768
4271,0.888
4272,4.54
4273,1.41
4274,0.53655
4275,0.43855
4276,1.168
4277,0.302
4278,1.36
4279,0.432
4280,1.33
4281,1.685
4282,1.0416
4283,1.71072
4284,0.13041
4285,1.405
4286,1.728
4287,0.768
4288,0.308
4289,1.32506
4290,0.832
4291,1.375
4292,1.37334
4293,2.664
4294,1.035
4295,1.728
4296,0.60291
4297,1.728
4298,0.13041
4299,0.13041
4300,0.13041
4301,0.13041
4302,0.13041
4303,0.13041
4304,0.13041
4305,1.296
4306,0.6762
4307,0.678
4308,1.2
4309,1.0147
4310,0.47775
4311,0.3586
4312,1.0224
4313,1.54
4314,
4315,0.4654
4316,0.6
4317,0.896
4318,3.6
4319,1.728
4320,1.296
4321,0.76384
4322,1.795
4323,1.3944
4324,0.904
4325,0.59987
4326,1.089
4327,1.3475
4328,1.296
4329,0.441
4330,0.686
4331,0.686
4332,2.9232
4333,0.2603
4334,1.535
4335,1.452
4336,1.96608
4337,1.728
4338,0.75602
4339,1.0912
4340,1.296
4341,1.875
4342,1.45
4343,0.13041
4344,1.0001
4345,0.3206
4346,1.405
4347,1.1424
4348,0.53111
4349,1.47456
4350,0.3
4351,0.768
4352,0.819
4353,0.28
4354,0.4851
4355,1.355
4356,1.296
4357,0.972
4358,0.576
4359,0.768
4360,2.9088
4361,0.316
4362,1.39
4363,0.768
4364,6.0
4365,0.334
4366,0.13041
4367,1.3008
4368,1.36
4369,1.296
4370,1.89987
4371,1.405
4372,1.055
4373,1.296
4374,3.072
4375,1.488
4376,2.664
4377,0.92928
4378,0.625
4379,1.2852
4380,1.8942
4381,1.24
4382,1.152
4383,2.758
4384,0.5481
4385,0.576
4386,1.728
4387,0.7308
4388,0.651
4389,1.035
4390,1.2816
4391,1.59
4392,9.216
4393,0.13041
4394,1.2042
4395,1.376
4396,1.405
4397,0.4165
4398,1.0432
4399,1.345
4400,0.824
4401,1.1264
4402,0.363
4403,0.5792
4404,1.25
4405,1.36
4406,6.53224
4407,0.9
4408,1.7568
4409,1.1952
4410,1.296
4411,0.67308
4412,2.9088
4413,0.9
4414,0.53165
4415,0.768
4416,0.588
4417,0.76
4418,0.46284
4419,1.0368
4420,1.2864
4421,1.41
4422,2.09716
4423,0.9
4424,0.44178
4425,1.0397
4426,0.896
4427,0.7648
4428,1.33
4429,1.405
4430,0.13041
4431,0.525
4432,1.42
4433,0.625
4434,1.405
4435,0.56
4436,0.57694
4437,0.9
4438,1.405
4439,5.136
4440,
4441,1.12592
4442,1.385
4443,0.9792
4444,1.405
4445,0.625
4446,0.35
4447,1.88328
4448,0.5976
4449,0.9585
4450,1.3916
4451,0.35
4452,5.184
4453,1.39
4454,0.938
4455,1.39
4456,1.405
4457,1.728
4458,1.296
4459,1.728
4460,0.35
4461,1.2587
4462,1.2
4463,0.53133
4464,1.55832
4465,1.975
4466,0.13041
4467,1.685
4468,0.6592
4469,1.225
4470,1.2395
4471,0.68
4472,1.63
4473,0.298
4474,1.0
4475,0.7168
4476,1.998
4477,1.38
4478,1.17
4479,0.768
4480,0.6762
4481,0.784
4482,0.9
4483,1.065
4484,0.53111
4485,0.72
4486,1.69344
4487,0.507
4488,0.675
4489,1.2912
4490,1.3152
4491,0.768
4492,0.3285
4493,0.30272
4494,1.405
4495,0.77064
4496,0.96
4497,0.98406
4498,2.304
4499,4.0132
4500,0.513
4501,2.3951
4502,2.379
4503,0.4816
4504,0.62418
4505,0.507
4506,2.304
4507,0.4862
4508,0.712
4509,1.10592
4510,0.4116
4511,1.405
4512,2.187
4513,2.187
4514,1.2576
4515,0.43681
4516,0.61075
4517,2.9088
4518,0.768
4519,1.39
4520,0.9912
4521,1.49
4522,0.7497
4523,1.077
4524,0.9
4525,1.144
4526,0.396
4527,1.47065
4528,1.05672
4529,2.304
4530,0.29866
4531,0.535
4532,1.296
4533,1.728
4534,0.972
4535,2.916
4536,1.296
4537,1.296
4538,0.9
4539,1.2864
4540,1.01575
4541,0.8928
4542,0.5809
4543,1.795
4544,0.26705
4545,0.67731
4546,0.5452
4547,2.0
4548,0.7839
4549,2.90072
4550,0.00525
4551,0.224
4552,0.7696
4553,
4554,0.13041
4555,1.875
4556,1.296
4557,1.495
4558,1.1385
4559,0.96
4560,1.16688
4561,0.768
4562,0.693
4563,0.912
4564,0.504
4565,0.96
4566,0.69451
4567,0.93726
4568,1.512
4569,1.405
4570,1.8734
4571,2.916
4572,0.51568
4573,1.04874
4574,0.62245
4575,1.405
4576,1.055
4577,0.13041
4578,0.48608
4579,0.256
4580,1.96608
4581,0.87538
4582,1.296
4583,1.875
4584,0.712
4585,0.13041
4586,0.5824
4587,1.2192
4588,1.2
4589,0.558
4590,0.564
4591,0.13041
4592,0.55554
4593,0.768
4594,1.04
4595,1.345
4596,3.904
4597,1.3021
4598,
4599,1.296
4600,0.675
4601,0.432
4602,0.49
4603,1.0363
4604,
4605,0.9
4606,0.25944
4607,1.1225
4608,1.296
4609,0.768
4610,1.00014
4611,2.03392
4612,0.66392
4613,0.13041
4614,0.992
4615,0.735
4616,2.1504
4617,2.028
4618,1.285
4619,0.9
4620,1.65
4621,1.728
4622,0.3904
4623,0.43681
4624,0.6895
4625,0.4655
4626,0.376
4627,1.452
4628,0.82256
4629,1.296
4630,2.664
4631,2.162
4632,1.86626
4633,2.44281
4634,2.11875
4635,0.76632
4636,1.296
4637,1.296
4638,0.60025
4639,1.518
4640,0.9
4641,5.184
4642,
4643,0.35
4644,0.35
4645,1.265
4646,1.39
4647,1.083
4648,1.30893
4649,0.575
4650,1.25552
4651,
4652,0.66864
4653,0.87904
4654,0.872
4655,1.3824
4656,0.904
4657,1.405
4658,1.0375
4659,0.5439
4660,0.67416
4661,1.8912
4662,0.3
4663,2.25
4664,0.507
4665,0.6372
4666,1.42
4667,0.48
4668,1.0143
4669,4.17
4670,0.9696
4671,0.35
4672,0.326
4673,1.805
4674,1.1025
4675,2.304
4676,0.6499
4677,0.13041
4678,0.5568
4679,0.486
4680,1.70929
4681,1.09461
4682,0.904
4683,0.576
4684,2.90565
4685,0.54338
4686,1.26
4687,
4688,
4689,
4690,1.4
4691,0.724
4692,
4693,0.7272
4694,0.64435
4695,2.90072
4696,0.224
4697,
4698,1.095
4699,0.4025
4700,0.67308
4701,0.57024
4702,0.9
4703,1.405
4704,0.88804
4705,2.355
4706,1.691
4707,0.8
4708,0.6125
4709,1.2
4710,0.9333
4711,0.735
4712,1.5
4713,0.392
4714,1.405
4715,1.0363
4716,1.248
4717,1.2
4718,1.89987
4719,0.27648
4720,0.675
4721,0.564
4722,3.52377
4723,0.13041
4724,1.296
4725,1.296
4726,0.864
4727,1.728
4728,1.728
4729,1.03
4730,1.1534
4731,1.0755
4732,1.5458
4733,1.405
4734,0.50944
4735,1.89987
4736,0.667
4737,1.145
4738,3.321
4739,2.1504
4740,0.712
4741,0.8
4742,2.808
4743,0.62592
4744,0.507
4745,1.14
4746,0.864
4747,0.918
4748,0.9
4749,1.296
4750,0.6125
4751,0.6762
4752,0.8
4753,0.36
4754,1.296
4755,0.432
4756,1.29
4757,1.93536
4758,1.296
4759,0.7105
4760,1.405
4761,0.3
4762,6.01344
4763,0.924
4764,1.445
4765,1.342
4766,
4767,1.405
4768,2.304
4769,1.03
4770,1.14745
4771,0.13041
4772,1.35
4773,0.7236
4774,2.712
4775,0.539
4776,0.392
4777,1.296
4778,1.47456
4779,2.022
4780,0.934
4781,0.9131
4782,0.9
4783,1.875
4784,1.41
4785,1.15
4786,1.344
4787,1.599
4788,0.576
4789,0.9205
4790,0.13041
4791,1.405
4792,0.50625
4793,0.864
4794,1.296
4795,2.6772
4796,1.92
4797,0.65856
4798,0.534
4799,0.5184
4800,0.825
4801,1.41
4802,1.728
4803,1.355
4804,0.93
4805,0.4
4806,0.4692
4807,1.2
4808,0.432
4809,0.984
4810,1.6
4811,1.99465
4812,0.67872
4813,0.6804
4814,2.028
4815,0.435
4816,0.7308
4817,0.8323
4818,0.54
4819,0.856
4820,1.21
4821,1.93536
4822,2.304
4823,0.13041
4824,1.405
4825,1.664
4826,1.405
4827,0.7175
4828,0.5712
4829,1.0
4830,0.884
4831,0.532
4832,0.896
4833,1.6
4834,1.47456
4835,1.44096
4836,1.25
4837,0.544
4838,0.9828
4839,2.016
4840,1.055
4841,0.768
4842,0.985
4843,0.9531
4844,0.625
4845,1.7313
4846,1.375
4847,1.3056
4848,0.33368
4849,0.85
4850,1.296
4851,
4852,1.599
4853,0.9
4854,0.88257
4855,0.13041
4856,2.90072
4857,0.42828
4858,1.405
4859,0.20382
4860,0.7749
4861,0.54912
4862,0.985
4863,0.3977
4864,1.405
4865,1.296
4866,0.5712
4867,0.59508
4868,1.4
4869,0.13041
4870,1.04
4871,1.3
4872,1.5496
4873,1.05
4874,1.09174
4875,1.565
4876,2.758
4877,1.5865
4878,1.005
4879,1.296
4880,1.405
4881,0.13041
4882,0.48705
4883,1.0176
4884,1.20512
4885,1.11
4886,0.875
4887,1.7355
4888,1.4
4889,2.7864
4890,0.324
4891,1.24
4892,2.27052
4893,0.3675
4894,1.35168
4895,
4896,1.13032
4897,0.35
4898,2.0
4899,2.2128
4900,1.504
4901,0.8664
4902,1.375
4903,2.2656
4904,0.54912
4905,0.38874
4906,0.26055
4907,1.025
4908,2.4
4909,0.198
4910,1.39
4911,1.1385
4912,0.912
4913,0.681
4914,1.4
4915,0.5656
4916,0.13041
4917,1.16
4918,1.2
4919,1.405
4920,1.405
4921,1.2
4922,0.4675
4923,1.296
4924,1.0764
4925,1.045
4926,0.4809
4927,1.0224
4928,1.04
4929,1.1655
4930,0.49841
4931,0.44517
4932,0.693
4933,0.38905
4934,0.768
4935,
4936,2.09599
4937,0.67335
4938,1.6704
4939,0.868
4940,2.9088
4941,0.507
4942,0.896
4943,1.0
4944,2.304
4945,0.492
4946,1.07
4947,0.47
4948,0.8964
4949,1.2
4950,1.41
4951,0.9828
4952,9.216
4953,0.40888
4954,1.04
4955,1.1051
4956,0.6138
4957,2.688
4958,1.225
4959,3.80325
4960,2.013
4961,1.405
4962,0.441
4963,1.325
4964,0.6549
4965,1.3804
4966,1.24845
4967,1.265
4968,0.89505
4969,0.13041
4970,0.3
4971,0.51072
4972,2.90072
4973,2.028
4974,0.864
4975,0.89152
4976,0.768
4977,1.728
4978,0.68
4979,2.0923
4980,0.96
4981,1.07952
4982,0.5488
4983,0.65207
4984,1.03
4985,0.675
4986,0.3
4987,0.43855
4988,2.6772
4989,1.205
4990,1.8734
4991,1.04
4992,1.32
4993,0.13041
4994,0.3576
4995,0.394
4996,2.304
4997,1.41
4998,0.8052
4999,2.93568
5000,1.824
5001,1.37655
5002,0.91481
5003,1.91
5004,1.296
5005,1.375
5006,2.66262
5007,1.4934
5008,0.13041
5009,0.57
5010,1.47456
5011,0.72474
5012,0.768
5013,0.53165
5014,1.405
5015,1.452
5016,0.256
5017,0.564
5018,1.3
5019,0.79125
5020,1.1
5021,0.529
5022,0.31784
5023,3.46577
5024,0.501
5025,0.892
5026,
5027,
5028,0.4
5029,2.5
5030,0.82944
5031,1.19738
5032,0.69825
5033,0.3256
5034,1.405
5035,2.17005
5036,0.92664
5037,1.05
5038,1.41
5039,0.432
5040,0.47
5041,0.531
5042,0.904
5043,0.7696
5044,1.4
5045,1.0444
5046,0.9
5047,0.82944
5048,0.13041
5049,0.6895
5050,0.5536
5051,0.678
5052,1.405
5053,2.304
5054,1.165
5055,0.625
5056,0.904
5057,0.384
5058,0.78204
5059,1.405
5060,0.696
5061,0.942
5062,0.57024
5063,2.18685
5064,
5065,0.3796
5066,0.672
5067,0.67716
5068,1.165
5069,0.872
5070,0.78914
5071,1.375
5072,0.13041
5073,0.13041
5074,1.445
5075,1.98396
5076,0.7458
5077,1.1856
5078,0.846
5079,1.26
5080,1.545
5081,0.13041
5082,0.65207
5083,6.144
5084,0.7272
5085,0.6386
5086,0.2782
5087,0.507
5088,2.49001
5089,0.9
5090,1.276
5091,1.875
5092,0.539
5093,0.7712
5094,1.12
5095,1.25
5096,1.19296
5097,1.16
5098,1.296
5099,1.0803
5100,0.648
5101,0.13041
5102,0.824
5103,1.8865
5104,1.228
5105,1.4
5106,0.576
5107,0.80348
5108,2.028
5109,1.2576
5110,1.055
5111,0.47
5112,1.728
5113,1.875
5114,0.7
5115,1.0375
5116,0.8399
5117,0.30444
5118,0.55845
5119,0.8
5120,1.405
5121,1.19
5122,1.32066
5123,0.4096
5124,1.41
5125,1.0797
5126,1.0
5127,1.43213
5128,1.296
5129,0.7272
5130,0.864
5131,1.8005
5132,1.395
5133,0.46992
5134,2.304
5135,0.386
5136,1.21002
5137,1.465
5138,0.79625
5139,0.693
5140,0.27889
5141,0.87525
5142,2.145
5143,0.35
5144,1.325
5145,0.288
5146,2.26416
5147,0.50625
5148,0.23
5149,0.686
5150,1.1275
5151,0.9045
5152,0.625
5153,0.795
5154,1.077
5155,0.61985
5156,0.576
5157,0.96657
5158,1.03125
5159,0.3525
5160,0.49
5161,0.88579
5162,0.35525
5163,0.936
5164,1.135
5165,2.304
5166,2.916
5167,0.7625
5168,0.576
5169,1.705
5170,0.432
5171,3.31776
5172,0.82944
5173,1.536
5174,0.90738
5175,0.507
5176,1.27
5177,0.5312
5178,0.35
5179,1.2864
5180,2.065
5181,0.9
5182,1.515
5183,0.609
5184,1.14808
5185,1.44
5186,1.345
5187,0.7272
5188,1.3728
5189,0.812
5190,1.206
5191,0.272
5192,1.36
5193,0.969
5194,0.71824
5195,0.5728
5196,1.2
5197,1.536
5198,0.72518
5199,1.506
5200,0.55615
5201,0.4727
5202,1.14
5203,0.507
5204,0.73255
5205,1.5
5206,1.0
5207,0.36
5208,2.59572
5209,1.32
5210,0.5472
5211,0.67308
5212,2.2032
5213,1.125
5214,0.65246
5215,1.264
5216,0.752
5217,1.3008
5218,1.089
5219,0.4
5220,1.21568
5221,1.7408
5222,0.576
5223,1.25235
5224,0.73632
5225,1.275
5226,0.513
5227,0.13041
5228,0.57732
5229,0.72
5230,0.54
5231,0.85072
5232,
5233,4.1272
5234,2.90072
5235,1.0406
5236,0.576
5237,2.0
5238,2.01
5239,0.51
5240,1.515
5241,1.32
5242,0.38979
5243,1.36
5244,0.815
5245,1.6272
5246,0.564
5247,0.625
5248,1.04
5249,1.565
5250,1.13569
5251,0.2751
5252,0.7584
5253,1.3455
5254,0.40626
5255,0.9216
5256,1.04
5257,0.904
5258,1.375
5259,2.6265
5260,1.405
5261,1.296
5262,1.812
5263,0.53133
5264,0.768
5265,1.7865
5266,0.576
5267,1.32207
5268,1.0944
5269,1.33189
5270,1.06196
5271,0.3344
5272,1.4145
5273,0.768
5274,1.3104
5275,1.1328
5276,1.345
5277,0.9
5278,1.296
5279,0.475
5280,0.96657
5281,0.13041
5282,1.08371
5283,0.71022
5284,0.45225
5285,0.65195
5286,2.022
5287,1.47456
5288,1.39
5289,1.86
5290,1.216
5291,0.6681
5292,4.1496
5293,1.11
5294,0.108
5295,1.405
5296,1.405
5297,1.728
5298,0.72518
5299,1.2
5300,1.296
5301,1.44096
5302,1.4016
5303,0.512
5304,1.44
5305,1.41
5306,1.405
5307,0.678
5308,1.135
5309,0.67308
5310,1.21568
5311,2.90072
5312,1.24399
5313,0.58425
5314,0.44556
5315,0.53133
5316,1.264
5317,1.30424
5318,0.9
5319,2.52862
5320,1.0
5321,0.712
5322,0.7488
5323,2.15625
5324,2.304
5325,7.2
5326,0.539
5327,3.6
5328,1.475
5329,1.34773
5330,0.686
5331,1.25745
5332,2.016
5333,1.405
5334,1.0
5335,0.501
5336,1.26825
5337,1.86626
5338,2.013
5339,0.625
5340,0.13041
5341,1.415
5342,1.344
5343,2.304
5344,0.875
5345,0.4171
5346,0.4551
5347,
5348,0.9
5349,1.0
5350,0.686
5351,0.9
5352,2.304
5353,2.90072
5354,0.54336
5355,0.672
5356,3.072
5357,0.60025
5358,0.7105
5359,5.184
5360,1.25136
5361,0.93835
5362,0.81809
5363,1.165
5364,1.055
5365,0.9
5366,1.59367
5367,0.9
5368,0.8385
5369,1.112
5370,0.53505
5371,1.6992
5372,
5373,0.68493
5374,2.304
5375,0.13041
5376,0.37674
5377,1.296
5378,0.768
5379,0.768
5380,1.96608
5381,0.5436
5382,1.05
5383,1.405
5384,1.445
5385,1.44
5386,0.47
5387,0.5408
5388,1.07468
5389,1.405
5390,1.82634
5391,1.05
5392,0.6499
5393,0.9245
5394,0.4862
5395,0.45815
5396,1.2
5397,0.768
5398,0.13041
5399,1.0
5400,2.81212
5401,0.711
5402,1.7628
5403,1.175
5404,1.42
5405,1.875
5406,
5407,1.875
5408,0.47073
5409,0.768
5410,0.43575
5411,0.6
5412,1.125
5413,0.9
5414,0.507
5415,1.60457
5416,1.124
5417,2.0055
5418,2.022
5419,1.296
5420,1.2
5421,0.501
5422,0.668
5423,1.032
5424,1.2
5425,1.728
5426,1.296
5427,0.688
5428,0.6725
5429,0.5236
5430,1.2
5431,0.8512
5432,0.686
5433,1.83
5434,0.846
5435,1.5
5436,0.9
5437,1.75392
5438,0.99528
5439,1.2395
5440,0.302
5441,1.336
5442,0.53196
5443,0.13041
5444,1.1385
5445,1.083
5446,2.2528
5447,0.495
5448,1.1662
5449,0.88804
5450,1.23848
5451,0.768
5452,1.035
5453,1.296
5454,0.51
5455,1.536
5456,1.41
5457,3.77846
5458,1.1662
5459,1.083
5460,0.13041
5461,0.7648
5462,0.13041
5463,0.78732
5464,0.675
5465,0.44616
5466,3.47817
5467,0.13041
5468,0.13041
5469,1.36
5470,0.5
5471,0.576
5472,0.9954
5473,1.07584
5474,1.536
5475,0.75609
5476,1.6
5477,2.17462
5478,0.576
5479,0.9
5480,0.95404
5481,0.4
5482,0.51
5483,0.86483
5484,1.41
5485,0.768
5486,0.768
5487,1.42
5488,1.2042
5489,0.868
5490,0.73612
5491,1.39
5492,0.4214
5493,1.41
5494,2.90072
5495,0.392
5496,0.7264
5497,0.4075
5498,0.3675
5499,0.8608
5500,0.58644
5501,0.588
5502,1.875
5503,0.6895
5504,1.41
5505,1.375
5506,1.615
5507,0.62604
5508,3.91
5509,0.686
5510,1.735
5511,1.02
5512,0.4508
5513,0.516
5514,0.41236
5515,1.296
5516,1.161
5517,0.558
5518,0.564
5519,1.1808
5520,2.82326
5521,2.808
5522,2.808
5523,2.4779
5524,2.379
5525,0.5145
5526,0.55332
5527,2.2212
5528,0.13041
5529,1.21568
5530,1.26
5531,1.405
5532,1.25
5533,0.6
5534,1.28
5535,0.688
5536,1.28582
5537,2.022
5538,1.1427
5539,0.9728
5540,0.868
5541,0.4018
5542,0.226
5543,1.863
5544,
5545,1.4976
5546,1.207
5547,1.405
5548,0.97
5549,2.07336
5550,1.63
5551,1.175
5552,0.6042
5553,2.028
5554,2.51856
5555,0.3
5556,1.275
5557,0.56118
5558,1.25
5559,1.248
5560,1.04
5561,0.7272
5562,0.609
5563,0.8
5564,2.304
5565,0.686
5566,0.61685
5567,0.51
5568,0.9424
5569,0.49232
5570,1.2395
5571,0.72518
5572,0.72518
5573,0.507
5574,0.652
5575,0.892
5576,1.02
5577,3.1354
5578,2.204
5579,0.6335
5580,1.2474
5581,0.56545
5582,0.9
5583,2.90072
5584,1.005
5585,1.143
5586,1.34048
5587,1.1976
5588,1.375
5589,0.539
5590,1.296
5591,0.72772
5592,1.28104
5593,0.9205
5594,0.195
5595,0.9936
5596,3.84
5597,0.5984
5598,0.864
5599,1.44
5600,1.26825
5601,0.3626
5602,0.736
5603,1.134
5604,1.26
5605,1.5984
5606,0.9
5607,1.05375
5608,1.20204
5609,0.896
5610,2.922
5611,
5612,1.06032
5613,0.9
5614,0.768
5615,0.97464
5616,0.564
5617,0.71912
5618,1.035
5619,2.06425
5620,
5621,0.432
5622,0.70096
5623,1.41
5624,0.90738
5625,0.46768
5626,0.625
5627,1.28
5628,0.768
5629,1.405
5630,1.265
5631,1.639
5632,0.72518
5633,1.0496
5634,0.735
5635,0.6549
5636,0.70596
5637,0.576
5638,1.37724
5639,1.6
5640,0.678
5641,0.694
5642,0.8856
5643,1.41
5644,2.0
5645,1.2
5646,1.1385
5647,0.28217
5648,2.028
5649,1.895
5650,0.9
5651,0.9
5652,0.73676
5653,1.5847
5654,1.96608
5655,1.2848
5656,1.41
5657,1.78476
5658,1.3475
5659,0.72518
5660,0.88
5661,1.80432
5662,1.1925
5663,0.8932
5664,0.723
5665,0.9718
5666,1.6885
5667,0.55187
5668,1.88928
5669,0.84584
5670,0.6848
5671,0.82944
5672,0.60025
5673,0.66564
5674,1.24
5675,1.025
5676,1.24
5677,1.04
5678,
5679,1.3
5680,0.13041
5681,1.875
5682,
5683,1.675
5684,0.9
5685,1.25
5686,1.33732
5687,1.0
5688,0.63
5689,1.79646
5690,1.385
5691,1.795
5692,0.88
5693,1.2
5694,0.9
5695,0.47
5696,0.885
5697,2.14016
5698,0.7872
5699,0.256
5700,0.7839
5701,0.594
5702,0.55845
5703,1.2
5704,0.5632
5705,1.65354
5706,0.256
5707,1.375
5708,1.17
5709,
5710,0.6357
5711,0.9135
5712,0.90525
5713,0.8284
5714,0.45
5715,0.768
5716,1.405
5717,1.25
5718,0.13041
5719,1.68405
5720,1.161
5721,1.3
5722,1.96608
5723,0.7995
5724,1.25
5725,2.304
5726,0.625
5727,5.1728
5728,0.576
5729,1.675
5730,0.79875
5731,0.9576
5732,0.735
5733,0.67914
5734,1.065
5735,0.0434
5736,1.218
5737,0.13041
5738,0.5
5739,0.13041
5740,0.355
5741,0.768
5742,0.69542
5743,0.576
5744,3.9168
5745,
5746,0.80625
5747,0.576
5748,0.13041
5749,2.304
5750,2.737
5751,0.432
5752,1.7024
5753,1.405
5754,0.35
5755,0.9
5756,2.90472
5757,1.815
5758,2.4552
5759,1.055
5760,0.6
5761,1.296
5762,0.792
