,max_entropy
675,5.490271442449228
676,7.239723842824065
677,6.6905274376221024
678,6.812234041376215
679,7.232766472738356
680,6.040024666534853
681,6.441139899676469
682,4.278320740297457
683,5.949142083904371
684,5.95237043846237
685,7.3888071902617565
686,6.308173748042135
687,5.8292694388110595
688,5.443908419002059
689,7.4189758511574295
690,6.692926814050643
691,6.800195766209877
692,5.476232981279183
693,7.805397007766967
694,7.117614408715763
695,7.077496562418999
696,7.576745740633837
697,7.269472682154408
698,5.259106575668415
699,7.400813184938917
700,7.073627577149244
701,7.5073731398190215
702,7.621091681494173
703,7.291167019183467
704,6.890287198382049
705,5.403814445105281
706,7.075954163296801
707,1.7325782080654475
708,6.378500989963691
709,6.8787809850596116
710,7.6192092206285515
711,7.57243413543528
712,6.266218543001195
713,5.413626535404207
714,3.392599616442058
715,4.9917280433217694
716,5.755379027192886
717,7.699797304153209
718,7.369680085689217
719,4.195278334601576
720,4.257265488052431
721,7.014266541940666
722,6.679982374817062
723,5.285104736766954
724,7.275342634443112
725,6.4134400136454754
726,6.840518516156127
727,6.898159867658716
728,5.701615170131032
729,6.996245693247124
730,6.1801989504515
731,6.656051105052057
732,7.588346847641158
733,7.425678618201748
734,5.083018329727044
735,7.7100109013758615
736,6.399741039098621
737,7.546467151908714
738,6.463675602265373
739,6.724069763995977
740,7.5021873483925905
741,6.995540655125336
742,7.479026823870492
743,4.612361606183258
744,7.736161110565224
745,6.6724117302127794
746,7.489163718676559
747,7.4336075245893465
748,7.585324971651607
749,6.7762300253677505
750,5.138925500132964
751,7.444342407641976
752,5.3745763346568465
753,7.154757562260577
754,6.1303440691738125
755,7.231028588494684
756,5.969307972420515
757,7.17238011757191
758,6.202840179419182
759,5.296815829029832
760,6.240055365179845
761,6.360359174506988
762,6.214198362390691
763,6.987143049379888
764,4.13697547511579
765,3.3436081006453358
766,7.471846829227019
767,0.3826208560182447
768,7.327332580356298
769,7.41027391706793
770,3.456021058641216
771,6.3694076034029266
772,7.430263011839305
773,4.641501654077852
774,2.5051142213111315
775,6.315021574657104
776,7.1261994350215465
777,7.168006041078406
778,6.9645439103660145
779,5.822113158902392
780,7.754486469950619
781,5.6314673486978
782,5.884600661865276
783,7.081490806699971
784,6.90666460629522
785,7.162697825553343
786,4.541784024500716
787,6.610186235667524
788,7.1306616549718855
789,7.025156512434253
790,6.028277668550192
791,4.633464298079703
792,5.011077023106869
793,7.56307231157944
794,4.4981388967483475
795,7.444773527207001
796,7.34745342409958
797,7.28979645858332
798,7.09963715251271
799,6.587372678810542
800,6.660468891688722
801,6.446428336924988
802,6.903922760377285
803,6.115190398626329
804,7.121922920532455
805,7.510139847292257
806,7.717623256780485
807,5.487794506520702
808,7.766432941099089
809,7.550400588851662
810,6.771681787593665
811,5.08807119427404
812,6.520508776668212
813,6.92936710625028
814,7.514635678117995
815,6.26304917307868
816,7.203594021615459
817,7.165844870915769
818,7.156063526136377
819,7.278108864864786
820,7.62086569475358
821,7.278096674516023
822,6.489017074413294
823,6.181931339475127
824,6.428651412343586
825,6.702280313797712
826,7.711057282300803
827,7.584090121198036
828,6.844453324912737
829,7.60693981353893
830,7.243375252356845
831,4.696137066919505
832,6.257327668125633
833,6.509852823584399
834,7.639882472984311
835,7.448749197113677
836,6.418846076232585
837,4.988305492600526
838,6.465582018162729
839,6.631106041130919
840,6.881640726228723
841,3.7732628936626105
842,7.40031105331837
843,7.3118953223858565
844,3.853629211094908
845,6.263849200765072
846,6.481751903382897
847,5.3852664285633045
848,7.071772292007598
849,7.559838126111488
850,5.682216625027333
851,7.464945933734331
852,7.076937202767318
853,5.112885552303953
854,6.163908519988823
855,6.970227553458783
856,7.688692397069594
857,6.547103619200249
858,7.565166452520223
859,6.7577037404887985
860,7.073134468605691
861,7.502246634043862
862,3.9693135708438745
863,6.685126556748496
864,7.4414480797530045
865,5.459778692196645
866,7.098693403892478
867,6.281303525229875
868,7.382294852697672
869,7.17207194578845
870,7.663449315459342
871,7.8828079706898455
872,6.533524707533574
873,6.226303600839717
874,6.024668395452199
875,7.4238381093466845
876,6.898356625320559
877,5.424219928710101
878,4.921255379750034
879,4.890118789503147
880,7.399577462245615
881,6.134976997243834
882,3.17139741480443
883,6.3780086271019565
884,5.899059890681059
885,5.778621295852882
886,6.906275560600498
887,6.8448094776759225
888,7.6716565239583865
889,6.478089710844564
890,6.137211305916066
891,7.686371728922774
892,6.460141903859458
893,6.930138227571288
894,3.338872016443547
895,7.35446288115375
896,6.551424186369756
897,7.000520467084956
898,7.0186618544582355
899,7.374128198097018
900,6.34719033048182
901,7.379095157872944
902,7.18572277117836
903,7.592456400746924
904,6.541735459808552
905,7.221546707090921
906,6.0976855037658195
907,6.089478035161198
908,5.611499908032304
909,6.702257009424833
910,7.697215164689826
911,7.470924039342213
912,7.784814196377091
913,3.1373963079735088
914,7.056044334312548
915,6.729649618733931
916,7.006241350683
917,5.796015699629485
918,7.304537383859333
919,6.33030542458304
920,5.380957490315526
921,5.6329159645577365
922,6.374682431207933
923,5.942495235036043
924,6.400797170682422
925,7.070956894810657
926,7.855810856309368
927,7.511436738149591
928,6.136664142043276
929,6.90305373115474
930,5.404350396024772
931,6.154939648480928
932,5.924693186938182
933,7.014204226515803
934,6.235113782547966
935,6.13367412291407
936,7.535107102364696
937,7.393406312585583
938,5.280239165647309
939,6.285596013825919
940,6.5400676570027345
941,6.396959983073302
942,7.688056247127813
943,7.050744747301744
944,6.925671431021279
945,7.529075265274578
946,6.041888804284514
947,6.246470593785342
948,6.8265746711226285
949,6.153306243863568
950,5.750603118307038
951,6.995459240890538
952,7.46337377330322
953,7.481428962851189
954,6.513216851052516
955,7.844354930845737
956,6.088227550605802
957,4.903202837094895
958,7.74941502196354
959,6.655296380959027
960,1.521395168897146
961,4.538799016698308
962,6.330582889763594
963,6.89307375516216
964,7.640306211562217
965,7.063325392273703
966,6.552783517813882
967,6.340324934581106
968,7.013937813149023
969,6.655416092724789
970,7.4554343562996825
971,7.579954319455019
972,6.362806053213155
973,7.439567557055097
974,7.382467717830849
975,6.07984119561267
976,5.563657097396397
977,7.193030688918002
978,6.387896529991261
979,6.94641413061305
980,6.021873000407285
981,6.884829568796194
982,7.009152635265378
983,6.993101053103109
984,6.676288994813036
985,7.629214799075483
986,6.225918916701861
987,5.415994475701502
988,7.599981125653107
989,7.589672933479853
990,7.07467410940645
991,5.933267617656903
992,7.706492841330674
993,6.920714935042005
994,6.336443480882262
995,6.453022070083783
996,7.342069612021306
997,7.272515495995048
998,6.460141903859458
999,5.847944059974594
1000,7.436264680823023
1001,6.949486247966767
1002,5.992722361975935
1003,7.1627673956576166
1004,4.9506877372482725
1005,7.626679575449785
1006,6.934348335858314
1007,6.551370239650816
1008,6.265945489536733
1009,4.312652948150471
1010,7.0242827092358056
1011,6.454441563457249
1012,5.892083441202284
1013,4.319297778987098
1014,6.920714935042005
1015,4.710779017326805
1016,6.356714825346502
1017,7.688845371110843
1018,7.32462953646739
1019,7.534089544430129
1020,6.349778987899893
1021,6.8934645815136
1022,7.0845983010307405
1023,4.592106162754137
1024,6.468912469798672
1025,4.79422540469794
1026,7.708585610110575
1027,6.262751539699788
1028,6.539445570386512
1029,6.841911060733579
1030,7.447631305453764
1031,5.471177181717705
1032,6.5046032664836755
1033,5.2119422447545976
1034,7.09963715251271
1035,6.190096601662886
1036,6.987391703842701
1037,7.63874167819527
1038,6.8964170777236395
1039,6.515929687343151
1040,7.096816428641006
1041,6.004469148898388
1042,6.4265467791779125
1043,7.761664213863362
1044,4.312652948150471
1045,7.12900976117064
1046,6.905812512590365
1047,6.292912284662238
1048,7.099122873216675
1049,7.481771859871146
1050,7.2384331713098815
1051,7.213146143078181
1052,6.374166599284833
1053,6.882914468700695
1054,7.331221461634943
1055,7.138837744504475
1056,6.233665825912372
1057,7.71389911647172
1058,4.971438602286649
1059,6.799247719420947
1060,6.905572060166257
1061,6.609629427649813
1062,5.427359546421067
1063,6.245194421612299
1064,4.087960937726561
1065,7.798912877528773
1066,7.073861939192667
1067,7.658075921772293
1068,5.037897755708725
1069,7.307390221825501
1070,7.514137243384135
1071,7.523694058878688
1072,6.836346268688528
1073,6.195759713740881
1074,7.188735735320751
1075,6.374166599284833
1076,7.520731308887958
1077,4.065612256072583
1078,7.229614546749159
1079,7.495265220862339
1080,7.391680451966502
1081,7.3177227629813135
1082,4.312652948150471
1083,5.82133123262502
1084,4.522172833426572
1085,7.617243289839546
1086,7.809116243703066
1087,7.575573331020252
1088,7.703903249739501
1089,6.468922780834371
1090,7.285198567911392
1091,7.3464744774858906
1092,6.816574620029842
1093,7.523840439288239
1094,6.781974842473678
1095,6.011696708731672
1096,6.568726100532215
1097,7.687307520923137
1098,6.255817709715674
1099,6.383438083346685
1100,5.447271665626739
1101,7.451939552385096
1102,7.232894999870957
1103,2.9858268469628104
1104,7.265324257568285
1105,6.411622006915235
1106,4.317574997721008
1107,7.403362747212311
1108,7.594426779165595
1109,7.340398408026971
1110,7.600913711181323
1111,3.9124042955350635
1112,7.325383003487506
1113,7.54779594736291
1114,6.261300996011289
1115,7.54848919741891
1116,6.809063150156495
1117,7.594843658424713
1118,5.3170703013539296
1119,7.526107563958622
1120,7.3241612268702605
1121,5.423984784195936
1122,5.027656032888429
1123,3.6166381243562418
1124,6.8775258046499514
1125,6.866976728874142
1126,7.367307752593795
1127,7.367964074190627
1128,4.988287421186922
1129,6.985802521832454
1130,7.452522492414123
1131,4.189081494508249
1132,7.461410934104507
1133,6.219998128159635
1134,7.2482539574470515
1135,6.227402560058418
1136,5.947445673425675
1137,7.596403066444537
1138,7.2444779356860565
1139,7.264761008561525
1140,6.441686368611243
1141,6.852091741281057
1142,5.812789814465789
1143,6.577723859101667
1144,6.779091969169495
1145,7.367964074190627
1146,4.634790119436709
1147,6.694388120601451
1148,5.968223193382033
1149,7.619808701227548
1150,7.041639748740025
1151,6.55583860580515
1152,5.315315353338937
1153,7.529456274941112
1154,6.999334232247386
1155,6.141102994698849
1156,5.731461821367217
1157,6.512599437215791
1158,6.621351941740305
1159,6.774234622285917
1160,6.607636353505785
1161,7.540630017446476
1162,6.797546482078602
1163,7.748616274438943
1164,5.674655638157789
1165,4.390568433394171
1166,7.242609934039181
1167,6.465956813541681
1168,7.430646246664775
1169,5.1208150649321755
1170,6.7353384733283095
1171,7.798811298386448
1172,6.383742955401982
1173,6.278976125239177
1174,5.2616904426191375
1175,7.5417814885381755
1176,6.660947122604279
1177,7.04591400151553
1178,4.343126512250028
1179,5.456401168421209
1180,6.364484041539384
1181,6.008692464610942
1182,6.647937576873927
1183,7.496780375986184
1184,6.409789734114036
1185,6.045796948944317
1186,7.444158899440427
1187,7.013100334510837
1188,4.202496590350949
1189,7.753370420435729
1190,7.728174789445865
1191,7.032725781054369
1192,6.94027915061142
1193,6.384203206178615
1194,6.672081512954396
1195,5.863776441937242
1196,6.776350436943748
1197,6.799377012992379
1198,6.5447901836391145
1199,6.389078986773178
1200,6.9349739266549735
1201,6.234842343472956
1202,5.1890534335372696
1203,7.150049470605282
1204,6.650577309686163
1205,7.801497842409809
1206,5.545649439522704
1207,7.720618174300649
1208,6.246610754311384
1209,6.530040650762157
1210,4.58936484555477
1211,7.057661266909464
1212,6.743893682564486
1213,6.90428653283775
1214,6.946184683364192
1215,7.781293320418747
1216,5.215937365524265
1217,6.91090919525504
1218,7.116850810845754
1219,7.224720692406907
1220,6.795874345749509
1221,5.527367780426513
1222,6.804689366983785
1223,7.6822983200255095
1224,7.207320808599406
1225,7.420532494871739
1226,5.790866402222983
1227,7.520434559030732
1228,6.260830035307742
1229,7.041508285325789
1230,6.019012504744426
1231,7.232116071016896
1232,7.361543953274889
1233,5.2352315460105725
1234,6.060483177519493
1235,7.196621119224007
1236,4.4338646358374385
1237,7.522931252003304
1238,7.023718448015227
1239,7.083345452129821
1240,7.102053168499162
1241,3.7094327768172772
1242,6.546788903432637
1243,6.737442553317324
1244,7.588876216018723
1245,6.9857029544026075
1246,7.689322685926526
1247,6.294325507240344
1248,3.2151206833809
1249,6.539668035897899
1250,7.331905717024302
1251,7.628403008113874
1252,7.452902164323174
1253,6.1151447158595715
1254,6.917598867461041
1255,4.522172833426572
1256,6.403546574869339
1257,7.901938341331964
1258,6.830680839821799
1259,7.62996800700632
1260,7.647398717192914
1261,7.0197675883769985
1262,6.6237174489263815
1263,3.9684223009406745
1264,7.645247479423875
1265,7.242729566620463
1266,7.583611727578273
1267,7.575972566773407
1268,7.338345254255707
1269,7.453969217592593
1270,5.727252064685932
1271,4.714638961298345
1272,7.142129558258656
1273,6.32181327675657
1274,6.260323036301221
1275,6.666229451693869
1276,6.40979926662736
1277,5.274465212425247
1278,7.792984749405566
1279,4.025060476852677
1280,5.335718008156254
1281,6.340536803374594
1282,5.693777029057903
1283,5.913923116313322
1284,7.590620553150061
1285,7.782841778962803
1286,3.213008656504931
1287,6.450734947392506
1288,5.752894523582554
1289,7.689677127173992
1290,7.056066624132446
1291,6.972827722419485
1292,7.067868125995082
1293,6.318195817567981
1294,4.714005562026189
1295,6.000379496175631
1296,6.604533481277871
1297,6.501627519693181
1298,5.1096316353215085
1299,6.1382310466763474
1300,7.7993281106472265
1301,3.9430724880484638
1302,7.038198512970781
1303,7.363640865626842
1304,6.972649812615975
1305,5.884600661865276
1306,5.555880224042715
1307,5.59929535741632
1308,5.783738484898196
1309,5.930916003636135
1310,7.753383076077325
1311,4.524786330874397
1312,7.523717612197853
1313,6.92208014352705
1314,7.472485712913262
1315,6.642674433712099
1316,5.624730188513336
1317,7.513563133833812
1318,4.701483272983086
1319,7.210667655052693
1320,7.014992506062762
1321,6.4627554948156005
1322,6.266198297967801
1323,7.403334943656125
1324,7.12422993188017
1325,7.103628817505073
1326,5.724558956418113
1327,4.754165813422051
1328,5.71765395303447
1329,6.224709642321601
1330,6.305067210410781
1331,6.772549014593627
1332,6.969867681522759
1333,6.920714935042005
1334,7.232822045472032
1335,7.761385319853765
1336,6.353810435170034
1337,7.705319415212621
1338,7.347512575177986
1339,4.195278334601576
1340,7.729676121189966
1341,5.613656338093339
1342,6.940657115453749
1343,4.992840851851899
1344,6.142095823547695
1345,7.477715977814968
