,sum_entropy
1359,155.5916648404437
1360,214.26472879620988
1361,488.5392042035318
1362,129.26966759546923
1363,2036.403129123763
1364,256.6323480748286
1365,135.86010873293017
1366,466.20893984017357
1367,152.16651704672253
1368,314.9860769312129
1369,143.7543597019232
1370,339.690822652679
1371,1087.511524182154
1372,204.46495632741883
1373,308.7044902621977
1374,593.391487708506
1375,268.3711642696583
1376,43.69918357903991
1377,302.5326310670807
1378,261.8610882564615
1379,181.06513044295687
1380,199.20269967354812
1381,255.67524340866686
1382,146.03588448604071
1383,428.9373062993565
1384,1694.9138895382846
1385,41.108177562877714
1386,219.40639454799577
1387,268.59664345707097
1388,601.9860503136283
1389,154.72403196413563
1390,1074.7183146378957
1391,329.1183837962223
1392,457.7840659629867
1393,228.6555656810701
1394,448.5618762406232
1395,561.9446343700183
1396,108.70043826008359
1397,519.6461589227837
1398,210.87321312732777
1399,365.398200214408
1400,427.0829802104599
1401,2016.809221543866
1402,226.86870082368162
1403,100.02781363739246
1404,540.6288873292526
1405,441.9965713289288
1406,408.2885198566943
1407,443.44854199588104
1408,129.83576021209535
1409,356.6660374949422
1410,543.2131133988042
1411,287.0728198464993
1412,36.59186139363096
1413,400.14802941571776
1414,549.1213243208837
1415,192.1146257721118
1416,107.06971923563233
1417,169.11494228455564
1418,388.88468544858
1419,422.71368134674645
1420,438.20635059461665
1421,1016.1583564887187
1422,581.1602118079401
1423,211.895608959613
1424,492.6567658911229
1425,191.6953543807844
1426,180.08791197611376
1427,944.6472829369584
1428,94.15899373138203
1429,85.1370154119558
1430,168.3308151720608
1431,402.49088336741426
1432,190.95507142716644
1433,113.90752504563952
1434,209.27404372716586
1435,780.1445367166193
1436,37.82749585462089
1437,520.520345247444
1438,503.453734239951
1439,71.74595126184981
1440,408.8199693529584
1441,510.0202686933072
1442,416.45204150251334
1443,10.879990621560069
1444,870.7520647610271
1445,376.6197265620128
1446,2082.2554911245793
1447,103.21187162644621
1448,44.49887146540602
1449,754.1937813147456
1450,85.87516455488736
1451,202.69465216167777
1452,203.14334468352195
1453,282.9143431134639
1454,411.0413727610017
1455,61.29180662545926
1456,858.2057246099312
1457,277.89939196205154
1458,627.7132379328939
1459,434.4522103377278
1460,222.38144266670878
1461,204.45836546626182
1462,151.25118667112838
1463,309.91791889880085
1464,92.58068896318775
1465,514.171825356348
1466,86.20334673818358
1467,244.58234143911153
1468,224.24299098727388
1469,515.6244008803569
1470,542.3128198894642
1471,564.7466077506907
1472,260.7314138392364
1473,83.72180357788383
1474,1194.7387105402981
1475,530.3806183299306
1476,645.0892462344
1477,214.18255882026844
1478,1154.2292901325714
1479,317.08758709482976
1480,623.1461546272473
1481,245.39646533875444
1482,466.137929980921
1483,599.3429258394499
1484,182.33882292590715
1485,459.4153686485877
1486,689.4296338095903
1487,627.6869803058411
1488,871.5875302774986
1489,434.4522103377278
1490,411.8838254828893
1491,387.13521808376646
1492,418.10865779425325
1493,140.19146168516718
1494,1146.4331993011135
1495,49.49226421111603
1496,2011.8577907672004
1497,161.7933484793161
1498,450.2315533586993
1499,500.2715380993728
1500,452.81558881791807
1501,421.9879975761725
1502,148.40417745119103
1503,1784.398186831498
1504,171.37808070865847
1505,206.1664034524492
1506,821.767231895864
1507,478.47927006550276
1508,519.5273427410577
1509,195.275498606438
1510,1305.9778184076197
1511,110.9062490307002
1512,378.4445617596316
1513,266.5223174612603
1514,68.1967827804311
1515,191.07188515500135
1516,1133.3160736093962
1517,661.843431802506
1518,171.25424306067296
1519,326.9420361971893
1520,194.9207667740252
1521,176.2951866367937
1522,52.93143052043847
1523,465.46384849623144
1524,354.79321822260175
1525,191.0035825089089
1526,109.01493883467447
1527,120.65692225279653
1528,175.02753820570925
1529,290.3969961937368
1530,189.99453923130184
1531,357.87666630541366
1532,739.4761130939269
1533,170.64356666574392
1534,322.1550691191673
1535,544.8543848565168
1536,187.4098803704255
1537,1232.299501798366
1538,237.29034800914067
1539,472.8257579492809
1540,86.84269137636406
1541,114.7055949528278
1542,588.2377971962843
1543,760.4443631788041
1544,841.2768669285067
1545,23.7243478776659
1546,138.03312597444855
1547,434.72557301160987
1548,142.93554839441342
1549,592.6206494939348
1550,153.68551463413428
1551,127.65050755356721
1552,189.04030469942418
1553,220.0232846872394
1554,339.84001374516964
1555,361.7052118602009
1556,472.8257579492809
1557,283.7633075695177
1558,1127.4564295135108
1559,79.7121577533712
1560,324.01131664058147
1561,284.27018393945633
1562,125.28583613689011
1563,139.4851612427595
1564,155.5916648404437
1565,166.43533058663954
1566,1361.4720859425086
1567,214.1858531974022
1568,140.58470613664514
1569,236.0366655215587
1570,183.4542489261651
1571,450.3608103041285
1572,535.735998303536
1573,302.6617995345734
1574,1209.2917169540633
1575,366.83248626336416
1576,234.72876438989599
1577,174.07382534165959
1578,604.4273179747732
1579,124.68521570663529
1580,609.45317115266
1581,321.05540595591793
1582,115.49871724126471
1583,132.63006115345488
1584,97.72394906146494
1585,129.10909746325848
1586,550.8892088295337
1587,268.08366467240205
1588,240.70898587133223
1589,583.849770860066
1590,646.3929358765798
1591,0.3826208560182447
1592,289.5465131195122
1593,1522.7650399497238
1594,238.63754389153658
1595,526.9764333284157
1596,704.1362488755026
1597,58.34372038012439
1598,47.60865178158333
1599,348.84582212797
1600,131.25495634649948
1601,38.7170641499579
1602,583.3170114852422
1603,438.70083510273355
1604,582.3059957542927
1605,288.72223256314766
1606,158.60664012952668
1607,182.79275301338157
1608,332.6500953832266
1609,159.79376476661125
1610,355.9253517332058
1611,80.91085014456355
1612,61.96713485490559
1613,304.38525145727846
1614,148.97153762870593
1615,428.5317349862389
1616,143.54229599925594
1617,535.2866541534337
1618,73.13522647077372
1619,236.7256458418821
1620,238.97008946958954
1621,749.3588256608925
1622,457.41761186302847
1623,257.46762019099833
1624,634.2867119859986
1625,131.84420878228252
1626,600.1489340964563
1627,130.24363367915478
1628,193.53204335803053
1629,187.48623519637277
1630,316.9934209766254
1631,215.40234604534837
1632,515.7315221539404
1633,1039.5821114601072
1634,783.6651620050827
1635,0.3826208560182447
1636,296.0962042551592
1637,82.86278746761519
1638,399.5765251479564
1639,224.65276061520706
1640,88.18854332050714
1641,847.2766787059214
1642,107.06971923563233
1643,130.93611383912017
1644,95.70066160604522
1645,67.59182306538725
1646,281.67170313612075
1647,311.91744882309536
1648,58.60808438965578
1649,359.0489827961538
1650,248.27749237394045
1651,439.5546965465909
1652,846.3693395442803
1653,112.51985946107663
1654,445.96236407060263
1655,277.42943624975436
1656,145.05568720564622
1657,258.09904236719734
1658,156.61458733665174
1659,303.15436876652626
1660,196.2639021326526
1661,849.924272070286
1662,1153.4315918630277
1663,230.37412847722877
1664,145.7733715128897
1665,155.77482705579365
1666,971.140997365103
1667,722.527476476351
1668,139.0034677905427
1669,363.11209720666574
1670,152.7466890046993
1671,165.22321034748413
1672,40.253474514543285
1673,78.61779494240264
1674,546.0845768060734
1675,145.0390307186359
1676,281.0398841554971
1677,366.23925580645914
1678,273.4121899306834
1679,70.68062951055015
1680,64.06294446021155
1681,171.6860416177254
1682,274.04213806472546
1683,108.47025014105803
1684,95.03443705321209
1685,423.74779780930555
1686,67.63907337273248
1687,297.6279511693905
1688,159.84842953707508
1689,114.53632820223213
1690,490.73951462929097
1691,894.6199827204772
1692,140.67221640388325
1693,166.7608051203158
1694,326.07282353824644
1695,179.83677606159998
1696,249.1559063423715
1697,398.26087000069464
1698,334.57652197357436
1699,136.80498275094118
1700,120.93292420653906
1701,88.16298114697285
1702,115.72728417545864
1703,211.4352857800462
1704,620.6182635465864
1705,645.1531859708181
1706,154.9354113877202
1707,768.359958969831
1708,388.7874090187068
1709,271.395985990908
1710,252.65898981418178
1711,193.17873554361927
1712,686.1820612239417
1713,306.7467593936152
1714,161.4182556043193
1715,399.70509004564155
1716,197.7238064907678
1717,20.32823143610487
1718,206.65485264667535
1719,146.66888331951412
1720,201.0237584090207
1721,240.2559455157865
1722,406.38959484914886
1723,1066.0475147506293
1724,463.96184571854883
1725,758.7790168093845
1726,815.1194960131133
1727,133.2763261942441
1728,727.6215380744967
1729,493.1129750653837
1730,501.3539099763289
1731,88.00899984317003
1732,182.70333170996238
1733,947.0328484143876
1734,137.90252360291865
1735,153.155648534041
1736,23.536147510199427
1737,346.09406867128575
1738,384.5687730628416
1739,1412.5543649227284
1740,970.2857887936605
1741,155.5020898629707
1742,177.56689208060124
1743,476.8864630367568
1744,143.28461682546856
1745,314.2062115572177
1746,7.074768630293525
1747,1213.3337655895812
1748,450.23205966837344
1749,167.5576784069018
1750,502.3583418384477
1751,563.5968795158361
1752,964.3614257790846
1753,327.55979384503564
1754,327.55979384503564
1755,875.4855295157115
1756,278.46096713809646
1757,96.29315053655307
1758,158.62437950897203
1759,1213.139837490615
1760,315.2806395645611
1761,358.7932183339921
1762,453.292933726568
1763,203.73781844600188
1764,77.41351768452405
1765,291.0633808616539
1766,429.8690406849218
1767,286.4565263894734
1768,158.79619803480477
1769,440.24745337371274
1770,210.0572160707719
1771,373.98852149604244
1772,384.9005636050258
1773,969.6261250501366
1774,129.3974702285065
1775,903.9125963083103
1776,308.12271691781
1777,760.3727464026033
1778,542.2170536199669
1779,790.304387758403
1780,105.71479508471467
1781,76.22200928275271
1782,191.52196537604024
1783,519.5566966996483
1784,325.2678695129827
1785,346.9308705376826
1786,348.1771020033251
1787,593.8553965472667
1788,1388.6473559586943
1789,405.13472516418244
1790,149.00376034530123
1791,1258.300170418717
1792,260.95877256948717
1793,453.6590424844515
1794,0.3826208560182447
1795,176.47371685242712
1796,432.5410443473733
1797,156.36544888073018
1798,251.28920459257822
1799,111.01029477450629
1800,261.20649851016657
1801,958.8791062795055
1802,220.12887789687056
1803,97.99777467210146
1804,482.1371562391325
1805,468.31548364366904
1806,365.4634669415863
1807,1365.1762726396555
1808,134.94076331789157
1809,350.16496847688484
1810,211.76773228002
1811,91.30859238512878
1812,10.971798357591732
1813,51.8253504697049
1814,142.74692816814309
1815,276.2403124228986
1816,72.95912038878083
1817,465.28008299047826
1818,428.651199437249
1819,781.8379127307791
1820,58.661883576192345
1821,206.85347103449917
1822,211.72938835989453
1823,323.7495243966108
1824,231.49314811717227
1825,285.8931464887381
1826,280.4606558070255
1827,441.2014622693128
1828,137.19580538890426
1829,208.30682543440466
1830,382.5692836103824
1831,266.42658711852846
1832,144.12202356478613
1833,523.8028461422738
1834,230.55836306639736
1835,512.9480426800279
1836,800.0260897823593
1837,106.87236996341268
1838,262.47800748329234
1839,145.7735351399705
1840,187.44046909780104
1841,61.457569530925376
1842,302.7773271476424
1843,371.28179459328294
1844,32.090407714953
1845,1140.522596226272
1846,309.0987197617798
1847,301.5665302545198
1848,313.89375005307716
1849,91.77854007393385
1850,1863.5712817549086
1851,192.24280559062052
1852,751.4381232418187
1853,1154.2283020928135
1854,645.2871492331012
1855,42.46260636819333
1856,278.4346511544223
1857,284.2611167689532
1858,128.08245092802454
1859,280.17102381021544
1860,212.8795747373996
1861,204.82313692882423
1862,68.84413145108431
1863,367.6992874625674
1864,510.20521935170837
1865,459.47604628552955
1866,149.7757520704814
1867,731.3492731016817
1868,189.06973920784867
1869,36.90815853478498
1870,92.7119083389069
1871,247.26375713130403
1872,71.813781930254
1873,293.4980395437006
1874,126.63037439951405
1875,167.90399379701276
1876,183.26406018052876
1877,85.03564320052077
1878,204.65686539048266
1879,211.5198515792771
1880,282.16031617204175
1881,351.7316601907893
1882,147.13918596923605
1883,173.1613849271916
1884,144.1040118926415
1885,364.81406173151936
1886,257.88604142771925
1887,401.7767038827091
1888,247.86880139712153
1889,845.8904579183977
1890,544.9650938722064
1891,505.2575182423404
1892,437.6171310165561
1893,290.69756657929184
1894,188.7159824318922
1895,536.893751734983
1896,256.0566130918261
1897,846.3693395442803
1898,287.1242922824592
1899,502.04508785528736
1900,248.53783175387534
1901,40.4735350352614
1902,1406.3586683538335
1903,153.88901595364518
1904,168.86575684933905
1905,488.05280247040736
1906,795.5019064978941
1907,99.01278236843986
1908,42.757865051012296
1909,326.8823797318157
1910,129.3446614315327
1911,304.64641017181583
1912,274.5467797568886
1913,353.5128901249494
1914,731.4877904438275
1915,112.70281576405384
1916,197.22663307251858
1917,129.83576021209535
1918,813.3761223563514
1919,419.7797550007981
1920,241.28343881401298
1921,259.8448372605761
1922,891.8019675589017
1923,217.08869855591536
1924,124.09614460777
1925,420.2944180667552
1926,797.8832707665175
1927,782.5962207048437
1928,104.59313193303763
1929,786.5568256173518
1930,1373.6446670410153
1931,116.21388773854413
1932,269.0059190162305
1933,1026.4917150615358
1934,138.89733906772932
1935,1444.042996038649
1936,60.10746279145349
1937,706.6376655298258
1938,156.21820556887408
1939,595.7262563401994
1940,5289.22954274038
1941,256.83282505206745
1942,542.3963510628361
1943,315.5097810324089
1944,177.79298306690106
1945,529.3177330862867
1946,200.8853299030093
1947,188.2977638035357
1948,421.83163564087613
1949,581.7352365626317
1950,292.5735494846718
1951,131.52394985336878
1952,390.2173195947142
1953,812.1624632069693
1954,955.2241346401938
1955,769.9413813165165
1956,954.3725182491003
1957,369.09251553234594
1958,221.8767572451055
1959,440.1448183194405
1960,310.900834640738
1961,645.5325559256007
1962,71.27332916788632
1963,135.6413057470779
1964,1093.6411379365934
1965,245.6794649227194
1966,108.52923196760229
1967,584.2291622217701
1968,256.83282505206745
1969,768.1968062890726
1970,623.2515173713355
1971,56.004274547675614
1972,329.93205976872576
1973,74.96402973397043
1974,312.4545637010873
1975,359.89559597624327
1976,310.15516827461636
1977,830.9340397794867
1978,415.8370376155028
1979,230.0463463373116
1980,166.0364431520949
1981,747.507922019378
1982,473.523673067033
1983,163.95227343800667
1984,452.6330813620445
1985,106.91444500615144
1986,1289.502153260068
1987,564.0344760563086
1988,406.0240789515794
1989,69.06277401646179
1990,132.1631821740259
1991,1011.9620405312334
1992,337.7593958172178
1993,259.3089923543476
1994,289.259353425394
1995,100.69841741443945
1996,496.02187841945346
1997,701.9047699107165
1998,57.97397956772142
1999,474.80981054224486
2000,90.5129602295204
2001,435.8189215027108
2002,121.98054451581157
2003,126.83215009678068
2004,708.9117398846174
2005,125.5266910455658
2006,302.3461547977002
2007,144.45643276916647
2008,30.02951027491332
2009,220.38534129480703
2010,141.05539160163516
2011,132.42395112278086
2012,302.7565233110602
2013,307.50676952982616
2014,254.18684994210284
2015,381.46900910783313
2016,36.178673323946356
2017,220.28748835596556
2018,442.4875834742978
2019,47.57762672776163
2020,40.83235641409918
2021,309.97925693714745
2022,210.03738640695698
2023,35.161507456150126
2024,379.3006350312699
2025,168.93243863241122
2026,195.36844818203616
2027,522.5359919782297
2028,1055.5265548455613
2029,466.6484680180515
2030,244.97525877729893
2031,205.22025143508245
2032,181.73655123505642
2033,234.39058053230252
2034,298.6779623471655
2035,282.23596460841225
2036,402.43502547993967
2037,301.19603424390107
2038,955.6221708924612
2039,509.58208934645154
2040,186.0740098987735
2041,238.30060824004843
2042,107.1765653147395
2043,305.9952668766346
2044,797.4826426500445
2045,289.3994982728752
2046,1231.505332249773
2047,316.87078606179654
2048,274.3535976705503
2049,121.18154314590622
2050,85.66468945756651
2051,0.3826208560182447
2052,271.3985923881624
2053,107.65609389774747
2054,125.40122134056912
2055,65.54812389192486
2056,106.27824616248981
2057,591.169018729453
2058,936.3637875964024
2059,421.26727615413716
2060,311.8998840079967
2061,136.81792385930345
2062,793.6039584860453
2063,310.55238139245273
2064,565.001075387251
2065,181.51336670268074
2066,796.6876499242591
2067,128.31293710539063
2068,174.07382534165959
2069,58.661883576192345
2070,334.3834485904507
2071,138.67189395153463
2072,1897.7602690410138
2073,198.78400628817158
2074,209.6925072989329
2075,45.7665906307728
2076,200.65085858132664
2077,252.7623284116996
2078,110.96217354447413
2079,248.40938652654802
2080,444.1383751061747
2081,202.34326520333005
2082,382.98081506565813
2083,290.9742337420545
2084,555.0344778417294
2085,282.20896095092445
2086,352.48973670094585
2087,13.410073114945872
2088,238.01396501764103
2089,174.45435504415047
2090,133.09665886819877
2091,27.737385766447524
2092,877.8848547744673
2093,81.30287491878026
2094,80.2922042643199
2095,217.45002068417443
2096,371.1741813798903
2097,188.3107724971067
2098,507.331585707171
2099,94.0545175036518
2100,177.9739720746057
2101,297.24545019477915
2102,402.497161545515
2103,181.48387056758793
2104,83.87402802303644
2105,224.66908420771136
2106,90.08626902280893
2107,540.138458847305
2108,357.2248289494875
2109,141.57729550977155
2110,234.6314867465135
2111,317.8914929653378
2112,188.73538209625133
2113,345.9791991471838
2114,405.35602877391227
2115,564.5853388506191
2116,271.3254025992546
2117,542.7014032636912
2118,656.7896087181102
2119,119.94655557430112
2120,640.8251019739126
2121,50.40644607675404
2122,176.5577229830254
2123,66.46073158173338
2124,605.2912731492534
2125,648.8545101710188
2126,362.506397015299
2127,473.8524841915439
2128,426.76299006349876
2129,408.8554442318717
2130,547.9397122558729
2131,250.54136490405884
2132,147.95958830566587
2133,1047.5726835464047
2134,82.517828030812
2135,111.34787071391905
2136,129.83576021209535
2137,716.5009627330883
2138,182.6945324221766
2139,140.6544965971933
2140,392.9570998709017
2141,177.1963675485015
2142,661.4288891217484
2143,233.14641759843863
2144,287.6205229068358
2145,187.7314233473545
2146,208.1820048990925
2147,466.8155003330004
2148,207.64789616820522
2149,174.6747342898527
2150,348.3850708210813
2151,278.714464190992
2152,190.06994680756955
2153,156.31364443422723
2154,1069.7556691379525
2155,137.0119992332661
2156,297.8277388054139
2157,291.18451944444115
2158,67.15564120644356
2159,334.57652197357436
2160,775.5744694934832
2161,637.315117205211
2162,120.05756464688258
2163,490.7453100000436
2164,1185.6493489476727
2165,164.52650648315307
2166,110.21592104348616
2167,295.68558158092077
2168,1.509637891995839
2169,258.88479715262986
2170,1002.3713323637197
2171,172.4299495972673
2172,230.7358243867247
2173,249.56150011719393
2174,713.7612236587914
2175,372.0865869868581
2176,438.3086488844497
2177,223.37889396638946
2178,249.56150011719393
2179,123.65878765949918
2180,624.1834149874885
2181,147.45570663506126
2182,230.66218579021648
2183,89.40556650199348
2184,17.160204622650056
2185,563.7980791305948
2186,647.918781402757
2187,320.1940397351995
2188,360.7916865947272
2189,882.5047112887927
2190,437.4570035219258
2191,309.7966930514333
2192,93.8976173138522
2193,490.73951462929097
2194,1433.179801612783
2195,89.0594554780806
2196,590.5784811626497
2197,727.3157898515665
2198,221.4652769274525
2199,781.1229726402025
2200,141.19673028002134
2201,885.7436017706954
2202,102.44062668420351
2203,147.61859677664728
2204,630.0593194759967
2205,102.96021680999944
2206,482.3526172543576
2207,1074.7183146378957
2208,869.7284008738602
2209,1323.6261255984248
2210,165.51254155088952
2211,497.97473311593717
2212,205.38783587858435
2213,623.852881745263
2214,107.57249217432397
2215,196.79899755242135
2216,148.409308425114
2217,617.8296004575456
2218,0.3826208560182447
2219,101.53048016849989
2220,259.4121795185091
2221,183.48311765974046
2222,53.19873780595782
2223,399.5351765436446
2224,661.1822165890486
2225,72.61884756796626
2226,251.1673086970868
2227,262.08485849644535
2228,196.0218283369905
2229,68.76179539963105
2230,357.6077604883785
2231,144.57145033197807
2232,42.22822870197683
2233,441.58150976460394
2234,253.2661349272109
2235,77.23317944956973
2236,363.13037284868875
2237,136.09859489306172
2238,579.6476719086935
2239,208.03907523624113
2240,384.462849944004
2241,96.52711664336528
2242,206.22414784964562
2243,520.520345247444
2244,312.7393912216742
2245,94.12628940924253
2246,152.06575559604488
2247,662.2458896837006
2248,221.22976438882958
2249,201.25080099862876
2250,783.6651620050827
2251,210.73716199966415
2252,147.7646062134635
2253,1238.7594906163245
2254,173.9521583963208
2255,263.4195837674657
2256,813.3394856396169
2257,829.815708934415
2258,290.3297126905779
2259,364.4892768862611
2260,1647.813936038561
2261,94.97294367134953
2262,57.96349383957296
2263,286.22350951292333
2264,559.7362281321234
2265,775.3306826693328
2266,605.2912731492534
2267,41.45643952401691
2268,54.723738511682924
2269,453.84281320700734
2270,48.820109269364266
2271,623.1461546272473
2272,582.4285909054333
2273,150.4181395309756
2274,1385.7328493015805
2275,294.67874909414996
2276,43.189673091145366
2277,504.53407796702794
2278,81.63477036488956
2279,77.63138585083274
2280,404.5582739033377
2281,312.94893201660085
2282,133.41218006591856
2283,786.9291681763931
2284,70.31528589478293
2285,496.02187841945346
2286,294.44699021169265
2287,122.54813925572101
2288,330.3998960681692
2289,575.8010953035331
2290,159.58934656579504
2291,239.80133565226805
2292,463.0580947712595
2293,333.70757694401357
2294,116.91574966799696
2295,233.5981713724648
2296,437.7349353171206
2297,402.1200233979611
2298,849.6433750160203
2299,113.1014077344575
2300,164.3351686356847
2301,301.7773663678903
2302,688.0434089194082
2303,480.3085533471197
2304,85.73988747596576
2305,798.7569113536472
2306,89.59526155064869
2307,320.7999560687936
2308,343.38568730427266
2309,597.8872407695803
2310,161.083610682186
2311,589.9793566447809
2312,23.173199398663762
2313,784.4298238648687
2314,199.6400953465618
2315,182.58481898978283
2316,175.1485245265967
2317,98.72441970877199
2318,120.19071113719411
2319,211.53088267044225
2320,364.33382708261774
2321,361.0932915066694
2322,427.6884732731557
2323,93.28743433861383
2324,157.43290250867977
2325,212.84653011352526
2326,661.4054557746118
2327,122.91156795253384
2328,1109.335706887027
2329,1319.8598393275347
2330,435.5522777713702
2331,136.05186953589867
2332,941.6323669886139
2333,243.72462122229118
2334,1714.5360606529966
2335,313.8272203555462
2336,308.80914019972505
2337,590.5214471525891
2338,151.1982411051621
2339,49.365417714389345
2340,502.6186687866351
2341,246.51381313952743
2342,237.34348043014813
2343,519.0863167126589
2344,354.80020904092225
2345,502.6186687866351
2346,204.8686244925159
2347,110.2524826313863
2348,661.4631712725999
2349,502.6186687866351
2350,458.9526519198784
2351,1212.2609815667902
2352,925.925327585813
2353,227.60170647680033
2354,123.3998195734608
2355,42.69651860858782
2356,397.8323438525101
2357,65.19729128078913
2358,442.46752985098203
2359,654.9274694741667
2360,263.58633385381324
2361,522.6229102827923
2362,309.97925693714745
2363,257.07946833727294
2364,1526.730681537845
2365,65.14003652766404
2366,628.9709184671891
2367,242.60171462452158
2368,1430.4400077641972
2369,43.319736500334
2370,198.44552317518944
2371,431.49023433008347
2372,1332.2959057330054
2373,510.25658705753494
2374,530.3806183299306
2375,1185.6493489476727
2376,428.529485889631
2377,63.84904510809589
2378,280.8935311585759
2379,390.9281582747392
2380,486.643105146863
2381,126.67154054230143
2382,1284.2149840778704
2383,274.3725042679588
2384,284.83728874861447
2385,380.0628791349094
2386,159.35426235736242
2387,210.5978489299029
2388,239.9864322684387
2389,237.2770528681596
2390,275.4570517046587
2391,237.2770528681596
2392,244.39294548669474
2393,302.7019014773322
2394,990.4970358995758
2395,165.46787681240383
2396,328.31060168707353
2397,358.85383350812623
2398,546.9499604713053
2399,760.4443631788041
2400,222.18482747379713
2401,405.3062799574054
2402,478.60688726050483
2403,1384.6390369546593
2404,467.18451050795824
2405,535.3858017421045
2406,391.53576019331746
2407,754.1937813147456
2408,337.3181639991824
2409,89.71678675426979
2410,465.9386404063349
2411,126.44779443617054
2412,66.62707725714709
2413,260.2681214181381
2414,790.2796225382905
2415,588.4251067091081
2416,1491.5716436482016
2417,2466.6438735261277
2418,106.57028601896425
2419,496.02187841945346
2420,139.54401885270673
2421,418.7587351437909
2422,93.21708829403329
2423,223.28151165592715
2424,248.30035708515558
2425,1301.4604516020756
2426,362.7202151925021
2427,950.6738961188211
2428,97.36835515930335
2429,140.79144086449404
2430,129.83576021209535
2431,264.8244570629824
2432,160.64835634292027
2433,220.00193963231413
2434,270.83427934054816
2435,158.79619803480477
2436,335.25711685735683
2437,103.33510856893392
2438,665.0082324538939
2439,61.97712836700602
2440,159.84842953707508
2441,138.34113920697874
2442,405.715754346213
2443,121.54586056720653
2444,496.02187841945346
2445,174.87248483149875
2446,99.61100069236466
2447,169.76830047942536
2448,111.67163139819326
2449,364.12811282742916
2450,199.74935555993338
2451,359.85636592468524
2452,535.3858017421045
2453,704.9814215110254
2454,601.6495491433448
2455,242.67522698996905
2456,95.6706484329456
2457,377.98843767996806
2458,334.5839564848858
2459,132.9254794145482
2460,384.0260549780577
2461,145.17444416498063
2462,75.2991244398724
2463,959.2227827855022
2464,745.6389666902612
2465,117.89689682984219
2466,450.5039051072445
2467,129.99553574344645
2468,135.2532516797456
2469,200.85071300941556
2470,184.40589826244886
2471,207.65962057569485
2472,705.6118427271746
2473,428.85268591782113
2474,886.6353185498546
2475,1356.2744745045684
2476,435.062381249309
2477,145.45879509124578
2478,54.82080868078722
2479,55.60180655057636
2480,130.39723508846058
2481,659.014003907181
2482,424.1686602344093
2483,446.5985020160528
2484,651.0619966112472
2485,570.7343094686357
2486,354.80020904092225
2487,160.73081967965157
2488,86.2886960231928
2489,129.6374250079089
2490,833.6966038138216
2491,455.2371716542233
2492,149.25599194018176
2493,10.275933416631057
2494,322.4856918940186
2495,648.274749230603
2496,163.44206134803932
2497,537.6179806231656
2498,92.88551822835949
2499,69.17527910912213
2500,149.13583165222448
2501,870.7520647610271
2502,121.16130888056448
2503,400.6926715671274
2504,97.77344796111743
2505,876.087029737894
2506,744.6119206576801
2507,168.1355928157835
2508,428.651199437249
2509,50.35580170372688
2510,879.4709517658528
2511,187.00830134215678
2512,256.45046993965417
2513,373.6418930730089
2514,2718.641169236588
2515,341.3032252551664
2516,101.1630111184181
2517,493.1007766678146
2518,241.31857158978727
2519,778.4875203770506
2520,282.4204205820161
2521,77.6095584764014
2522,860.5103534897684
2523,601.5713705496586
2524,340.3922778562369
2525,96.70803397276407
2526,742.4521560043436
2527,193.5021255826063
2528,421.5829298380501
2529,1000.0508542134052
2530,733.2516174660644
2531,790.5325527715842
2532,321.9941387720269
2533,107.84692051302153
2534,1098.0719683877016
2535,40.34946332901181
2536,209.0612263897611
2537,809.851727816164
2538,484.8388053892689
2539,83.38407580895161
2540,212.2286478831873
2541,420.598858200167
2542,339.37864620590966
2543,281.3641163553133
2544,631.2478954580951
2545,257.3737419279232
2546,667.3164308090337
2547,411.9710221904134
2548,611.1755543801759
2549,568.4934577538548
2550,321.51004447898566
2551,436.7663733886529
2552,391.46770914287015
2553,134.71041957264939
2554,680.3811149458385
2555,873.179671770955
2556,65.09302860582504
2557,97.53861991136213
2558,162.6300538780047
2559,230.17171365374935
2560,128.30876022519905
2561,279.9527747749417
2562,106.21988289808735
2563,532.5116874646344
2564,967.9703927928507
2565,167.99860465216682
2566,463.39033091457884
2567,183.7794703505752
2568,467.58218619566424
2569,493.47093384098895
2570,885.7436017706954
2571,582.3652631971041
2572,967.5795238255271
2573,353.38232616158365
2574,327.49078054812253
2575,1006.2227511978863
2576,215.82229524738332
2577,29.381068691863824
2578,154.738107038464
2579,612.7028506850871
2580,205.064786429715
2581,198.89691684513494
2582,1096.2657023875965
2583,506.56797711431653
2584,302.16609532450946
2585,103.18100220982612
2586,881.5844762244049
2587,676.2758999163498
2588,208.0563965292408
2589,612.2613247013819
2590,362.44481241991576
2591,399.5246495887313
2592,78.60544579860989
2593,61.75497495337194
2594,409.20319055310017
2595,168.13559281578358
2596,97.72394906146494
2597,439.1108790688779
2598,402.04387406747514
2599,218.478975515534
2600,177.9739720746057
2601,927.4965885150577
2602,118.47490278286266
2603,685.2950189298997
2604,1253.6344820424838
2605,44.025683874625486
2606,121.1384297933634
2607,8.480627553193742
2608,615.6774263181153
2609,75.9407591787794
2610,676.2758999163498
2611,105.48299452251905
2612,56.970352416761216
2613,873.4574913530457
2614,255.2681602215509
2615,103.54639674880386
2616,348.32664097305405
2617,237.9247695779559
2618,1605.6824856766098
2619,424.73253719256417
2620,266.28499949308576
2621,60.82593199878457
2622,187.1761190957027
2623,284.9551642229626
2624,204.1623493979649
2625,2230.3480592703527
2626,330.42376573606754
2627,280.17102381021544
2628,540.1357447287771
2629,195.51306175469085
2630,760.2713261583255
