,sum_entropy
470,368.6466313123582
471,310.791819094711
472,553.3849780216432
473,298.5673301412109
474,515.5215743453055
475,178.4916860479195
476,517.0862006924473
477,53.32674145439498
478,158.2210588268651
479,219.74716311687618
480,386.3135758382296
481,291.7341112224017
482,277.27631699166415
483,130.73547594040724
484,419.7518365917772
485,231.99510690508507
486,161.37054230355892
487,488.3206907659723
488,667.5713782253124
489,243.72462122229118
490,133.2472114404346
491,209.72613695068702
492,245.69176489407445
493,90.27870979233984
494,220.68976858546716
495,135.2532516797456
496,499.1136733720344
497,563.1765115408185
498,556.0815810797147
499,517.8329986427183
500,134.73778641158125
501,338.6198660083427
502,413.3786916125671
503,814.7767580845876
504,388.19583430302
505,112.07262508473201
506,127.87837273284592
507,332.9937423725051
508,364.8161193832438
509,8844.953857846522
510,1100.6936758487104
511,602.4961397339389
512,387.4547574558793
513,59.101114099205084
514,175.10342688245737
515,396.91903386882086
516,329.0170613218344
517,162.5650554187034
518,268.0822569787492
519,221.74837897542778
520,860.9169351948766
521,390.2309957141123
522,109.88061355494352
523,778.8320929469226
524,94.32238316699745
525,285.7813047812296
526,159.0563160302251
527,496.0596848326863
528,832.7191807462842
529,323.4365806357603
530,920.2897426134842
531,205.02932623319157
532,1410.0922006560968
533,415.35023104009576
534,292.41755427928524
535,1189.0459564224252
536,160.87686926990403
537,1080.3374152016802
538,321.29733167927293
539,399.5246495887313
540,340.9502133909741
541,245.34693150870487
542,353.38992904285436
543,401.71263951772596
544,108.3715636011357
545,177.49543368194946
546,200.0008852679763
547,723.0109767280115
548,162.0538702023658
549,77.00817066267895
550,253.30858411913422
551,349.26591483464836
552,239.5817257076894
553,419.0333953086017
554,120.33831857510003
555,971.9748056719618
556,273.6058303337337
557,296.2977290189172
558,370.8028311584257
559,317.4890546394418
560,199.39710957177857
561,131.75078694739054
562,599.471054460766
563,302.2548821326205
564,125.08530795524908
565,499.6437181706484
566,985.0655291580765
567,561.5507369893718
568,4618.19074406239
569,693.5675387660256
570,426.8249462549097
571,331.5860578513776
572,348.2174736832541
573,116.37883036557369
574,444.3336350486424
575,798.8719321165077
576,501.50493912170873
577,96.05346695035115
578,46.530342687945854
579,93.25657032254766
580,29.165594993626936
581,681.505848073149
582,132.78008698501748
583,241.44104829732794
584,485.06371542688294
585,566.7028538426241
586,397.60741457557316
587,933.0610805910228
588,715.6393568922307
589,128.51796074112744
590,1112.7249322623336
591,571.7597878124219
592,718.5358665679236
593,209.48348287400867
594,438.61282413509025
595,106.77637229607949
596,511.74586776600745
597,123.3991811022399
598,695.1685611504575
599,449.1838330251318
600,612.9276405561724
601,228.91634747426477
602,120.46797303690443
603,374.93929852689513
604,214.95473633667137
605,424.075347226524
606,246.75663708490748
607,108.20870520543286
608,305.4802271785577
609,177.20974609093582
610,325.117617636251
611,567.2760884421702
612,268.7080328578251
613,736.6884153552181
614,336.0033075866252
615,217.84273168915826
616,210.88549603551584
617,532.0163975260954
618,131.34730358389626
619,98.26014543499019
620,347.3086964648338
621,113.77354913959074
622,422.44566244414864
623,1313.3413149871344
624,465.80256890040016
625,440.8302827449358
626,475.13913544470597
627,196.16671543451784
628,835.6031773741391
629,1123.980539426276
630,273.943000126322
631,75.28092851827755
632,129.19344117377597
633,718.9538395805512
634,617.9971459276841
635,140.6544965971933
636,375.67777961206315
637,127.83625933946922
638,789.6125598906156
639,154.4550379197048
640,197.20574501547352
641,3183.5708899502374
642,162.9302315335854
643,155.37556037474312
644,1056.2652769879387
645,189.39582358632396
646,469.4679840246187
647,444.91844413518436
648,198.06881097234933
649,275.3012991424931
650,1643.2687193978202
651,159.4722681726613
652,189.20927172318773
653,1181.0547189969022
654,127.73609278907477
655,274.46001494150573
656,278.5853528488876
657,250.0123882217538
658,296.64209796751214
659,304.54368679480035
660,250.16568223665385
661,151.2201584869449
662,863.8986658632189
663,136.55984664253612
664,142.52402167578308
665,939.0898293660125
666,322.6262032266247
667,130.34366140315186
668,174.92977585766442
669,376.0449395473321
670,569.612354958937
671,412.09710053636456
672,342.2309736450417
673,169.8992039712681
674,286.4675929295358
675,251.29529823167402
676,343.6857370135027
677,59.57462115758214
678,1809.863414420457
679,179.41186280807622
680,119.19799995953298
681,1042.7859348564573
682,102.41433880716185
683,413.592759989903
684,356.2730991144229
685,1247.8950389323552
686,507.3317245233317
687,80.8770366060297
688,405.2531781661372
689,176.7895087623346
690,533.3696844629759
691,173.69815114286268
692,496.2881779815451
693,364.1412345780535
694,125.80275349372305
695,527.0761516747336
696,773.4424024142949
697,145.07322153673925
698,293.4980395437006
699,132.26332733492947
700,550.012418947273
701,179.01250704326927
702,417.69088307822636
703,1183.1915739544286
704,135.0858316805867
705,439.9049565257747
706,168.8060818480182
707,35.21771079359816
708,626.16445994959
709,469.91969298721284
710,316.75761054698665
711,271.44101570558536
712,548.2958973897486
713,197.49510210978258
714,186.2207109798247
715,724.8873201624045
716,204.29605809092587
717,333.3757295866771
718,88.01897657255634
719,16.752698787112074
720,71.41194131885928
721,489.21370228373115
722,760.3731339165213
723,297.67818863848703
724,201.8340832708266
725,1212.2509958147778
726,271.82544498025345
727,171.2478833634459
728,215.133720820534
729,655.8588363358022
730,184.65604765925062
731,72.85035657097129
732,661.8447114495256
733,739.6322380209057
734,80.7067956292781
735,1110.6890991333548
736,159.32173075335461
737,371.1245854231707
738,207.18887478856993
739,314.889208045831
740,266.1364111396991
741,272.6389551810282
742,446.235138003379
743,137.2544822289549
744,313.1542868098025
745,555.8980116240489
746,223.94145065163588
747,168.90082093756754
748,181.87465550237263
749,1666.4495557094367
750,315.21346890570084
751,297.239447686139
752,127.73232975164625
753,292.9355604946182
754,1003.9520180268928
755,1007.2969382605514
756,151.86388105108801
757,554.7779212415896
758,209.66208901278688
759,209.56487669064182
760,118.14335983308933
761,143.81162681015104
762,123.69761156239765
763,235.14006722393208
764,60.66361333156388
765,45.766590630772804
766,174.8933664454561
767,0.3826208560182447
768,182.7963323368148
769,271.17756218586123
770,229.33154287833608
771,194.23933985215692
772,721.077967429837
773,217.7432406773393
774,397.46629122379284
775,413.49603670331345
776,317.52511431212866
777,42.66874236784809
778,194.0087251956569
779,435.6104451339221
780,571.2444099825703
781,195.1751452193926
782,175.10342688245737
783,392.63770541779206
784,89.5362956924348
785,224.79407258983724
786,328.84998001939283
787,96.9722336828725
788,160.3335950810903
789,390.2353520168903
790,64.66057329881325
791,138.33821262417132
792,179.79096520874316
793,820.2736220400391
794,113.91470711472844
795,318.01345149703485
796,813.3394856396174
797,533.4202168086737
798,129.83576021209535
799,124.45524903654587
800,502.35330693811846
801,140.26244530832932
802,172.16161982048703
803,119.08595285115217
804,1332.2959057330054
805,617.4192034885457
806,138.45291299147107
807,391.3713378156411
808,302.1063797885887
809,254.8056382837569
810,211.00576310067078
811,153.68551463413428
812,447.34928112511693
813,255.7678624715957
814,514.0389782865652
815,176.38594367575178
816,357.50117857002334
817,254.32926929627138
818,447.6659169100816
819,194.7755694289387
820,366.1468457078918
821,371.47271668867256
822,314.8302218077101
823,117.14715708691367
824,336.77746485569395
825,264.4797030820934
826,576.3836304601049
827,317.80345782926304
828,505.16822587990026
829,474.2013189460869
830,180.17320591973035
831,233.28700652072823
832,264.1623019159241
833,264.5967443722253
834,1094.8220313119368
835,546.9550177236557
836,190.77085132230076
837,19.946112137017437
838,148.08105435031
839,295.8458473180469
840,361.6631809450369
841,10.656987171635752
842,249.80959664577912
843,188.05390278699966
844,48.74464453322347
845,248.53783175387534
846,176.23401310702516
847,232.2937939104566
848,163.3853723711683
849,396.45591162158416
850,263.5037962300444
851,206.9102475465874
852,161.6685509879665
853,206.80578980221662
854,489.0605374896484
855,298.4564594641179
856,358.85900779357604
857,1070.679229902533
858,416.6363990075508
859,99.70708561311255
860,163.48129463253804
861,401.83057521061363
862,174.65307108062925
863,317.1862152937044
864,589.9050172822595
865,171.17969425528022
866,237.2064039868665
867,276.0013237737786
868,178.0224569850576
869,260.2360396259983
870,312.9185635538102
871,849.3890470753896
872,362.8699335382675
873,168.36111565801144
874,171.96491874531785
875,286.9020751073046
876,212.83037544442777
877,488.8268982141855
878,424.32026140502063
879,286.2651367748041
880,213.04426133384712
881,79.51676662225768
882,100.31985077323463
883,94.30719620228417
884,208.21299276457276
885,184.7665493138033
886,651.0619966112472
887,98.59307598337851
888,476.1961791789583
889,605.2912731492534
890,152.04471873241994
891,190.98247661998178
892,296.30813363039977
893,537.8442491106347
894,339.73136271240946
895,188.71028353451862
896,51.865061902236796
897,570.4410030632961
898,139.93367131841188
899,499.5366565720877
900,395.4465661467179
901,412.17073576576604
902,246.69180869324546
903,239.81068947022155
904,177.4789012639855
905,323.7329192026271
906,273.29832842989117
907,716.9647807196493
908,2070.8462906521363
909,521.1487301269348
910,1865.213194864259
911,184.830901851168
912,506.090562853402
913,66.34185495111643
914,366.8988778627628
915,671.1105152641888
916,499.6437181706484
917,57.16588575485933
918,159.906076365505
919,356.49844838071624
920,117.6027210494003
921,230.51199139109087
922,184.07045697464966
923,1245.6685435018094
924,259.84581346356686
925,354.8652796152801
926,321.1587221581428
927,1678.4920172304421
928,240.90831083989517
929,740.2199073749824
930,237.34348043014813
931,122.72333792560852
932,180.39128807524352
933,226.98000734913842
934,111.62655836782795
935,849.2944736496206
936,477.4969881472833
937,80.5154866344318
938,92.20748578326118
939,275.2802457646427
940,348.4057846790935
941,323.40913599623644
942,721.0609005252351
943,650.5347188964711
944,187.13477393639542
945,127.26528990441378
946,209.82292307420767
947,198.56025870112344
948,376.88861013471296
949,328.6164472697214
950,198.24167669208816
951,153.45283798631158
952,149.09038600009805
953,754.1937813147456
954,357.4298594792322
955,303.56258639769305
956,373.86938821353874
957,398.26087000069464
958,216.16333390125152
959,183.18730018008722
960,97.72394906146494
961,270.88145357580464
962,142.7973112027484
963,261.24627990144336
964,114.0023624747994
965,250.36787301159595
966,104.3942217452357
967,334.96085981661224
968,208.76527088947012
969,303.6637173978164
970,1098.0719683877016
971,218.18224471978493
972,286.44609791365866
973,709.5478924015358
974,250.51624767203336
975,107.21172221572346
976,363.58614201414866
977,541.5980949536936
978,130.66716383652528
979,330.6069858854416
980,664.6803906378309
981,169.35971429933173
982,213.98404782608776
983,257.9485147244664
984,978.8637400272003
985,550.8141275027016
986,96.34307145030422
987,490.73951462929097
988,295.3060328412732
989,393.38586481741174
990,847.2766787059214
991,402.2396145323311
992,540.4269611375889
993,530.3806183299306
994,195.48626817204573
995,569.6302114946728
996,321.3514394993428
997,235.57971645601373
998,296.30813363039977
999,783.6651620050827
1000,463.0580947712595
1001,648.8236131349223
1002,202.58464855117958
1003,673.9117778912805
1004,33.476532514391835
1005,686.5956758796015
1006,221.58934413618346
1007,383.82807142669583
1008,133.00371356896449
1009,257.3737419279232
1010,69.58750280386897
1011,108.79497121565214
1012,570.4227899681283
1013,257.5885114132404
1014,530.3806183299306
1015,177.7142387455988
1016,214.6140213688456
1017,872.5264905850792
1018,348.19869184172666
1019,209.68129027792176
1020,647.1418405573174
1021,666.631899989826
1022,1733.6711603689039
1023,309.62567423849976
1024,190.06646774334567
1025,488.0528024704074
1026,199.74128002801805
1027,148.56615444068487
1028,646.0784027085914
1029,691.6044030449439
1030,257.43794692175044
1031,184.5801726519859
1032,257.5814263797044
1033,103.67452891948197
1034,129.83576021209535
1035,311.28617664297377
1036,201.68055716607682
1037,387.5881258393147
1038,826.6619693250562
1039,342.67992270148153
1040,316.0793771647609
1041,220.9697881386319
1042,510.4296827648811
1043,562.0997141173603
1044,257.3737419279232
1045,453.2620909517783
1046,144.692521898129
1047,516.4331347101195
1048,445.6825642731496
1049,936.4669496190031
1050,179.67691621129
1051,416.49342550057077
1052,190.2232082491658
1053,1385.7328493015805
1054,527.4991155695197
1055,440.3791595864202
1056,202.9561231411507
1057,184.53200310080578
1058,330.1453116475461
1059,836.9461299251816
1060,510.20521935170837
1061,1225.274637432792
1062,493.1007766678146
1063,147.18867334920103
1064,232.73046201760616
1065,417.8450585806207
1066,208.8241914803345
1067,808.0321076322016
1068,111.09677904672176
1069,1445.0229187345822
1070,230.74277314455253
1071,380.39088089350275
1072,463.7455514476663
1073,422.0947319731749
1074,198.30510089818566
1075,190.2232082491658
1076,302.59043473864165
1077,44.480744256870324
1078,313.8869094192288
1079,118.37412142390225
1080,274.83324908277547
1081,478.42279345343593
1082,257.3737419279232
1083,476.3811772622883
1084,65.8811777360865
1085,379.1467306955132
1086,287.5696805618165
1087,285.036232580844
1088,812.9348966303235
1089,139.38520319816996
1090,151.80915059033933
1091,448.4429368183822
1092,86.56145463843362
1093,142.02268058889715
1094,208.73545102649263
1095,151.59147272778608
1096,97.06692470622421
1097,1479.8400321814931
1098,165.74779155295784
1099,151.15264336807496
1100,229.96578484729147
1101,397.2214561779571
1102,417.91359404821526
1103,188.30578078294906
1104,228.12702258628713
1105,198.82304185509406
1106,356.38214263763774
1107,819.9640673751421
1108,298.26406956083497
1109,204.51463299037306
1110,158.80614139996035
1111,446.15337548900254
1112,1101.511895416557
1113,999.8527002574399
1114,860.5158119881529
1115,413.4728048445667
1116,188.85204704039782
1117,543.047361424432
1118,528.1786212082716
1119,192.79312353352395
1120,610.9742148996371
1121,468.067924179796
1122,45.08597524261409
1123,70.0742783876287
1124,976.4648651527156
1125,272.2274621621741
1126,342.30277549994497
1127,535.0284328500153
1128,369.56024535343073
1129,220.24651813874095
1130,234.3740913799518
1131,357.39300402689037
1132,595.2038844407344
1133,160.82532029774052
1134,365.9773302355392
1135,412.62414240010474
1136,934.6803375302378
1137,181.48463736837246
1138,340.0226205614202
1139,303.10960602787924
1140,159.23239040611452
1141,454.0178061768454
1142,276.85377056481786
1143,190.6628791555157
1144,400.813086812642
1145,535.0284328500153
1146,82.501643571011
1147,760.4443631788041
1148,286.04152365105597
1149,198.06881097234933
1150,662.5790598760815
1151,252.44159201742875
1152,170.91873268668678
1153,409.33893511563815
1154,2013.2482717904506
1155,252.89893665256787
1156,141.92097498652896
1157,230.34113324923308
1158,247.08106395039343
1159,167.83700275409302
1160,32.63991463657654
1161,516.7322939523445
1162,215.64527402476475
1163,365.24568313353853
1164,442.07808378814445
1165,121.4801869715809
1166,251.78650917769374
1167,32.26016471238694
1168,204.92259610426808
1169,120.23553176016391
1170,200.44310998112758
1171,692.8564006543203
1172,735.2270638227799
1173,295.2993321434489
1174,164.58254344287735
1175,455.8545335217249
1176,85.84571620114622
1177,274.8859956016476
1178,58.38592125522485
1179,163.24035685436246
1180,376.89478017925046
1181,131.9713975877578
1182,162.16408950642435
1183,499.29800759752237
1184,317.92798259107826
1185,143.6711490574153
1186,109.67457215301714
1187,670.516629221421
1188,76.93490173132459
1189,993.3921601834088
1190,254.73904854857489
1191,202.59773089355397
1192,230.53648980115827
1193,177.67969191848192
1194,132.98501458469232
1195,543.5749354489643
1196,948.4789555560728
1197,337.23203469812483
1198,364.12811282742916
1199,164.31800910268103
1200,331.6698122951528
1201,243.67274318701857
1202,1266.1795727042065
1203,84.6176183274784
1204,387.5077492559136
1205,373.3094498554203
1206,144.5411699832941
1207,230.99425472022972
1208,989.003998797134
1209,136.14529769607032
1210,80.75981197260981
1211,506.1052478745239
1212,453.1720943007981
1213,259.6405552199153
1214,685.4715132029547
1215,162.93606279940323
1216,424.075347226524
1217,570.0665696343888
1218,529.4403265154695
1219,673.5669520991179
1220,240.16595121780364
1221,295.16603210525875
1222,164.193265445903
1223,456.9383905789174
1224,496.72642801557373
1225,338.74172355621073
1226,365.3307361502759
1227,555.8004396444796
1228,489.7259602535384
1229,355.4919746668508
1230,134.18151516416606
1231,271.8116973405588
1232,428.8910631243869
1233,827.1739429719885
1234,137.91988917963005
1235,57.10402332458439
1236,156.63837990935494
1237,195.51306175469085
1238,419.37653488132287
1239,270.8241070357489
1240,427.47623285731663
1241,54.8724895946511
1242,254.7938796654485
1243,278.24377298478237
1244,249.92430208227515
1245,985.5666325374948
1246,401.05396962147483
1247,131.40894628393656
1248,282.6756899540204
1249,323.6089568627451
1250,853.1237459761892
1251,144.55179936936216
1252,180.14318122336937
1253,201.21368781448902
1254,590.3442748403585
1255,65.8811777360865
1256,295.6292898756945
1257,314.8776422457936
1258,209.49407453558686
1259,318.38697798661514
1260,510.5581091018509
1261,463.58100977327075
1262,1229.0493606673465
1263,135.61064950680495
1264,717.2482846789729
1265,1289.8738333017702
1266,196.59957032215704
1267,451.4961263784212
1268,793.2381825699065
1269,308.15912507510564
1270,605.3689324439878
1271,227.37725742492992
1272,744.5309553533334
1273,642.5679792905172
1274,245.69176489407454
1275,159.47482219013787
1276,176.33784268202845
1277,190.9966793470601
1278,233.26012588679012
1279,236.0366655215587
1280,109.63795875216061
1281,323.45473133858235
1282,107.72355508409743
1283,302.88168335569145
1284,456.3620253125885
1285,554.444497877644
1286,151.8336508510427
1287,179.74621840575725
1288,287.01459104024707
1289,613.5944718111026
1290,104.35793575239013
1291,210.40668592923458
1292,161.1902805559538
1293,229.66133473730147
1294,432.5815814429444
1295,119.01323534977243
1296,369.79787853632024
1297,70.02504528927817
1298,764.3859851368582
1299,255.1433976434321
1300,414.1682035138852
1301,264.03534054110577
1302,4083.916596919131
1303,554.459243769413
1304,1097.1370427034801
1305,175.10342688245737
1306,486.4266598634711
1307,271.395985990908
1308,588.2903068336765
1309,286.58920267140195
1310,252.4260169247368
1311,627.8524997614257
1312,1329.4334595813023
1313,154.64055953562203
1314,624.6931490518061
1315,112.20388391402683
1316,335.3842961795432
1317,403.2798682876478
1318,225.44550683710838
1319,305.85540976047383
1320,339.6323071701641
1321,463.749106944839
1322,1049.3617424613794
1323,161.7229391283135
1324,262.74042360937904
1325,468.0185652525679
1326,438.4086713120025
1327,508.1549144144103
1328,598.3518494546564
1329,433.3891392438619
1330,353.4613851613259
1331,572.7847237410003
1332,870.5637003565427
1333,530.3806183299306
1334,387.84156733201996
1335,546.2579057426218
1336,214.52731209608243
1337,243.73991402906182
1338,699.8073428208886
1339,16.752698787112074
1340,175.67323667671383
1341,301.01845420279534
1342,293.58270091253365
1343,605.092414852895
1344,108.89921915797242
1345,777.5783449601914
1346,251.62267500960957
1347,488.90513819872984
1348,199.511427034409
1349,91.45071639641796
1350,217.79442489820613
1351,259.0134027278323
1352,790.6047878112674
1353,100.02781363739246
1354,260.32508171993237
1355,254.41956510118152
1356,207.9240530772133
1357,206.68018517734538
1358,739.8862745070865
