,avg_entropy
314,7.765985537919244
315,6.625758730685652
316,3.289458889096398
317,5.956184373706305
318,5.252410719562085
319,6.497668974757312
320,6.787569637170148
321,6.8205661076289665
322,3.8570539328614144
323,6.76914352082216
324,6.627239152221311
325,5.943940477258856
326,6.304176355028698
327,6.212113663190313
328,6.181740084837705
329,7.612601216665377
330,6.486019687270759
331,4.711437466207005
332,4.944712245507837
333,6.628860635533236
334,7.501824110671396
335,6.527493727097896
336,3.172666619421391
337,7.773163487167077
338,7.5082765060954895
339,7.132123299171589
340,5.194381352459652
341,6.696836580651865
342,6.602864114711086
343,7.244146044725116
344,6.798431982008374
345,7.641274163240214
346,5.290754747952079
347,7.481118217956792
348,6.478261884123758
349,6.541417185090613
350,7.47508449848698
351,7.00885235766957
352,7.314261720003593
353,4.009336154845771
354,7.1648482608702295
355,5.688998250676638
356,6.941329884241039
357,5.181128712822508
358,6.617199234370862
359,6.868298164062552
360,6.515658736141733
361,6.672585670945743
362,4.684445593611584
363,4.068157804276894
364,7.500657477450115
365,5.48659011902815
366,7.394056679556329
367,3.239671864152647
368,6.939400163303083
369,6.0655433319783825
370,5.283218419897959
371,5.731926980717017
372,6.5288603217658245
373,6.547037100082838
374,4.521304350994248
375,6.62443462358395
376,7.7443466236214515
377,6.572896075905356
378,6.256232242073076
379,6.684891193724888
380,6.338143703033141
381,4.183471503872951
382,7.2422445860791695
383,4.431498242629673
384,5.810084408337238
385,4.369766031065261
386,3.491539365529507
387,5.957576239845052
388,7.441019562370177
389,5.641586819195439
390,7.191244691164832
391,2.9096920161721482
392,5.970821903256172
393,7.467333447232427
394,5.87791355024032
395,6.7598620018127615
396,6.0977451307253085
397,6.4365870656487205
398,6.068826435308523
399,7.278106874020717
400,7.430230398416601
401,7.2193741930477735
402,7.197043113509237
403,7.347749116796301
404,2.849310151756538
405,5.592024294383224
406,6.592169072682929
407,6.8985580230189765
408,7.409101738409084
409,4.686263811668489
410,7.3501284884326905
411,5.966705820062239
412,7.391273134083862
413,5.295036421297515
414,6.371601494141048
415,6.357459644547486
416,7.477683002205413
417,7.256795480585217
418,5.861991292511324
419,4.237156573642561
420,7.256795480585217
421,5.234764432403795
422,7.278524424474111
423,7.034201414793485
424,4.3179133491362895
425,6.80512334338362
426,7.256795480585217
427,4.434372798805293
428,6.777306704382011
429,7.083804595029587
430,7.137737278257795
431,6.744348239702281
432,7.166108634365617
433,7.431799115201859
434,6.624714004866078
435,7.363604063836129
436,7.106861743112465
437,7.0349203572712335
438,7.06964161312169
439,7.112691496725058
440,5.652326301034167
441,5.122775963435338
442,5.282096963704269
443,4.651739090305876
444,6.20046653938196
445,7.170451208417554
446,6.777211824517721
447,7.4600381092177805
448,7.2754785399518624
449,3.4894995308279007
450,6.947403657654071
451,6.146421073899986
452,3.996162707100545
453,6.558165014440043
454,5.260811447786108
455,5.553305852577113
456,7.494811364475292
457,7.028220575510977
458,6.376040661656566
459,6.250176608363823
460,6.364571985366645
461,5.817775451120336
462,3.9671248905885186
463,6.516163701399066
464,6.923135119834179
465,6.775923945185871
466,7.702628940645733
467,7.325238253441013
468,5.8798845275327
469,6.521962157903682
470,5.5855550198842145
471,6.21583638189422
472,6.91731222527054
473,7.464183253530273
474,7.471327164424717
475,5.577865188997484
476,4.743910098095847
477,5.925193494932775
478,6.085425339494811
479,6.867098847402381
480,4.492018323700345
481,5.953757371885748
482,5.89949610620562
483,5.684151127843793
484,6.662727564948844
485,7.030154754699548
486,7.3350246501617695
487,7.51262601178419
488,7.1018231726097065
489,2.769597968435127
490,4.298297143239826
491,6.990871231689567
492,5.992482070587182
493,5.3105123407258725
494,7.356325619515572
495,5.410130067189824
496,6.654848978293792
497,4.854969927076022
498,7.414421081062863
499,6.9977432249015985
500,5.182222554291586
501,7.204678000177504
502,5.990995530616914
503,6.904887780377861
504,6.363866136115082
505,7.471508338982134
506,4.1251087978337395
507,7.084973241968194
508,4.864214925109917
509,7.255909645485252
510,6.87933547405444
511,5.19393223908568
512,7.1750881010348015
513,3.940074273280339
514,5.836780896081913
515,5.924164684609266
516,5.67270795382473
517,7.3893207008501545
518,5.703877808058493
519,6.159677193761883
520,7.618733939777669
521,7.09510901298386
522,2.6162050846415124
523,6.831860464446689
524,7.2555679359228815
525,4.265392608675069
526,6.362252641209004
527,5.976622708827546
528,7.241036354315515
529,7.031230013820877
530,5.899293221881309
531,5.395508585083989
532,7.460805294476702
533,6.293185318789329
534,7.132135470226469
535,7.573541123709715
536,7.660803298566859
537,5.540191872829129
538,5.354955527987882
539,6.549584419487398
540,7.41196116067335
541,7.667091609647027
542,6.092929811083696
543,7.725243067648576
544,7.22477090674238
545,7.717192768780412
546,6.66669617559921
547,6.694546080814922
548,3.522910221790561
549,7.000742787516268
550,5.890897305096145
551,6.1274721900815505
552,7.728442764764174
553,6.547396801696902
554,6.6854621430611125
555,6.311524712155596
556,6.8401457583433425
557,7.40744322547293
558,6.2847937484478935
559,7.559263205700995
560,6.432164824896083
561,6.273846997494788
562,7.310622615375196
563,7.372070295917573
564,6.9491837752916155
565,6.8444344954883345
566,7.036182351129118
567,7.692475849169477
568,6.477125868250196
569,5.214793524556583
570,5.8469170719850645
571,7.536046769349491
572,5.708483175135314
573,6.845813550916099
574,5.696585064726185
575,4.591218000669584
576,5.278999359175882
577,6.4035644633567435
578,5.170038076438428
579,6.66118359446769
580,4.860932498937823
581,5.632279736141727
582,5.106926422500672
583,4.471130524024591
584,6.929481648955471
585,6.667092398148519
586,6.626790242926219
587,6.617454472276758
588,7.3024424172676605
589,6.425898037056372
590,4.450899729049334
591,5.294072109374277
592,5.485006615022317
593,4.76098824713656
594,7.310213735584838
595,5.932020683115527
596,5.749953570404578
597,5.60905368646545
598,7.317563801583764
599,7.613285305510708
600,5.950753791807498
601,4.97644233639706
602,7.529248314806527
603,7.651822418916227
604,6.322198127549158
605,5.17165057593322
606,6.854351030136319
607,4.918577509337857
608,5.874619753433802
609,6.328919503247708
610,3.284016339760111
611,6.520414809680118
612,6.889949560457055
613,6.350762201338087
614,7.149006544396282
615,7.78009756032708
616,7.029516534517195
617,7.189410777379667
618,3.648536210663785
619,7.5584727257684765
620,6.314703572087888
621,6.320752729977263
622,6.212436212413951
623,7.216161071357881
624,6.049384011693508
625,7.110165850724771
626,7.424048991323531
627,5.604763298129082
628,6.738735301404348
629,7.251487351137264
630,7.024179490418512
631,3.5848061199179786
632,7.599614186692704
633,7.648445101920757
634,6.058795548310628
635,4.85015505507563
636,6.059319026001019
637,7.10201440774829
638,6.9877217689435005
639,5.516251354275171
640,5.477937361540931
641,6.996859098791731
642,5.618283845985704
643,6.215022414989725
644,5.389108556060911
645,7.014660132826813
646,7.113151273100284
647,7.6710076575031785
648,7.618031191244205
649,7.647258309513698
650,6.790366609081902
651,7.59391753203149
652,7.007750804562509
653,7.201553164615258
654,5.322337199544783
655,6.237727612306949
656,6.794764703631405
657,6.097863127359849
658,5.932841959350243
659,6.767637484328897
660,6.7612346550446984
661,5.04067194956483
662,7.023566389131861
663,5.937384636632005
664,4.750800722526103
665,6.956220958266759
666,7.681576267300588
667,6.8601927054290455
668,5.830992528588814
669,5.785306762266647
670,6.259476428120187
671,5.216418994131197
672,6.581364877789263
673,6.292563110046967
674,6.820656974512756
675,5.462941265905957
676,7.16011952111464
677,6.61940235084246
678,6.753221695598721
679,7.176474512323049
680,5.959899997976649
681,6.358450822295471
682,4.267264116965078
683,5.744343888748653
684,5.840542608433163
685,7.2132661209962725
686,6.186972250284533
687,5.776931186144979
688,5.195553566232529
689,7.366229531763942
690,5.498656540855421
691,6.680698120879334
692,5.013011898803486
693,7.747685842086245
694,6.989041860762391
695,7.027682022329782
696,7.436946177060528
697,7.253661076836963
698,5.241036420423225
699,7.347962629718304
700,6.962182518319911
701,7.4588544601362194
702,7.594379692331389
703,7.25884401199036
704,6.7542915840293345
705,5.364694591777741
706,7.033586743667425
707,1.4674046163999233
708,6.199648118312772
709,6.713138471245898
710,7.5418478701663485
711,7.540028214044038
712,6.092176637663873
713,5.337705462426556
714,3.267030017189907
715,4.865015571559762
716,5.107401452273146
717,7.576721126969934
718,7.334914714379695
719,4.1881746967780185
720,4.200702430521134
721,6.890333834982129
722,6.498915674500182
723,5.045393027770967
724,7.208360116815236
725,6.346863852433391
726,6.629888901957401
727,6.849915334537837
728,5.661413705803526
729,6.76143130243095
730,6.155201588641687
731,6.622759688270117
732,7.520962630108245
733,7.323091465553522
734,5.0441747268298815
735,7.60745958310517
736,6.372869230134184
737,7.422491708463414
738,6.278450751168786
739,6.560191834288147
740,7.392678087213863
741,6.815973879525705
742,7.437252300056317
743,4.427563942869513
744,7.637909434385427
745,6.463930367721499
746,7.4647150217211955
747,7.3435139538072844
748,7.578110645932193
749,6.665798222837747
750,5.084088208156465
751,7.430986192153474
752,5.322180406318593
753,7.144769768161419
754,5.803190855646779
755,7.19497813043251
756,5.840918501964923
757,6.934724015519871
758,6.16653202978785
759,4.989639921205757
760,6.218071570162596
761,6.252679426528306
762,6.184880578119882
763,6.531668533998113
764,4.044240888770926
765,2.5425883683762667
766,6.995734657818244
767,0.3826208560182447
768,7.311853293472592
769,7.329123302320574
770,3.0990749037612986
771,6.265785156521191
772,6.739046424577916
773,4.632834908028496
774,2.4534956248382276
775,6.265091465201719
776,7.056113651380637
777,7.111457061308015
778,6.928883042702032
779,5.73171638334108
780,7.7195190538185186
781,5.576432720554074
782,5.836780896081913
783,6.88838079680337
784,6.887407360956524
785,7.024814768432414
786,4.504794246840998
787,6.4648155788581665
788,6.680566461712096
789,6.846234245910356
790,5.87823393625575
791,3.2171677354458446
792,1.1986064347249543
793,7.5254460737618265
794,4.381334889028017
795,7.395661662721741
796,7.197694563182455
797,7.20838130822532
798,6.491788010604767
799,6.222762451827293
800,6.5240689212742655
801,6.375565695833151
802,6.886464792819481
803,5.177650123963138
804,7.0120837143842385
805,7.179293063820299
806,7.691828499526171
807,5.435713025217237
808,7.746317430476633
809,7.494283478934027
810,6.593930096895962
811,4.802672332316696
812,6.390704016073099
813,6.912644931664748
814,7.449840265022685
815,6.08227391985351
816,7.009827030784772
817,7.064701924896427
818,6.887167952462794
819,7.213909978849581
820,7.179349915841017
821,6.754049394339501
822,5.724185851049274
823,6.1656398466796665
824,6.236619719549888
825,6.611992577052336
826,7.485501694287076
827,7.566748995934835
828,6.735576345065337
829,7.409395608532607
830,7.206928236789214
831,3.702968357471877
832,5.8702733759094246
833,6.299922485052984
834,7.2988135420795786
835,7.2927335696487425
836,6.359028377410025
837,4.986528034254359
838,6.438306710883044
839,6.574352162623264
840,6.823833602736546
841,3.5523290572119173
842,7.137417047022261
843,7.232842414884602
844,3.7495880410171902
845,6.2134457938468834
846,6.29407189667947
847,5.162084309121258
848,6.8077238487986795
849,7.480300219275173
850,5.606463749575412
851,7.389651698092408
852,7.029067434259414
853,4.923947376243253
854,6.1132567186206055
855,6.940847894514371
856,7.635298038161192
857,6.449874878930922
858,7.439935696563407
859,6.64713904087417
860,6.811720609689085
861,7.306010458374793
862,3.8811793573473166
863,6.608046151952174
864,7.193963625393408
865,5.034696889861183
866,6.976658940790191
867,5.87236859093146
868,7.120898279402304
869,7.033406476378332
870,7.632160086678297
871,7.8647133988462
872,6.479820241754777
873,5.805555712345222
874,5.929824784321305
875,7.356463464289861
876,6.865495982078316
877,5.20028615121474
878,4.877244383965754
879,4.148770098185566
880,7.346353839098176
881,6.116674355558283
882,2.950583846271607
883,6.287146413485612
884,5.479289283278231
885,5.434310273935391
886,6.576383804154012
887,6.572871732225234
888,7.558669510777116
889,6.4392688632899295
890,6.0817887492967975
891,7.639299064799271
892,6.304428375114889
893,6.80815505203335
894,3.2666477183885525
895,7.258087828250717
896,6.4831327377795995
897,6.556793138658576
898,6.996683565920594
899,7.346127302530701
900,6.276929621376475
901,7.360191710102965
902,6.85255024147904
903,7.2669905900067135
904,6.3385321879994825
905,7.03767215657885
906,6.073296187330915
907,5.974706505997077
908,5.5518667309708745
909,5.011045481989758
910,7.6443163723945045
911,7.1088808404295385
912,7.334645838455101
913,2.2876501707281527
914,6.794423664125237
915,6.644658566972167
916,6.8444344954883345
917,5.716588575485933
918,7.268458016613863
919,3.36319290925204
920,4.055266243082769
921,5.01113024763241
922,6.135681899154989
923,5.820881044400978
924,6.337702767404069
925,6.824332300293848
926,7.136860492403173
927,7.426955828453283
928,6.022707770997379
929,6.436694846738978
930,5.159640878916264
931,6.136166896280426
932,5.63722775235136
933,6.878182040882982
934,6.201475464879331
935,5.738476173308247
936,7.3461075099582045
937,7.319589694039254
938,5.122638099070065
939,6.2563692219236975
940,6.334650630528972
941,6.341355607769342
942,7.43361753118799
943,6.440937810856149
944,6.683384783442693
945,7.486193523789046
946,5.828414529839102
947,6.205008084410108
948,6.730153752405589
949,5.974844495813116
950,5.664047905488233
951,6.975128999377799
952,7.454519300004902
953,7.394056679556329
954,6.4987247178042225
955,7.783656061479309
956,5.841709190836543
957,4.105782164955615
958,7.72011906790184
959,6.542403577860258
960,1.302985987486199
961,4.44067956681647
962,6.208578747945583
963,6.698622561575471
964,7.60015749831996
965,6.954663139210998
966,6.524638859077231
967,6.090197451211131
968,6.958842362982337
969,6.601385160822096
970,7.419405191808795
971,5.741638018941709
972,6.227089085079536
973,7.391123879182665
974,7.368124931530393
975,5.9562067897624145
976,5.42665883603207
977,6.8556720880214375
978,6.222245896977394
979,6.747081344600849
980,5.988111627367846
981,6.27258201108636
982,6.902711220196379
983,6.971581479039632
984,6.613944189372975
985,7.344188366702688
986,6.021441965644014
987,4.586350604012065
988,7.571949560032645
989,7.565112784950226
990,6.418762717469102
991,5.665346683553959
992,7.611647339966042
993,6.888059978310787
994,6.306008650711153
995,6.2596726537876135
996,7.1411430999853955
997,7.13877928654587
998,6.304428375114889
999,5.762243838272667
1000,7.3501284884326905
1001,6.688903228195075
1002,5.958372016211165
1003,7.019914353034172
1004,4.782361787770262
1005,7.545007427248367
1006,6.517333651064219
1007,6.505560532655862
1008,6.0456233440438405
1009,4.219241670949561
1010,6.958750280386897
1011,6.399704189156008
1012,5.43259799969646
1013,4.222762482184269
1014,6.888059978310787
1015,4.556775352451251
1016,6.312177099083694
1017,7.521780091250682
1018,6.00342572140908
1019,7.488617509925777
1020,6.282930490847742
1021,6.472154368833262
1022,6.542155322146807
1023,4.553318738801467
1024,6.335548924778189
1025,4.436843658821886
1026,7.682356924154541
1027,6.1902564350285365
1028,5.982207432486957
1029,6.586708600428037
1030,7.355369912050013
1031,5.42882860741135
1032,6.282473814139132
1033,5.183726445974099
1034,6.491788010604767
1035,5.9862726277494955
1036,6.954501971244029
1037,7.599767173319897
1038,6.77591778135292
1039,6.465658918895878
1040,7.023986159216909
1041,5.814994424700839
1042,6.380371034561014
1043,7.699996083799457
1044,4.219241670949561
1045,6.973262937719666
1046,6.890120090387096
1047,6.075683937766112
1048,7.07432641703412
1049,7.3737555088110485
1050,7.1870766484516
1051,7.0592106017045895
1052,6.340773608305526
1053,6.385865664984242
1054,7.226015281774243
1055,6.990145390260638
1056,6.150185549731839
1057,7.688833462533574
1058,4.716361594964945
1059,6.064827028443345
1060,6.626041809762446
1061,6.3485732509471084
1062,4.608418473530977
1063,6.132861389550043
1064,4.082990561712389
1065,7.737871455196679
1066,6.960806382677816
1067,7.622944411624543
1068,4.830294741161816
1069,6.78414515837832
1070,7.443315262727501
1071,7.458644723402014
1072,6.624936449252376
1073,6.11731495613297
1074,6.8381069275236435
1075,6.340773608305526
1076,7.3802545058205276
1077,4.0437040233518475
1078,7.133793395891564
1079,7.398382588993891
1080,7.232453923230933
1081,7.248830203839939
1082,4.219241670949561
1083,5.739532256172148
1084,4.3920785157391
1085,7.582934613910265
1086,7.772153528697743
1087,7.500953488969579
1088,7.527174968799291
1089,6.335691054462271
1090,7.229007170968539
1091,7.0069208877872216
1092,6.658573433725663
1093,7.474877925731429
1094,6.733401646015891
1095,5.830441258761003
1096,6.471128313748281
1097,7.046857296102348
1098,6.138807094553994
1099,5.813563206464422
1100,5.2264951101657156
1101,7.3559528921843915
1102,7.2054067939347455
1103,2.2964119607676716
1104,7.128969455821473
1105,6.213220057971689
1106,4.192731089854561
1107,7.321107744420912
1108,7.456601739020874
1109,7.304094035370467
1110,7.562197209521922
1111,3.56922700391202
1112,7.199424153049392
1113,7.461587315354029
1114,6.017593090826244
1115,6.668916207170431
1116,6.744715965728494
1117,6.874017233220658
1118,5.281786212082716
1119,7.415120135904767
1120,6.641024074996055
1121,5.380091082526391
1122,5.0095528047348985
1123,3.0467077559838565
1124,6.141288460079972
1125,6.805686554054352
1126,7.283037776594574
1127,7.133712438000204
1128,4.862634807281983
1129,6.882703691835655
1130,7.324190355623494
1131,3.842935527170864
1132,7.440048555509181
1133,5.9564933443607595
1134,7.176026083049789
1135,6.158569289553802
1136,5.87849268886942
1137,7.5618598903488525
1138,7.083804595029587
1139,7.2168953816161725
1140,6.124322707927481
1141,6.776385166818588
1142,5.126921677126257
1143,6.355429305183857
1144,6.680218113544033
1145,7.133712438000204
1146,4.583424642833944
1147,6.49952447161371
1148,5.837582115327673
1149,7.618031191244205
1150,6.974516419748226
1151,6.311039800435719
1152,5.179355535960205
1153,7.309623841350681
1154,6.871154511230207
1155,6.021403253632569
1156,5.676838999461158
1157,6.398364812478697
1158,6.5021332618524585
1159,6.7134801101637205
1160,6.527982927315309
1161,7.3818899136049225
1162,6.738914813273898
1163,7.6092850652820525
1164,5.595925111242335
1165,4.33857810612789
1166,7.193900262219821
1167,6.452032942477388
1168,7.3186641465810025
1169,5.009813823340163
1170,6.681436999370919
1171,7.78490337813843
1172,6.126892198523166
1173,5.369078766244526
1174,5.143204482589917
1175,7.4730251397004075
1176,6.603516630857401
1177,6.87214989004119
1178,3.649120078451553
1179,5.441345228478749
1180,6.281579669654175
1181,5.9986998903526265
1182,6.006077389126828
1183,7.452209068619737
1184,5.046475914144099
1185,5.986297877392304
1186,7.311638143534476
1187,6.842006420626745
1188,3.2056209054718576
1189,7.700714420026425
1190,7.719365107532572
1191,6.986128651501861
1192,5.763412245028957
1193,6.345703282802925
1194,6.649250729234616
1195,5.782712079244301
1196,6.003031364278942
1197,5.916351485932014
1198,6.502287729061235
1199,5.6661382449200355
1200,6.909787756149016
1201,5.801731980643299
1202,5.1055627931621235
1203,7.051468193956533
1204,6.352586053375633
1205,7.777280205321257
1206,5.35337666604793
1207,7.699808490674324
1208,5.750023248820547
1209,6.483109414098586
1210,4.486656220700545
1211,6.932948601020875
1212,6.664295504423501
1213,6.491013880497883
1214,6.854715132029547
1215,7.758860133304916
1216,5.17165057593322
1217,6.868271923305889
1218,7.0592043535395925
1219,7.016322417699144
1220,6.671276422716768
1221,5.466037631578866
1222,6.56773061783612
1223,7.490793288178974
1224,6.898978166882968
1225,7.363950512091537
1226,5.708292752348061
1227,7.410672528593062
1228,6.12157450316923
1229,6.970430875820604
1230,5.833978920181133
1231,6.969530701039969
1232,7.031001034826015
1233,5.169837143574928
1234,5.99651692085348
1235,7.138002915573049
1236,4.3510661085931925
1237,7.519733144411187
1238,6.989608914688715
1239,6.7706026758937226
1240,7.007807096021584
1241,3.65816597297674
1242,6.369846991636212
1243,6.6248517377329135
1244,7.5734636994628834
1245,6.48399100353615
1246,7.567056030593865
1247,6.257568870663645
1248,3.0395235478926925
1249,6.472179137254902
1250,7.109364549801577
1251,7.607989440492745
1252,7.205727248934775
1253,6.09738447922694
1254,5.5692856117014955
1255,4.3920785157391
1256,6.158943539076969
1257,7.8719410561448395
1258,6.348305288957178
1259,7.580642333014646
1260,7.620270285102253
1261,6.919119548854788
1262,6.1452468033367325
1263,3.7669624863001374
1264,7.630300900840138
1265,6.648834192277166
1266,7.561521935467578
1267,7.524935439640354
1268,7.211256205180968
1269,7.337122025597753
1270,5.657653574242876
1271,4.640352192345508
1272,6.8938051421604944
1273,6.17853826240882
1274,5.992482070587184
1275,6.644784257922411
1276,6.29778009578673
1277,4.063759135043832
1278,7.77533752955967
1279,3.869453533140306
1280,4.983543579643665
1281,6.220283294972737
1282,5.669660793899864
1283,5.714748742560216
1284,7.481344677255549
1285,7.70061802607839
1286,2.9771304088439745
1287,6.419507800205616
1288,5.740291820804941
1289,7.575240392729662
1290,6.957195716826009
1291,6.575208935288581
1292,7.008273067650165
1293,5.88875217275132
1294,4.553490330978362
1295,5.950661767488621
1296,6.3758254920055215
1297,6.365913208116197
1298,4.995986830959858
1299,6.074842801034098
1300,7.66978154655343
1301,3.6169224731658325
1302,6.806527661531884
1303,7.295516365387013
1304,6.3787037366481405
1305,5.836780896081913
1306,5.527575680266717
1307,5.42791971981816
1308,5.549908555034683
1309,5.731784053428039
1310,7.64927324014354
1311,4.516924458715293
1312,7.304579448248914
1313,6.723502588505306
1314,7.436823202997692
1315,6.60022846553099
1316,5.589738269659053
1317,7.201426219422282
1318,4.600928710961395
1319,7.112916506057531
1320,6.792646143403282
1321,6.440959818678319
1322,6.2092410796531325
1323,7.351042687650613
1324,6.110242409520443
1325,7.091190382614665
1326,5.346447211121982
1327,4.749111349667386
1328,5.644828768440155
1329,5.628430379790414
1330,6.20107693265484
1331,6.660287485360469
1332,6.8012789090354895
1333,6.888059978310787
1334,7.051664860582181
1335,7.693773320318617
1336,6.309626826355365
1337,7.616872313408182
1338,7.21450868887514
1339,4.1881746967780185
1340,7.637966812031036
1341,5.574415818570284
1342,6.827504672384504
1343,4.87977753913625
1344,6.049956619887357
