,min_entropy
671,4.701733115828463
672,6.326660335579732
673,6.0734595872642725
674,6.7028952547124865
675,5.435411698442376
676,7.09240091621083
677,6.527791099377992
678,6.694264226492621
679,7.0399255217350465
680,5.875951775709282
681,6.2797645431044264
682,4.259157474952935
683,5.551157564624005
684,5.617314487983071
685,6.800739447241789
686,5.923686863501894
687,5.722940889144331
688,5.100875073750126
689,7.302890314692564
690,4.561533115390847
691,6.584617648000989
692,4.483505460925821
693,7.646319718757616
694,6.869690729944755
695,6.988382350504924
696,7.035933628988061
697,7.235906383485252
698,5.222174163695871
699,7.298883798885433
700,6.777387203786429
701,7.429241699936506
702,7.561739927474342
703,7.245661354282146
704,6.589695660813995
705,5.325566572288224
706,7.000964276785402
707,1.2317352955453849
708,5.940477924416774
709,6.55830019685898
710,7.406842228114184
711,7.440975171820859
712,5.940388731792478
713,5.244977193235194
714,3.160032288156106
715,4.719901991905482
716,4.686837289181384
717,7.388369109386717
718,7.298372522791222
719,4.1808770302095075
720,4.128882396131637
721,6.696060543681462
722,6.335179406956084
723,4.8084826801683045
724,7.127686684013633
725,6.190337771552638
726,6.468205681478321
727,6.815556730846652
728,5.6259379649078545
729,6.48386033294591
730,6.1293693273490515
731,6.596937024035264
732,7.427786640670254
733,7.221599555045888
734,5.0075205848234345
735,7.2349191955881915
736,6.344910298956195
737,6.973329155071093
738,5.718285994309606
739,6.03630676262885
740,7.262763463383735
741,6.398437525445688
742,7.416865420553486
743,4.264709643257413
744,6.768421439150374
745,6.28094495149117
746,7.426430962666024
747,7.24201180454136
748,7.557427457244457
749,6.5087842815804
750,5.028819927122582
751,7.421971479571863
752,5.231623586124814
753,7.135184214542056
754,5.03951523561867
755,7.167639562971666
756,5.654077648110177
757,6.677242397278972
758,6.133107488518189
759,4.737358543939556
760,6.170201024115904
761,6.100716075372549
762,6.1404489208482405
763,6.054076071123472
764,3.8136639762624793
765,2.2601919641103647
766,6.723883290613088
767,0.3826208560182447
768,7.2890962371030765
769,7.275571356672253
770,2.6326141773757095
771,6.095395072940257
772,5.378458482756642
773,4.612398687859293
774,2.362779161934938
775,6.139775244392126
776,7.016243841787869
777,7.053121313009889
778,6.876584682554057
779,5.625577674548531
780,7.650091534116832
781,5.521675647110395
782,5.724629726766105
783,6.645410271661292
784,6.870995855677855
785,6.227078176083396
786,4.424097109249493
787,6.3395056047976786
788,6.504033815150367
789,6.436835390740197
790,5.814897155397892
791,2.851303884544858
792,0.1062508645157762
793,7.480599371178115
794,4.2910339047050075
795,7.356243123420719
796,7.018290052700955
797,7.165809097321647
798,5.736568109088699
799,5.713658314585163
800,6.34492697632563
801,6.234726681563007
802,6.857248857557973
803,4.918774005325848
804,6.702394299531243
805,6.580278635858729
806,7.620847882621063
807,5.366830576248174
808,7.729576291710106
809,7.403696310826789
810,6.260740609898938
811,4.465737870564873
812,6.123248791821454
813,6.894383147250689
814,7.360659324777901
815,5.730969563400218
816,6.839726411689241
817,6.6234080437037655
818,6.626223939110521
819,7.157719442519919
820,6.524071469165879
821,6.247908232437051
822,5.354502318455598
823,6.141864318551081
824,5.9884534033376475
825,6.502731403742217
826,7.353610633876842
827,7.5462718959465755
828,6.622810280090652
829,7.268885914961041
830,7.188240346794067
831,1.7870913963167576
832,5.67980299678301
833,6.2329043313262495
834,5.979467827639743
835,7.207128588106143
836,6.214667206281008
837,4.984954973987667
838,6.36333874958854
839,6.369481505465937
840,6.773384484603097
841,3.361343162471128
842,6.9536259352489225
843,7.140321607775362
844,3.6484385850395413
845,6.086196272229297
846,6.008954637599455
847,4.975987949404348
848,6.460948965851265
849,7.283457924131588
850,5.52735391328241
851,7.29735236080427
852,6.977850674989762
853,4.4919908729947045
854,6.020186360721336
855,6.910376526350155
856,7.5157574836825765
857,6.337083162211691
858,7.151749396486656
859,6.564628670643524
860,6.295681238264653
861,6.752174732972643
862,3.7299831927318543
863,6.496971590088519
864,7.030783686645774
865,4.794016642313651
866,6.846376609830132
867,5.503906755337897
868,6.717174516844071
869,6.729835034732433
870,7.585310145963908
871,7.814415776178627
872,6.416868338429517
873,5.164338992987707
874,5.644959544345001
875,7.304705980191552
876,6.835932227594716
877,4.9090979626226
878,4.824065481575164
879,3.230730513198502
880,7.271748820431302
881,6.102371750437681
882,2.7095246380442606
883,6.221253663454321
884,4.722223498005772
885,5.22325450808785
886,6.217422722469268
887,6.442331628702044
888,7.346565482795254
889,6.393878511861057
890,6.032814613569154
891,7.605319190242406
892,6.136561333697676
893,6.707222303269052
894,3.133428587861488
895,7.206536878098015
896,6.395802025115665
897,6.078927586874312
898,6.975453344659643
899,7.294204856946743
900,6.226196604111633
901,7.308710646946063
902,6.532685124472954
903,2.625168308544752
904,6.009629971703826
905,6.831090270439282
906,6.036607868352188
907,5.511176015676597
908,5.370973472009703
909,3.9796447062262637
910,5.1121711834793375
911,6.690048397552021
912,6.500543560947008
913,1.3748925361130935
914,6.6021517982019065
915,6.559100789709135
916,6.582528146714312
917,5.586657339074471
918,7.230156781952404
919,-0.0
920,2.7824172855445783
921,4.448508532086078
922,5.957878978799982
923,5.7056022782384375
924,6.282313254683535
925,6.580851742345615
926,3.6704146630592125
927,7.321375360794187
928,5.835001138456359
929,6.187763144094675
930,4.785421791396444
931,6.121296059229057
932,4.940374952475067
933,6.703343049383235
934,6.179880907622817
935,5.0572033018439555
936,7.115849946350036
937,7.232167407565313
938,5.070238404900554
939,6.235366200536985
940,6.196610857423816
941,6.240939437482155
942,6.563343631573677
943,5.942395817184336
944,6.521750757184209
945,7.335571520220808
946,5.458128596009753
947,6.147667012108987
948,6.516051569284708
949,5.877109752624912
950,5.635139925934093
951,6.9303690099802795
952,7.4486642915820305
953,7.1604069991375265
954,6.469419692664833
955,7.754228378224694
956,5.491885557593986
957,2.0206575850621817
958,7.682265189079113
959,6.402622542796736
960,1.1432463427200004
961,4.31431507266865
962,6.027653758169731
963,6.554675740737023
964,7.5697647524033815
965,6.540673908487269
966,6.495334764107883
967,5.721967430387388
968,6.891201604343122
969,6.550578498375729
970,7.399596846367725
971,1.4334259326909746
972,6.091727872671126
973,7.32807672103658
974,7.35604777405832
975,5.852381735045441
976,5.1147393765680995
977,6.132580430594777
978,5.863604471809663
979,6.654622527062383
980,5.954638879555093
981,5.449034035707115
982,6.784458447329361
983,6.932327742929375
984,6.574429184986489
985,7.089602609455069
986,5.85497524621921
987,3.4939252248481263
988,7.550811629029805
989,7.54706486751898
990,6.075597202798051
991,5.044001801070408
992,7.498098083724796
993,6.807825146262617
994,6.253717183615922
995,6.092580429385759
996,6.3313902562178
997,7.0055319907558715
998,6.136561333697676
999,5.637191446470776
1000,7.274241619470286
1001,6.2121920680640255
1002,5.9232864902804865
1003,6.932188508324555
1004,4.617152773004736
1005,7.241148125979645
1006,6.268502732332148
1007,6.4193378830537515
1008,5.703922585670247
1009,4.016891633361912
1010,6.91316943323733
1011,6.347554578553359
1012,4.8124850253037526
1013,4.0143587479637945
1014,6.807825146262617
1015,4.382046332325
1016,6.258488309767994
1017,7.152765105158069
1018,4.123338092648538
1019,7.410565111099926
1020,6.178661771863029
1021,6.177825784425662
1022,6.129565400557557
1023,4.476752208477249
1024,6.2010430429792285
1025,3.808119504700878
1026,7.631006809866484
1027,6.082551247716721
1028,4.4082996779458625
1029,6.383148660559594
1030,7.210775490561795
1031,5.377730778262254
1032,6.004511395364861
1033,5.154205878145372
1034,5.736568109088699
1035,2.3184754815428525
1036,6.90908932089248
1037,7.558637826630774
1038,6.633031181868591
1039,6.233893625180479
1040,6.754768593448856
1041,5.57616495658468
1042,6.33928125031453
1043,7.621492943725483
1044,4.016891633361912
1045,6.615923425141686
1046,6.857365248861093
1047,5.5853039143616074
1048,7.033475972459233
1049,7.250030557198947
1050,7.1013802047963805
1051,6.910201911521751
1052,6.266595259575215
1053,5.4865820730833414
1054,6.984457891222108
1055,6.830500437263693
1056,6.053933974093602
1057,7.654055901736261
1058,4.26397481485254
1059,5.266980411762603
1060,6.567992531960609
1061,6.001526141767575
1062,3.552119552409314
1063,5.790955682241393
1064,4.080613342039717
1065,7.562396490835851
1066,6.8558744972697
1067,7.57545483160631
1068,4.345006518116781
1069,4.0416217335642415
1070,7.419420018560496
1071,7.372659429660019
1072,6.34338567327611
1073,6.087618971127119
1074,6.237123963123825
1075,6.266595259575215
1076,7.282031468500958
1077,4.01258725075856
1078,6.947622264334782
1079,7.054529048127339
1080,6.743727944282968
1081,7.165778530096267
1082,4.016891633361912
1083,5.649685708803674
1084,3.7048468185639543
1085,7.481631205765413
1086,7.724081498081658
1087,7.385512095923114
1088,6.691437744304301
1089,6.176290958559636
1090,7.177141303347431
1091,6.5842818229070605
1092,6.523197100911602
1093,7.382131249304664
1094,6.659223613927462
1095,5.624798195318974
1096,6.345947413172252
1097,6.1424441214056
1098,6.039915979994586
1099,5.421046809008286
1100,5.0217214993732044
1101,7.276315496629102
1102,7.187154266250526
1103,1.490161149228988
1104,6.838709930611446
1105,6.065334201646017
1106,4.092291765777614
1107,7.028570108935868
1108,7.337279362653584
1109,7.263892719158633
1110,7.513214681205767
1111,3.36551209640335
1112,6.121099607933963
1113,7.35545189178793
1114,5.886610129910595
1115,6.067883442642493
1116,6.70024735335172
1117,5.851542684123775
1118,5.241097876268265
1119,7.172232377286278
1120,5.4214237354558605
1121,5.336322126124791
1122,4.982552443317546
1123,2.669951152382466
1124,5.431335848519561
1125,6.675273004631408
1126,7.165899096566116
1127,6.943556523891471
1128,4.7181409072349725
1129,6.813389957053173
1130,7.107509505744471
1131,3.568896740798681
1132,7.391284628757612
1133,5.573865057432134
1134,7.0290945328152645
1135,6.075354328183668
1136,5.761042958084234
1137,7.539074495694463
1138,6.781807930982294
1139,7.132676909719246
1140,6.050295794549026
1141,6.718973336893945
1142,4.115743282876709
1143,6.189444162919458
1144,6.232615282520451
1145,6.943556523891471
1146,4.473132778026846
1147,6.3354105099583276
1148,5.743147237101667
1149,7.61598289319712
1150,6.91128820963523
1151,5.937603080919511
1152,5.027750728893638
1153,5.167320257654335
1154,6.621123057415272
1155,5.8242729820096875
1156,5.610237029109462
1157,6.218380139050882
1158,6.365535377634261
1159,6.579639366197819
1160,6.477365174233158
1161,7.251425740814615
1162,6.601916909885025
1163,7.4205360028309375
1164,5.534939140418857
1165,4.260816873997263
1166,7.13741198529526
1167,6.412852520729051
1168,7.176930573212886
1169,4.908150514153211
1170,6.5823924591350655
1171,7.754120713018091
1172,5.728746465936433
1173,4.327327532334013
1174,4.993609331128191
1175,7.385191129423083
1176,6.547750949619136
1177,6.398312134532816
1178,3.1764932598477333
1179,5.424782940697714
1180,6.20638628060984
1181,5.983916997485998
1182,5.221722113323338
1183,7.390768382277592
1184,4.109693438195455
1185,5.940622399625173
1186,7.175405993537868
1187,6.41022156097844
1188,2.4195438587989075
1189,7.636688449449864
1190,7.702223768756037
1191,6.896734522760002
1192,4.740763659393684
1193,6.2932562162406755
1194,6.6203965354161545
1195,5.540374207264953
1196,4.942349510100908
1197,5.308872325422034
1198,6.446699697915085
1199,4.779401873445821
1200,6.891119800173017
1201,5.336926400695251
1202,5.006262420640818
1203,6.938213923716074
1204,6.191336157823491
1205,7.735752851035571
1206,4.936766540846762
1207,7.655804444098303
1208,3.397230237599302
1209,6.446132773614673
1210,4.34204715271055
1211,6.818561056500273
1212,6.498791288073393
1213,5.83273227151877
1214,6.774336606602588
1215,7.741876713299824
1216,5.1221616137279735
1217,6.785633877011609
1218,7.016346083317724
1219,5.894012773287437
1220,6.493864172546458
1221,5.315790141017932
1222,6.359195359992901
1223,7.156486763737971
1224,6.72597035239527
1225,7.320938023675554
1226,5.612969397588077
1227,7.249059321919502
1228,6.0775032337436
1229,6.912702248737621
1230,5.597664828248483
1231,6.685219557434237
1232,6.756192434534796
1233,4.840138297711547
1234,5.9053907995880905
1235,7.097536732984805
1236,4.3225899088467505
1237,7.517207699123628
1238,6.9599279657030255
1239,6.516395654864404
1240,6.935106267433195
1241,3.613567432036073
1242,6.0494285048115115
1243,6.410937796746135
1244,7.549077308847997
1245,5.382056208664486
1246,7.490236825392846
1247,6.211056390814706
1248,2.912706708059245
1249,6.368194330334688
1250,6.971673507913035
1251,7.585082269170547
1252,7.00170182780706
1253,6.044150743086637
1254,0.4154961363757892
1255,3.7048468185639543
1256,5.825453049267267
1257,7.849019163078806
1258,5.933614533375251
1259,7.5030356000709855
1260,7.5840657909755835
1261,6.486308855909407
1262,-0.0
1263,3.4615511687439087
1264,7.606494571578159
1265,5.519514114488755
1266,7.530227702456448
1267,7.493144704628207
1268,7.0955127644102305
1269,6.980749260522755
1270,5.48866389076298
1271,4.549839917893205
1272,5.742345892642975
1273,5.954733129987405
1274,5.655376115779049
1275,6.593142464904755
1276,6.167985600564762
1277,3.7552040813206817
1278,7.7515382058641
1279,3.7976158266695856
1280,4.915302921740852
1281,6.131492305924499
1282,5.614254966805997
1283,5.566485899672466
1284,7.388868846504624
1285,7.641903900452934
1286,2.8086838730696657
1287,6.37150747337296
1288,5.732126131435939
1289,7.40865756929422
1290,6.838070526999417
1291,5.654509352674514
1292,6.874653825186953
1293,4.942802836069517
1294,4.421929465772165
1295,5.890516275265356
1296,6.156415901259351
1297,6.255482196764233
1298,0.2872866204250735
1299,5.983678219336496
1300,6.144598278262681
1301,3.2190330878458915
1302,6.037453595402344
1303,7.2377526642322945
1304,5.33964001842231
1305,5.724629726766105
1306,5.470034270503822
1307,5.125604007278711
1308,5.211317770787195
1309,5.600468330013697
1310,7.504009636487631
1311,4.508697528985618
1312,6.750632998405151
1313,6.566583927254678
1314,7.389247299608616
1315,6.553583930045278
1316,5.575977206563113
1317,6.405306782986535
1318,4.3880137664277346
1319,7.023940610417575
1320,6.5919006118372625
1321,6.41877300894458
1322,6.118116964935446
1323,7.282247288578812
1324,4.545038366597876
1325,7.070806838911399
1326,4.93564824747025
1327,4.737295160820046
1328,5.477300977545341
1329,4.39094049610316
1330,6.077545478305391
1331,6.524026532958653
1332,6.214518573886598
1333,6.807825146262617
1334,6.742794632503752
1335,7.602817096035951
1336,6.262356124254035
1337,7.459999577195523
1338,6.840613969991868
1339,4.1808770302095075
1340,7.47157257622018
1341,5.549714364545244
1342,6.642654406265679
1343,4.041617942168443
1344,5.886843576566788
