,min_sharpness
532,103.63167526011522
533,458.4521931403682
534,327.3576858967139
535,1571.1897751494985
536,524.9673534804386
537,103.98007678839892
538,981.6979119653322
539,1122.361443144775
540,75.50058044285402
541,956.9858454339128
542,217.09257415494898
543,852.5354778670936
544,802.860208236745
545,524.0873280680971
546,643.3109094783767
547,734.1032330736001
548,0.0
549,1223.7283695710673
550,544.4552154096592
551,2463.089320118275
552,411.68260913888895
553,614.0144698689589
554,440.84383841358886
555,483.38887622711746
556,1172.580301881488
557,1665.1027777202353
558,1208.0245068085758
559,257.5098956940074
560,740.9482326347003
561,1389.038662326389
562,447.1590811851637
563,1007.7418709987046
564,1223.9218419166668
565,363.7865209588429
566,377.47074285992176
567,170.15726163599297
568,434.7291974285871
569,62.94632769122667
570,305.33092671865506
571,2593.2556965774997
572,524.6743224451396
573,732.8889105172827
574,2661.7662694987407
575,2272.286844843955
576,144.33314232431022
577,262.93140468375555
578,922.7872886820402
579,450.46986502236626
580,968.0150814600627
581,233.11781708397828
582,314.785205320248
583,1164.9638906651303
584,20.133055555555558
585,197.17772945206923
586,1421.3819651215006
587,570.3829119998971
588,370.4250384048037
589,274.0660833686224
590,3844.2297905010396
591,644.9366072041869
592,345.06680626416625
593,246.22117430694902
594,155.62804687294886
595,2904.545352271872
596,295.16918386079175
597,853.6145396638847
598,434.410598939043
599,1435.0685053785376
600,1688.9598890726838
601,450.66852009218326
602,800.7974203576584
603,1015.9401989459568
604,473.50185964179985
605,1373.5795720615185
606,234.16019705794196
607,788.9239735216635
608,4517.914396620027
609,233.34472231861977
610,73.42618091506827
611,488.6777397142773
612,336.659627609303
613,464.1129003377778
614,261.44665418232506
615,549.8024572387379
616,693.3088718266666
617,350.52608729325254
618,424.01671219325726
619,599.7869567012787
620,2578.839713795844
621,1395.8647902292134
622,384.03467727771994
623,67.21083574096698
624,271.96310592907935
625,186.95861238372342
626,671.7778576508829
627,1964.3084517548805
628,2086.928481645875
629,126.67275041372656
630,1620.604914673966
631,197.00883240717422
632,272.66827887873524
633,303.4160017936801
634,262.4346817953239
635,5116.690918383191
636,248.82350716779902
637,927.7008168461718
638,398.9699536435825
639,1199.2773551456808
640,595.8428971271198
641,181.03626033092618
642,1796.6407705056906
643,2288.249043134633
644,53.89133786916734
645,1117.9848775740224
646,476.0239322509431
647,853.2817238525129
648,282.7742005340411
649,449.0484343246236
650,597.065156502929
651,1198.7576810197004
652,1954.2174871129914
653,338.7034640238444
654,1903.692482550393
655,651.9608240059289
656,580.2771646730822
657,2606.447201580334
658,368.21591472241266
659,972.6956567312747
660,212.71451915548147
661,734.5699968045512
662,181.53818794019224
663,363.0847137962654
664,3693.818406879408
665,7.206508977758803
666,1446.3192314205016
667,1938.4389621278294
668,589.956456459042
669,576.0152771979969
670,620.2308111111112
671,28.653138713610726
672,657.9481932342534
673,768.3428323734739
674,416.8108432060583
675,945.2682181663861
676,5187.958015892471
677,-1.0
678,394.4756772743251
679,557.204238265586
680,2436.30413251912
681,632.3808989387654
682,4112.414045852621
683,699.9890429253472
684,213.39579052246302
685,1425.8576027375304
686,1866.485131453433
687,499.0956587201464
688,503.6674284858604
689,913.4924746378696
690,183.24695799033398
691,388.978339548938
692,168.83382961622934
693,24.320488432236075
694,1457.0320263692881
695,230.46533855216455
696,72.39363626250854
697,1271.59188756791
698,664.1780676652877
699,682.6644446732845
700,444.97868231342505
701,3854.3986993593753
702,1675.715293023167
703,3265.3018611653565
704,124.80773633452154
705,349.21414371737893
706,7173.370171196913
707,294.9857800917751
708,911.2484963960719
709,151.66645688694672
710,897.1799962875116
711,191.37632222222223
712,649.3314512978354
713,273.7422334213576
714,394.86623924179736
715,760.7582103881415
716,2794.8256793927394
717,516.4312806536219
718,2838.268353696077
719,1445.4219812864
720,1408.0616942680672
721,319.54995851188613
722,280.79748734332696
723,85.18405647785971
724,884.8290528499156
725,291.9193320853695
726,1968.9777187888
727,271.8190409194607
728,432.6525325554233
729,668.636055521754
730,1189.3429410705462
731,3679.55690496
732,128.23084660308749
733,188.3886685406036
734,307.53723616826926
735,241.69483765389322
736,1355.1118615932799
737,187.96504131434273
738,535.4988080675851
739,698.2531139089061
740,1343.2892070759817
741,783.872106715535
742,841.5405498046542
743,539.7434554959
744,1897.3032331195407
745,296.34748545947406
746,9292.234073845897
747,411.72484154932295
748,504.6957292857415
749,174.54909919279396
750,3607.757833456731
751,3762.5536287775817
752,1879.5292186252818
753,11767.155707642223
754,76.84250455800243
755,677.4428738314056
756,673.9157290953763
757,296.2031491005792
758,395.4821173094375
759,1198.5752383877928
760,2482.9157089776
761,438.0590576658369
762,2889.2194447104002
763,3184.020006377053
764,2047.2072849056383
765,2977.637797500099
766,1375.4088111527424
767,-1.0
768,2785.5394808599003
769,431.2924378980344
770,145.248516648519
771,367.4626223447629
772,765.8843035387648
773,1189.864191347174
774,5383.736979181404
775,425.9720890302483
776,129.20727155745075
777,2454.434697147877
778,2907.491962838784
779,515.0245371849522
780,944.3016361105753
781,953.1592844081998
782,223.1398771876786
783,242.14133494464772
784,1250.4187389227088
785,215.58814714180735
786,1042.0494149090669
787,161.605759987456
788,116.62320023118009
789,402.0053771122994
790,2092.6337283715484
791,441.2109773940851
792,4599.032353146399
793,174.60504473379632
794,1195.0694601993514
795,2755.2296277617215
796,434.28731546995385
797,151.51826708769684
798,212.61069685396276
799,187.77194081104588
800,332.8330625354704
801,81.173390694321
802,4949.67675835139
803,29.94302524036332
804,415.8496167021952
805,209.50917640857327
806,649.7052738147291
807,597.0056150676046
808,1964.322509552525
809,288.9169646846293
810,400.61542181726605
811,2965.2544515938575
812,284.0566119391841
813,885.9857241134214
814,135.30687316244897
815,730.3124352889646
816,4757.935146484376
817,1155.2076128634226
818,192.2052884863853
819,1004.0495361922666
820,321.4869779237088
821,409.54391095659724
822,7692.854145090024
823,442.57035574753087
824,3356.799511921877
825,1927.9673719628818
826,183.04530064246828
827,1590.4246607066732
828,282.0084092156684
829,1535.1256654756244
830,236.66391346391939
831,2395.3051730065736
832,1193.235935356653
833,438.19580474506904
834,803.5960522404524
835,156.25282862165267
836,390.0896261678036
837,1206.4473668373955
838,1592.9399284015392
839,1492.7361925579407
840,804.4900502696776
841,181.79525798194788
842,706.1731610839025
843,1111.4839802167571
844,1549.414521530153
845,3797.010877578046
846,1151.7732539464462
847,602.3981318514795
848,212.38753216762763
849,714.3697370404241
850,1286.0888110546093
851,147.8645912432047
852,3118.9658619558513
853,581.1174710872469
854,511.6009098249495
855,1912.188519027288
856,134.59127135145397
857,101.22427051705861
858,484.9902976344733
859,226.6468363110973
860,386.64712598996203
861,344.547511380637
862,5541.414091725257
863,536.7000329760488
864,447.7188454406682
865,968.9540119218545
866,452.12036133253076
867,361.9291317910203
868,404.3818642955135
869,357.5561173744475
870,594.6601234196594
871,10518.339864421403
872,1348.6215290097089
873,1458.4735043515152
874,2015.4269758867626
875,551.3109651792901
876,1005.7950444903345
877,155.388594746729
878,1290.1706264840564
879,336.9111094313185
880,1816.3403397766667
881,632.7809533963151
882,286.0994739585971
883,764.1675524893114
884,807.9672117450237
885,2634.4247347944734
886,165.8292438146285
887,40.46982562820744
888,151.00667527017586
889,504.23956623458184
890,1292.6462612286796
891,6804.964080170539
892,193.36849781104823
893,3731.5223573570916
894,630.9142647190982
895,1599.992909310164
896,172.97980649535126
897,220.49660155991805
898,778.2938526057167
899,805.9070755487772
900,166.67210494476956
901,1522.1791126494984
902,232.9534456427748
903,1040.1406356166733
904,1208.2631620395757
905,467.1139323181152
906,14116.881790442132
907,284.7605108248023
908,69.46719407771397
909,283.75589710680487
910,2440.92012483654
911,382.4084022293641
912,111.56083845819298
913,801.0933641623142
914,195.71490593267959
915,510.92133894949893
916,363.7865209588429
917,1375.0682797838992
918,1059.4487315468682
919,103.35742593947045
920,100.18656333715384
921,173.64511020612193
922,1663.432366166859
923,272.49292017300303
924,2973.926814354209
925,739.5566868971083
926,57.78024236573532
927,1284.64252594855
928,6757.104491905851
929,450.47033488605376
930,754.3410495624728
931,890.6536784199283
932,1379.8074241797738
933,1256.5997742369548
934,866.643690508348
935,196.31565812569488
936,222.0405708485938
937,1586.9451903240006
938,3312.8845198815275
939,300.12348628492555
940,497.22114448597733
941,629.4205260572971
942,159.21075749502182
943,147.10306988645024
944,304.5263246066072
945,2043.0280229210446
946,177.9987764337836
947,368.7964170812885
948,326.87147861731813
949,292.4041420477821
950,4325.058517646194
951,510.7931344350618
952,9255.11617911649
953,240.06342329705208
954,13247.459782191469
955,881.8506464275166
956,675.3461369884916
957,161.5784937766685
958,440.6806423609052
959,713.4714227612615
960,1124.9396219106625
961,5483.5141400829
962,562.6042161766667
963,735.7899371595541
964,594.031607394375
965,720.6780789110389
966,1268.9908992961548
967,853.4465043933257
968,1877.3217154538777
969,158.36624984331596
970,605.9038062340578
971,582.5976593863717
972,1294.8272504773397
973,1152.61948023834
974,575.3380242169043
975,1447.6346459540357
976,94.03772879502772
977,44.576142593054264
978,1745.363214455668
979,887.5560455898573
980,519.4514677687055
981,208.46022497076342
982,1054.9073787877758
983,174.1343832708333
984,285.09079008808743
985,87.93342121647304
986,1397.7017091509736
987,1147.160669210174
988,1110.8774056777584
989,745.3670514317558
990,394.85336182026623
991,225.50575122524265
992,478.9690818435216
993,542.48966794381
994,943.4791110562111
995,266.2059131184861
996,8937.03223039635
997,533.9589862142834
998,193.36849781104823
999,525.6654269056876
1000,356.8284020839765
1001,328.2199924910506
1002,1607.5795552193752
1003,179.90387510078614
1004,1492.1722749167898
1005,197.16502387203863
1006,8532.451965167575
1007,2616.465872749748
1008,1205.3143919492877
1009,2809.8896590879813
1010,3430.3202965436
1011,1185.3390709709433
1012,711.2671626882484
1013,2939.244609879406
1014,542.48966794381
1015,1865.0307591752435
1016,178.77370417758246
1017,13.883063610409222
1018,350.5142005253357
1019,294.4636505198568
1020,238.66722207724487
1021,630.2897915540068
1022,19.677776444579756
1023,151.48078780685665
1024,1573.6782834327057
1025,4179.0513733529415
1026,659.5010580332532
1027,162.33440476416666
1028,197.49574104838968
1029,55.51531627862672
1030,524.9070060437027
1031,1461.8777870331805
1032,180.80130694891483
1033,1186.4533397608132
1034,212.61069685396276
1035,862.7348619047618
1036,1196.07363935296
1037,491.01048119401804
1038,107.16260086065215
1039,583.3757744275061
1040,774.8477477845745
1041,1267.1364848486226
1042,388.40552499803675
1043,565.2699937518468
1044,2809.8896590879813
1045,732.2797759011488
1046,2235.3672227676
1047,301.08718088985813
1048,1882.7570459131134
1049,3137.614601972852
1050,2153.562884181265
1051,2257.442748464794
1052,1056.7927237195356
1053,237.70209009059496
1054,150.58590454865873
1055,1008.3156682606492
1056,212.54442520407213
1057,305.32308372821655
1058,3328.655294568691
1059,281.6466584772612
1060,270.455448750416
1061,737.5432823249408
1062,848.2709597101237
1063,78.87105452536846
1064,5706.9052530573435
1065,932.3616956294773
1066,1030.624033850414
1067,313.54291135057576
1068,904.9205694031601
1069,84.97647512749566
1070,351.4125662954699
1071,811.6506403672626
1072,872.3357605385819
1073,1818.2629674159361
1074,1017.6472062797127
1075,1056.7927237195356
1076,314.7869823183898
1077,3301.2267391663418
1078,281.177503776812
1079,43.472187925162125
1080,295.050291889484
1081,3209.345474229927
1082,2809.8896590879813
1083,688.3967647376544
1084,355.3182941620643
1085,234.51063147648932
1086,3068.862005123201
1087,368.97111141975313
1088,339.0712247834106
1089,5173.536436270072
1090,394.33113932072195
1091,440.0931040538254
1092,2233.900980689888
1093,135.69934323809088
1094,397.22421108527874
1095,437.7022981666509
1096,1718.9410585811017
1097,158.0005305761989
1098,2146.3739862797706
1099,1157.5264158163266
1100,219.39334196391985
1101,614.7977757819172
1102,5686.891433018967
1103,1713.1004119213421
1104,122.11335687651687
1105,647.7361042379513
1106,261.00543667530786
1107,589.0334514853396
1108,188.44343110674367
1109,6005.50479888725
1110,298.8203395066376
1111,4197.636296904124
1112,76.82804073180864
1113,135.13903549329132
1114,2291.771623060141
1115,359.83056765605573
1116,576.9833864335984
1117,268.5568624565972
1118,269.4218161256253
1119,775.2195375117362
1120,543.0198971745809
1121,1300.0077858859122
1122,560.7533552850423
1123,2737.7557242752373
1124,314.6917083140432
1125,300.3512860128395
1126,1504.496779720841
1127,620.7357552081119
1128,761.0672321013785
1129,749.0500821749731
1130,567.4971347684705
1131,4186.237080839745
1132,982.7851213944887
1133,470.33565241624177
1134,1608.7408005844118
1135,3776.726989563356
1136,183.91579418459267
1137,246.6996708075537
1138,455.7250110559509
1139,69.90635207876382
1140,695.3216164413452
1141,354.40259635478054
1142,292.3032917852057
1143,97.59739614158164
1144,1197.6598536060399
1145,620.7357552081119
1146,3358.994095529697
1147,161.54761403527243
1148,240.8286852104989
1149,282.7742005340411
1150,946.6275857271212
1151,538.1540273623784
1152,1615.4048688059634
1153,421.3112635030864
1154,393.41371135122176
1155,391.6973149305555
1156,4387.967870533534
1157,328.6688467439545
1158,423.7457017723256
1159,1421.4981340982274
1160,451.56554673152544
1161,888.6265460997444
1162,1419.6763084520128
1163,286.2078839229607
1164,386.9265203591869
1165,2228.5756115598188
1166,1618.0217612287295
1167,426.60625608462215
1168,317.7134829196674
1169,744.3800989723654
1170,1028.8376017315863
1171,785.5425526932837
1172,262.229913408541
1173,184.52481515036743
1174,172.88367112219112
1175,1386.8566383396922
1176,4217.383509175702
1177,165.75829705430255
1178,3089.9965490498303
1179,714.4312485699772
1180,1284.4601607572845
1181,516.9392598489312
1182,667.821215301622
1183,143.51048119954166
1184,1918.2800028810036
1185,1247.777788871104
1186,4421.455927679443
1187,2130.5696101803087
1188,704.5789620428925
1189,2432.8592406587827
1190,973.5453079630345
1191,191.43996410780508
1192,320.18750492113605
1193,308.7771501963814
1194,687.0859118653907
1195,1473.0555587034664
1196,465.87038561180964
1197,99.95594085786342
1198,1574.7623586954473
1199,1317.1831584291172
1200,528.9847809224008
1201,1685.9109490692513
1202,30.367926605254244
1203,1187.7037651681967
1204,1192.5618543666067
1205,736.5733143264022
1206,2625.6400675335362
1207,712.7762097991282
1208,281.0643154342086
1209,1388.1357492247528
1210,2910.01195061464
1211,151.02505647014522
1212,308.0947232360097
1213,35.56024206071539
1214,817.3347905979751
1215,57.84640049316788
1216,1373.5795720615185
1217,368.0837050204533
1218,237.72537900737947
1219,1530.9105685949962
1220,125.76766588135803
1221,1691.9189923419174
1222,43.58571183636164
1223,155.44024547151574
1224,89.46820228861937
1225,996.5982462620027
1226,238.97355769606517
1227,206.846437494375
1228,307.0945566094692
1229,313.29713310572123
1230,315.578067069046
1231,523.1514272918527
1232,1844.7829222222224
1233,298.22473532894156
1234,5774.482685702004
1235,1004.6462764795975
1236,2814.556617647641
1237,288.20931913205203
1238,230.0707219863857
1239,1147.0057915388377
1240,1884.4913312645656
1241,3354.9605770975
1242,1189.9165046290937
1243,2892.912158183813
1244,1072.0231461324493
1245,2234.9773286385657
1246,230.8734293976123
1247,528.0007705608966
1248,898.9598313332526
1249,233.760173186209
1250,832.1357218827083
1251,237.6608672481686
1252,3672.695651289214
1253,859.3511879843752
1254,230.9155070230696
1255,355.3182941620643
1256,880.1356467649671
1257,522.1891735438634
1258,208.0741684735841
1259,141.50874056721523
1260,68.32520902701367
1261,556.0063115140008
1262,0.0
1263,3625.37984375
1264,275.6318612632887
1265,288.01191619030783
1266,565.5793028886585
1267,1208.5582362825194
1268,2192.690135373264
1269,317.35478739310287
1270,588.5931794220912
1271,459.4561790144
1272,138.2180214782715
1273,156.65302142596977
1274,2255.2261372796524
1275,319.7895575081448
1276,4031.0425093739746
1277,170.2715223141418
1278,812.6177530133864
1279,325.377582004574
1280,346.818125
1281,438.4763768410613
1282,491.5985216806135
1283,815.9666271859439
1284,148.54223824715052
1285,344.4866205633314
1286,451.69702227566404
1287,2642.2048392573865
1288,3028.228290926469
1289,152.25300147027653
1290,294.46998663039994
1291,1026.6653245411064
1292,3571.997891356529
1293,1702.436746184578
1294,430.74658247912146
1295,1650.342207759856
1296,1457.6851436368859
1297,1537.0326183717323
1298,635.3933550134478
1299,1451.5192632020778
1300,792.3150246383957
1301,3551.7467451340663
1302,143.3248625714149
1303,1071.2323419578172
1304,126.97612570708124
1305,223.1398771876786
1306,4136.055759434935
1307,435.71084324123245
1308,122.13249301062692
1309,1514.5915272460938
1310,426.47554565894825
1311,3588.3643192430836
1312,88.05152331878443
1313,1843.1024999228396
1314,90.11086583941056
1315,694.6576794820413
1316,4067.3530942813945
1317,778.5765092415871
1318,920.2584379456435
1319,1252.4201917727792
1320,4275.59465722962
1321,183.9320301465261
1322,682.7306073162404
1323,1799.0541492155014
1324,67.48729079138592
1325,2217.427138843333
1326,115.16404470214844
1327,546.0739254869061
1328,593.9163973463991
1329,233.0164326631334
1330,627.8859743877626
1331,287.278633422818
1332,728.2522863713476
1333,542.48966794381
1334,1165.8629068269818
1335,926.7218641307462
1336,135.26628093521967
1337,305.6546305042903
1338,219.04241054197746
1339,1445.4219812864
1340,351.9001136958331
1341,357.3123724478003
1342,83.71901602192096
1343,1466.7137042369604
1344,3065.393961122351
