,duration
1901,1200.0
1902,6840.0
1903,2760.0
1904,4340.0
1905,7340.0
1906,3540.0
1907,960.0
1908,480.0
1909,2990.0
1910,3000.0
1911,2870.0
1912,1640.0
1913,7000.0
1914,10100.0
1915,1120.0
1916,2320.0
1917,2000.0
1918,5650.0
1919,3740.0
1920,2140.0
1921,4000.0
1922,3450.0
1923,2720.0
1924,2870.0
1925,8700.0
1926,5400.0
1927,14100.0
1928,1680.0
1929,4280.0
1930,18800.0
1931,1740.0
1932,2520.0
1933,9540.0
1934,3900.0
1935,15010.0
1936,3060.0
1937,3720.0
1938,2900.0
1939,3280.0
1940,20550.0
1941,3900.0
1942,4300.0
1943,4320.0
1944,2270.0
1945,4700.0
1946,4350.0
1947,2900.0
1948,8240.0
1949,7600.0
1950,2540.0
1951,1990.0
1952,4080.0
1953,3330.0
1954,5840.0
1955,3480.0
1956,4500.0
1957,2240.0
1958,3200.0
1959,3000.0
1960,2670.0
1961,3760.0
1962,1100.0
1963,2300.0
1964,10070.0
1965,2380.0
1966,1160.0
1967,5070.0
1968,3900.0
1969,5420.0
1970,5850.0
1971,1000.0
1972,2600.0
1973,1100.0
1974,3440.0
1975,3270.0
1976,2940.0
1977,4960.0
1978,3900.0
1979,2070.0
1980,2500.0
1981,8160.0
1982,2430.0
1983,2600.0
1984,2920.0
1985,2400.0
1986,6110.0
1987,5190.0
1988,2960.0
1989,1320.0
1990,1900.0
1991,5920.0
1992,3850.0
1993,2460.0
1994,2540.0
1995,1920.0
1996,3960.0
1997,5750.0
1998,900.0
1999,6300.0
2000,1400.0
2001,3920.0
2002,760.0
2003,2310.0
2004,2880.0
2005,1700.0
2006,980.0
2007,3220.0
2008,500.0
2009,2480.0
2010,2160.0
2011,2200.0
2012,2200.0
2013,2880.0
2014,2410.0
2015,4760.0
2016,480.0
2017,1620.0
2018,2520.0
2019,810.0
2020,1600.0
2021,5850.0
2022,
2023,240.0
2024,3430.0
2025,1680.0
2026,5220.0
2027,4590.0
2028,9720.0
2029,2640.0
2030,2150.0
2031,1790.0
2032,3510.0
2033,4780.0
2034,4060.0
2035,2590.0
2036,6000.0
2037,4800.0
2038,5440.0
2039,2100.0
2040,2240.0
2041,2400.0
2042,1800.0
2043,2990.0
2044,3840.0
2045,4060.0
2046,7000.0
2047,4800.0
2048,4400.0
2049,2390.0
2050,1690.0
2051,
2052,4400.0
2053,950.0
2054,2100.0
2055,1600.0
2056,1800.0
2057,5950.0
2058,14800.0
2059,2900.0
2060,2740.0
2061,3420.0
2062,7270.0
2063,4060.0
2064,7800.0
2065,2400.0
2066,7980.0
2067,1260.0
2068,
2069,2000.0
2070,4400.0
2071,2400.0
2072,7470.0
2073,2430.0
2074,1990.0
2075,2880.0
2076,1740.0
2077,2320.0
2078,2600.0
2079,3300.0
2080,7380.0
2081,1940.0
2082,2600.0
2083,2730.0
2084,5170.0
2085,4000.0
2086,4160.0
2087,180.0
2088,2590.0
2089,1940.0
2090,2400.0
2091,240.0
2092,5160.0
2093,1370.0
2094,1560.0
2095,3200.0
2096,2000.0
2097,3240.0
2098,7330.0
2099,1210.0
2100,2500.0
2101,2000.0
2102,3540.0
2103,2160.0
2104,2000.0
2105,3000.0
2106,1000.0
2107,7000.0
2108,1560.0
2109,4000.0
2110,4900.0
2111,3990.0
2112,3410.0
2113,3000.0
2114,3150.0
2115,4100.0
2116,2870.0
2117,3000.0
2118,5990.0
2119,1700.0
2120,4630.0
2121,1000.0
2122,1460.0
2123,1000.0
2124,3760.0
2125,5010.0
2126,1680.0
2127,2600.0
2128,4150.0
2129,2070.0
2130,9140.0
2131,
2132,2160.0
2133,6600.0
2134,1300.0
2135,1500.0
2136,2000.0
2137,10200.0
2138,2040.0
2139,2900.0
2140,3790.0
2141,1890.0
2142,3800.0
2143,2400.0
2144,4000.0
2145,1130.0
2146,3000.0
2147,4140.0
2148,2560.0
2149,2300.0
2150,2040.0
2151,1600.0
2152,2800.0
2153,2880.0
2154,10500.0
2155,2400.0
2156,6480.0
2157,5900.0
2158,840.0
2159,2220.0
2160,6670.0
2161,5990.0
2162,3600.0
2163,2880.0
2164,6640.0
2165,2430.0
2166,1760.0
2167,5200.0
2168,
2169,3220.0
2170,7240.0
2171,3000.0
2172,2540.0
2173,4860.0
2174,3150.0
2175,6260.0
2176,4000.0
2177,2590.0
2178,4860.0
2179,2240.0
2180,5150.0
2181,2100.0
2182,2240.0
2183,
2184,1200.0
2185,2510.0
2186,3560.0
2187,4960.0
2188,2280.0
2189,6900.0
2190,3540.0
2191,2820.0
2192,2090.0
2193,5350.0
2194,19600.0
2195,870.0
2196,6240.0
2197,4160.0
2198,1240.0
2199,7390.0
2200,1600.0
2201,13700.0
2202,1800.0
2203,2100.0
2204,2730.0
2205,1120.0
2206,10000.0
2207,6400.0
2208,5040.0
2209,7800.0
2210,2400.0
2211,4670.0
2212,3760.0
2213,2640.0
2214,1950.0
2215,1160.0
2216,1560.0
2217,5590.0
2218,
2219,1760.0
2220,2660.0
2221,2600.0
2222,1200.0
2223,6000.0
2224,6900.0
2225,1210.0
2226,5010.0
2227,3260.0
2228,1740.0
2229,1040.0
2230,2350.0
2231,3000.0
2232,720.0
2233,2600.0
2234,2340.0
2235,1320.0
2236,4880.0
2237,1840.0
2238,5950.0
2239,2600.0
2240,4720.0
2241,1820.0
2242,1870.0
2243,2880.0
2244,5300.0
2245,2000.0
2246,2730.0
2247,4480.0
2248,3000.0
2249,1400.0
2250,5440.0
2251,1480.0
2252,2100.0
2253,7140.0
2254,3920.0
2255,2850.0
2256,5650.0
2257,5820.0
2258,2740.0
2259,3190.0
2260,8130.0
2261,3510.0
2262,900.0
2263,1500.0
2264,4520.0
2265,5480.0
2266,3760.0
2267,1440.0
2268,8900.0
2269,2950.0
2270,1200.0
2271,3400.0
2272,2850.0
2273,4300.0
2274,9560.0
2275,2000.0
2276,2000.0
2277,7100.0
2278,1300.0
2279,2220.0
2280,6320.0
2281,2750.0
2282,1980.0
2283,4320.0
2284,3480.0
2285,3960.0
2286,
2287,1140.0
2288,3500.0
2289,3680.0
2290,1780.0
2291,4200.0
2292,2520.0
2293,2840.0
2294,2400.0
2295,2140.0
2296,4960.0
2297,2960.0
2298,5950.0
2299,1600.0
2300,2500.0
2301,1410.0
2302,9510.0
2303,4200.0
2304,1200.0
2305,4320.0
2306,1680.0
2307,2790.0
2308,4700.0
2309,4520.0
2310,2400.0
2311,5520.0
2312,1350.0
2313,2200.0
2314,1080.0
2315,2700.0
2316,2430.0
2317,1980.0
2318,2000.0
2319,
2320,4830.0
2321,2650.0
2322,4690.0
2323,2100.0
2324,1680.0
2325,2070.0
2326,4480.0
2327,4500.0
2328,6440.0
2329,7800.0
2330,4200.0
2331,280.0
2332,5080.0
2333,
2334,10080.0
2335,4760.0
2336,2500.0
2337,6240.0
2338,1100.0
2339,1120.0
2340,5180.0
2341,1060.0
2342,2300.0
2343,2260.0
2344,3940.0
2345,5180.0
2346,2800.0
2347,1920.0
2348,5800.0
2349,5180.0
2350,5940.0
2351,11070.0
2352,8670.0
2353,2450.0
2354,1470.0
2355,1500.0
2356,2200.0
2357,1500.0
2358,5940.0
2359,2790.0
2360,2740.0
2361,3600.0
2362,5850.0
2363,3800.0
2364,8520.0
2365,1170.0
2366,3300.0
2367,1600.0
2368,22800.0
2369,1260.0
2370,3040.0
2371,3300.0
2372,7600.0
2373,2640.0
2374,6930.0
2375,6640.0
2376,8570.0
2377,1380.0
2378,2900.0
2379,3940.0
2380,5250.0
2381,2400.0
2382,8040.0
2383,2580.0
2384,2350.0
2385,3150.0
2386,3510.0
2387,2610.0
2388,4420.0
2389,8750.0
2390,3600.0
2391,8750.0
2392,2120.0
2393,2200.0
2394,17200.0
2395,2200.0
2396,3430.0
2397,3270.0
2398,8700.0
2399,4680.0
2400,1990.0
2401,5800.0
2402,7100.0
2403,7720.0
2404,2600.0
2405,2840.0
2406,3540.0
2407,6790.0
2408,2240.0
2409,2000.0
2410,6900.0
2411,1980.0
2412,2040.0
2413,5200.0
2414,13300.0
2415,3950.0
2416,15150.0
2417,15480.0
2418,1600.0
2419,3960.0
2420,840.0
2421,2430.0
2422,2200.0
2423,2000.0
2424,1290.0
2425,9000.0
2426,2880.0
2427,6210.0
2428,2100.0
2429,2000.0
2430,2000.0
2431,2100.0
2432,2200.0
2433,3000.0
2434,2870.0
2435,1780.0
2436,960.0
2437,1080.0
2438,4480.0
2439,1300.0
2440,3200.0
2441,960.0
2442,5400.0
2443,1920.0
2444,3960.0
2445,1960.0
2446,990.0
2447,1380.0
2448,2280.0
2449,2800.0
2450,3210.0
2451,4060.0
2452,2840.0
2453,4280.0
2454,4000.0
2455,1920.0
2456,1260.0
2457,
2458,1770.0
2459,2500.0
2460,5330.0
2461,1680.0
2462,1650.0
2463,5200.0
2464,6500.0
2465,2000.0
2466,2130.0
2467,2200.0
2468,2500.0
2469,1740.0
2470,2500.0
2471,2700.0
2472,15080.0
2473,4400.0
2474,5200.0
2475,5820.0
2476,4190.0
2477,3340.0
2478,
2479,1200.0
2480,2400.0
2481,6870.0
2482,5250.0
2483,2440.0
2484,3960.0
2485,5470.0
2486,3940.0
2487,1840.0
2488,2470.0
2489,2100.0
2490,6000.0
2491,4070.0
2492,4950.0
2493,200.0
2494,2800.0
2495,6000.0
2496,2500.0
2497,3450.0
2498,1400.0
2499,1300.0
2500,1620.0
2501,6360.0
2502,2070.0
2503,3660.0
2504,2040.0
2505,4840.0
2506,4600.0
2507,1820.0
2508,8000.0
2509,
2510,4930.0
2511,2900.0
2512,3430.0
2513,3010.0
2514,14820.0
2515,2120.0
2516,1680.0
2517,5350.0
2518,5200.0
2519,3830.0
2520,4000.0
2521,1650.0
2522,8000.0
2523,8100.0
2524,2640.0
2525,1600.0
2526,4400.0
2527,3900.0
2528,5920.0
2529,4620.0
2530,4080.0
2531,8400.0
2532,4900.0
2533,2700.0
2534,7920.0
2535,
2536,3400.0
2537,5200.0
2538,3750.0
2539,1500.0
2540,1870.0
2541,3670.0
2542,4500.0
2543,2900.0
2544,5540.0
2545,4880.0
2546,3760.0
2547,4960.0
2548,3600.0
2549,5460.0
2550,3710.0
2551,3990.0
2552,1710.0
2553,1760.0
2554,4450.0
2555,9340.0
2556,1000.0
2557,2660.0
2558,1820.0
2559,3500.0
2560,2100.0
2561,1610.0
2562,1600.0
2563,3040.0
2564,4590.0
2565,2800.0
2566,5070.0
2567,1590.0
2568,4270.0
2569,
2570,13700.0
2571,4920.0
2572,8390.0
2573,2640.0
2574,1710.0
2575,8870.0
2576,1940.0
2577,360.0
2578,2640.0
2579,3260.0
2580,2700.0
2581,2430.0
2582,7920.0
2583,4590.0
2584,2300.0
2585,1820.0
2586,4840.0
2587,3570.0
2588,5400.0
2589,6000.0
2590,5610.0
2591,2030.0
2592,780.0
2593,1980.0
2594,2260.0
2595,1820.0
2596,4990.0
2597,3050.0
2598,4940.0
2599,2240.0
2600,2500.0
2601,3810.0
2602,4100.0
2603,3180.0
2604,5370.0
2605,980.0
2606,2400.0
2607,
2608,3710.0
2609,1300.0
2610,3570.0
2611,1200.0
2612,1320.0
2613,6200.0
2614,390.0
2615,
2616,4900.0
2617,3200.0
2618,14990.0
2619,4390.0
2620,4600.0
2621,1300.0
2622,2160.0
2623,2050.0
2624,1560.0
2625,13160.0
2626,3270.0
2627,5330.0
2628,4080.0
2629,1040.0
2630,5880.0
2631,1790.0
2632,3480.0
2633,4880.0
2634,3430.0
2635,1500.0
2636,4000.0
2637,3480.0
2638,1870.0
2639,1980.0
2640,3420.0
2641,1150.0
2642,7800.0
2643,1320.0
2644,4200.0
2645,2100.0
2646,4640.0
2647,2700.0
2648,2960.0
2649,3000.0
2650,6840.0
2651,9600.0
2652,3350.0
2653,6200.0
2654,2010.0
2655,2740.0
2656,2190.0
2657,3450.0
2658,2800.0
2659,1820.0
2660,2400.0
2661,3360.0
2662,26000.0
2663,2570.0
2664,5810.0
2665,1200.0
2666,
2667,280.0
2668,6790.0
2669,4230.0
2670,3720.0
2671,3960.0
2672,5350.0
2673,3760.0
2674,5470.0
2675,2650.0
2676,5480.0
2677,4100.0
2678,4270.0
2679,1540.0
2680,2480.0
2681,2520.0
2682,5990.0
2683,1820.0
2684,5880.0
2685,5900.0
2686,2200.0
2687,9300.0
2688,4280.0
2689,3300.0
2690,4600.0
2691,3680.0
2692,2440.0
2693,2640.0
2694,4080.0
2695,3720.0
2696,3000.0
2697,3000.0
2698,1380.0
2699,2990.0
2700,2190.0
2701,3370.0
2702,4900.0
2703,
2704,4320.0
2705,470.0
2706,
2707,210.0
2708,14990.0
2709,2710.0
2710,3040.0
2711,3990.0
2712,3000.0
2713,6640.0
2714,1950.0
2715,3380.0
2716,1640.0
2717,3570.0
2718,6640.0
2719,4560.0
2720,8340.0
2721,1500.0
2722,2430.0
2723,3600.0
2724,340.0
2725,4000.0
2726,1440.0
2727,1740.0
2728,7230.0
2729,3000.0
2730,6520.0
2731,2250.0
2732,1670.0
2733,7230.0
2734,4500.0
2735,9000.0
2736,2680.0
2737,3210.0
2738,4990.0
2739,3500.0
2740,4620.0
2741,1100.0
2742,3900.0
2743,2000.0
2744,27670.0
2745,2360.0
2746,1000.0
2747,1190.0
2748,2200.0
2749,3850.0
2750,2400.0
2751,3000.0
2752,6000.0
2753,2000.0
2754,1400.0
2755,1900.0
2756,1670.0
2757,6960.0
2758,4800.0
2759,4450.0
2760,3000.0
2761,31100.0
2762,1590.0
2763,2650.0
2764,3200.0
2765,5320.0
2766,
2767,2700.0
2768,1700.0
2769,2520.0
2770,2900.0
2771,5000.0
2772,3540.0
2773,2520.0
2774,2400.0
2775,3000.0
2776,4880.0
2777,3060.0
2778,4200.0
2779,
2780,1000.0
2781,1640.0
2782,1600.0
2783,1280.0
2784,
2785,3590.0
2786,1010.0
2787,3200.0
2788,5070.0
2789,2500.0
2790,1300.0
2791,3600.0
2792,3600.0
2793,2400.0
2794,2550.0
2795,3990.0
2796,1530.0
2797,2400.0
2798,3160.0
2799,4100.0
2800,3700.0
2801,3500.0
2802,2100.0
2803,2700.0
2804,2100.0
2805,6320.0
2806,1600.0
2807,3000.0
2808,2080.0
2809,2880.0
2810,4000.0
2811,2800.0
2812,
2813,2300.0
2814,1650.0
2815,1520.0
2816,2460.0
2817,3850.0
2818,2200.0
2819,6990.0
2820,6300.0
2821,1900.0
2822,6040.0
2823,4180.0
2824,9600.0
2825,3480.0
2826,3180.0
2827,2930.0
2828,3660.0
2829,2400.0
2830,790.0
2831,
2832,4600.0
2833,
2834,1300.0
2835,3540.0
2836,2500.0
2837,2400.0
2838,1470.0
2839,1100.0
2840,4080.0
2841,5590.0
2842,4100.0
2843,4790.0
2844,1820.0
2845,9000.0
2846,700.0
2847,7230.0
2848,2700.0
2849,470.0
2850,1920.0
2851,5880.0
2852,2080.0
2853,3920.0
2854,1260.0
2855,1980.0
2856,5650.0
2857,1750.0
2858,4700.0
2859,1000.0
2860,2400.0
2861,3380.0
2862,2800.0
2863,7200.0
2864,6510.0
2865,5590.0
2866,4070.0
2867,
2868,2840.0
2869,2100.0
2870,1000.0
2871,2240.0
2872,3190.0
2873,2700.0
2874,3340.0
2875,2520.0
2876,2990.0
2877,
2878,1250.0
2879,1560.0
2880,3600.0
2881,5320.0
2882,1080.0
2883,6180.0
2884,2590.0
2885,4600.0
2886,5330.0
2887,2990.0
2888,3280.0
2889,5160.0
2890,1470.0
2891,1960.0
2892,1210.0
2893,2000.0
2894,6070.0
2895,1840.0
2896,1680.0
2897,990.0
2898,4210.0
2899,1110.0
2900,2900.0
2901,2400.0
2902,1640.0
2903,6360.0
2904,2800.0
2905,
2906,2260.0
2907,1760.0
2908,15010.0
2909,4840.0
2910,3800.0
2911,1500.0
2912,
2913,4700.0
2914,2400.0
2915,2300.0
2916,2000.0
2917,6000.0
2918,2800.0
2919,4480.0
2920,3000.0
2921,3080.0
2922,3060.0
2923,3280.0
2924,3390.0
2925,2000.0
2926,7010.0
2927,2400.0
2928,5400.0
2929,
2930,3600.0
2931,1390.0
2932,3540.0
2933,1080.0
2934,4070.0
2935,6870.0
2936,1200.0
2937,7100.0
2938,2140.0
2939,2520.0
2940,5680.0
2941,1340.0
2942,6660.0
2943,3500.0
2944,5140.0
2945,2130.0
2946,2960.0
2947,5220.0
2948,2610.0
2949,2310.0
2950,10150.0
2951,1600.0
2952,1920.0
2953,11870.0
2954,2520.0
2955,2310.0
2956,1540.0
2957,4640.0
2958,
2959,1670.0
2960,1200.0
2961,6540.0
2962,4100.0
2963,2300.0
2964,3640.0
2965,4400.0
2966,1840.0
2967,2000.0
2968,5400.0
2969,3020.0
2970,2580.0
2971,5800.0
2972,5350.0
2973,6000.0
2974,8600.0
2975,3420.0
2976,4600.0
2977,4250.0
2978,5350.0
2979,2700.0
2980,1400.0
2981,3920.0
2982,4800.0
2983,11480.0
2984,2920.0
2985,
2986,3160.0
2987,4990.0
2988,1650.0
2989,1900.0
2990,2400.0
2991,1700.0
2992,1240.0
2993,1790.0
2994,3240.0
2995,1680.0
2996,1700.0
2997,2000.0
2998,800.0
2999,2540.0
3000,9700.0
3001,2400.0
3002,7300.0
3003,3200.0
3004,
3005,1500.0
3006,2270.0
3007,2160.0
3008,1840.0
3009,2750.0
3010,3000.0
3011,4600.0
3012,10100.0
3013,
3014,1760.0
3015,2920.0
3016,1840.0
3017,3000.0
3018,7990.0
3019,960.0
3020,5880.0
3021,2390.0
3022,2000.0
3023,1760.0
3024,8120.0
3025,5270.0
3026,2340.0
3027,6420.0
3028,3200.0
3029,2400.0
3030,3800.0
3031,5520.0
3032,6000.0
3033,1760.0
3034,3710.0
3035,4860.0
3036,4770.0
3037,1950.0
3038,
3039,8600.0
3040,2400.0
3041,5650.0
3042,5650.0
3043,5460.0
3044,1430.0
3045,1580.0
3046,8600.0
3047,1760.0
3048,5840.0
3049,910.0
3050,21400.0
3051,4500.0
3052,1920.0
3053,1950.0
3054,3040.0
3055,4740.0
3056,2940.0
3057,5320.0
3058,4950.0
3059,2480.0
3060,2700.0
3061,7300.0
3062,1650.0
3063,33100.0
3064,1900.0
3065,3920.0
3066,4140.0
3067,160.0
3068,6200.0
3069,2190.0
3070,9170.0
3071,1200.0
3072,4990.0
3073,2020.0
3074,3000.0
3075,10100.0
3076,2010.0
3077,7240.0
3078,1000.0
3079,1050.0
3080,
3081,7900.0
3082,7920.0
3083,240.0
3084,11000.0
3085,1790.0
3086,3200.0
3087,1760.0
3088,4720.0
3089,1040.0
3090,5460.0
3091,12900.0
3092,2960.0
3093,3400.0
3094,2360.0
3095,1800.0
3096,
3097,6650.0
3098,3550.0
3099,1800.0
3100,1900.0
3101,2300.0
3102,
3103,9000.0
3104,4340.0
3105,2600.0
3106,2900.0
3107,2050.0
3108,
3109,
3110,7320.0
3111,1990.0
3112,1950.0
3113,2500.0
3114,2640.0
3115,2070.0
3116,7240.0
3117,4600.0
3118,1700.0
3119,2590.0
3120,2400.0
3121,4700.0
3122,1200.0
3123,2380.0
3124,
3125,3590.0
3126,2400.0
3127,5540.0
3128,3060.0
3129,4600.0
3130,4480.0
3131,4860.0
3132,2250.0
3133,10900.0
3134,4800.0
3135,8000.0
3136,1550.0
3137,2000.0
3138,4280.0
3139,2500.0
3140,1080.0
3141,7610.0
3142,2800.0
3143,6990.0
3144,1820.0
3145,3150.0
3146,3700.0
3147,2000.0
3148,4720.0
3149,3240.0
3150,1700.0
3151,1280.0
3152,3300.0
3153,4380.0
3154,5110.0
3155,3480.0
3156,720.0
3157,3700.0
3158,6040.0
3159,2840.0
3160,3190.0
3161,3420.0
3162,
3163,1840.0
3164,3320.0
3165,2170.0
3166,5330.0
3167,1900.0
3168,6430.0
3169,7200.0
3170,1870.0
3171,3360.0
3172,2340.0
3173,3000.0
3174,2080.0
3175,10160.0
3176,2700.0
3177,4320.0
3178,5950.0
3179,1280.0
3180,2250.0
3181,1700.0
3182,2700.0
3183,3080.0
3184,500.0
3185,2520.0
3186,2080.0
3187,1430.0
3188,4990.0
3189,7120.0
3190,3300.0
3191,2080.0
3192,4080.0
3193,3960.0
3194,3500.0
3195,1350.0
3196,12000.0
3197,1520.0
3198,1820.0
3199,4800.0
3200,1900.0
3201,3590.0
3202,1920.0
3203,2240.0
3204,3650.0
3205,7000.0
3206,2010.0
3207,200.0
3208,2010.0
3209,3760.0
3210,10100.0
3211,1200.0
3212,2100.0
3213,3710.0
3214,2660.0
3215,3010.0
3216,5220.0
3217,2160.0
3218,1550.0
3219,
3220,1120.0
3221,
3222,4400.0
3223,2340.0
3224,1600.0
3225,3340.0
3226,2400.0
3227,4420.0
3228,1960.0
3229,2270.0
3230,1700.0
3231,3400.0
3232,280.0
3233,1330.0
3234,2050.0
3235,6640.0
3236,2170.0
3237,3550.0
3238,3230.0
3239,500.0
3240,2520.0
3241,2900.0
3242,2080.0
3243,2400.0
3244,2820.0
3245,3040.0
3246,5210.0
3247,6760.0
3248,5050.0
3249,1400.0
3250,7920.0
3251,2900.0
3252,2500.0
3253,5870.0
3254,5470.0
3255,5670.0
3256,2880.0
3257,7250.0
3258,4400.0
3259,4100.0
3260,5920.0
3261,4860.0
3262,2010.0
3263,6100.0
3264,5300.0
3265,1870.0
3266,6880.0
3267,20000.0
3268,960.0
3269,1070.0
3270,2800.0
3271,3700.0
3272,7600.0
3273,7100.0
3274,640.0
3275,10070.0
3276,1320.0
3277,4990.0
3278,1840.0
3279,6800.0
3280,990.0
3281,2400.0
3282,3710.0
3283,5180.0
3284,5640.0
3285,1820.0
3286,2640.0
3287,1870.0
3288,15030.0
3289,4560.0
3290,3320.0
3291,2520.0
3292,6700.0
3293,4240.0
3294,2160.0
3295,1600.0
3296,
3297,280.0
3298,5000.0
3299,1680.0
3300,2990.0
3301,5390.0
3302,7100.0
3303,4590.0
3304,2400.0
3305,3120.0
3306,1200.0
3307,2400.0
3308,1400.0
3309,2760.0
3310,2500.0
3311,4550.0
3312,2760.0
3313,6040.0
3314,3300.0
3315,3590.0
3316,3900.0
3317,4600.0
3318,
3319,3800.0
3320,4390.0
3321,2070.0
3322,3210.0
3323,2800.0
3324,4400.0
3325,2490.0
3326,
3327,4300.0
3328,5460.0
3329,2080.0
3330,600.0
3331,2880.0
3332,4660.0
3333,2800.0
3334,1200.0
3335,1120.0
3336,2250.0
3337,1100.0
3338,2800.0
3339,1980.0
3340,1890.0
3341,1920.0
3342,6100.0
3343,2730.0
3344,2310.0
3345,14820.0
3346,4200.0
3347,2460.0
3348,2680.0
3349,4860.0
3350,2400.0
3351,3960.0
3352,6300.0
3353,3480.0
3354,2920.0
3355,2430.0
3356,5100.0
3357,11540.0
3358,4790.0
3359,600.0
3360,2100.0
3361,1960.0
3362,2400.0
3363,1920.0
3364,1500.0
3365,1470.0
3366,4000.0
3367,
3368,2300.0
3369,1280.0
3370,1990.0
3371,7400.0
3372,2280.0
3373,2280.0
3374,2400.0
3375,2830.0
3376,22440.0
3377,2650.0
3378,1200.0
3379,3440.0
3380,2320.0
3381,3750.0
3382,5640.0
3383,5400.0
3384,5390.0
3385,1500.0
3386,2000.0
3387,2100.0
3388,2700.0
3389,3360.0
3390,2220.0
3391,7700.0
3392,5900.0
3393,4130.0
3394,4000.0
3395,
3396,1520.0
3397,5880.0
3398,2520.0
3399,2580.0
3400,3000.0
3401,1350.0
3402,3010.0
3403,2800.0
3404,7100.0
3405,1200.0
3406,670.0
3407,9600.0
3408,820.0
3409,2940.0
3410,1160.0
3411,1090.0
3412,4000.0
3413,1200.0
3414,1080.0
3415,4320.0
3416,2640.0
3417,1340.0
3418,6450.0
3419,900.0
3420,3400.0
3421,9990.0
3422,2680.0
3423,3060.0
3424,
3425,4590.0
3426,11000.0
3427,2500.0
3428,3960.0
3429,2240.0
3430,
3431,4680.0
3432,6000.0
3433,3540.0
3434,8410.0
3435,2280.0
3436,7500.0
3437,2200.0
3438,6160.0
3439,2000.0
3440,1980.0
3441,2550.0
3442,3000.0
3443,1300.0
3444,
3445,2210.0
3446,2160.0
3447,4650.0
3448,1040.0
3449,1040.0
3450,2760.0
3451,8200.0
3452,4990.0
3453,4300.0
3454,9100.0
3455,4830.0
3456,3190.0
3457,2840.0
3458,8800.0
3459,1620.0
3460,1120.0
3461,3300.0
3462,5880.0
3463,2340.0
3464,900.0
3465,12840.0
3466,1500.0
3467,1400.0
3468,280.0
3469,1600.0
3470,3280.0
3471,2800.0
3472,2400.0
3473,4000.0
3474,3000.0
3475,3400.0
3476,1260.0
3477,5160.0
3478,1500.0
3479,2840.0
3480,1820.0
3481,3540.0
3482,4100.0
3483,3000.0
3484,6880.0
3485,2400.0
3486,2400.0
3487,5120.0
3488,3480.0
3489,1800.0
3490,5280.0
3491,5220.0
3492,6200.0
3493,2300.0
3494,1120.0
3495,4760.0
3496,2160.0
3497,4600.0
3498,4400.0
3499,5300.0
3500,2310.0
3501,1470.0
3502,6390.0
3503,1260.0
3504,1140.0
3505,1940.0
3506,5320.0
3507,1700.0
3508,3360.0
3509,3830.0
3510,5320.0
3511,2500.0
3512,8500.0
3513,3100.0
3514,1360.0
3515,5040.0
3516,5320.0
3517,2340.0
3518,1200.0
3519,2460.0
3520,1840.0
3521,2000.0
3522,
3523,1050.0
3524,7000.0
3525,1100.0
3526,2800.0
3527,2900.0
3528,
3529,2340.0
3530,2820.0
3531,940.0
3532,2030.0
3533,1400.0
3534,4720.0
3535,4200.0
3536,3600.0
3537,680.0
3538,3600.0
3539,2820.0
3540,1490.0
3541,2360.0
3542,8000.0
3543,4680.0
3544,3640.0
3545,3760.0
3546,7940.0
3547,4500.0
3548,2000.0
3549,1440.0
3550,2100.0
3551,1800.0
3552,5840.0
3553,6930.0
3554,
3555,8270.0
3556,3600.0
3557,7840.0
3558,1800.0
3559,4390.0
3560,1740.0
3561,960.0
3562,2900.0
3563,5970.0
3564,3700.0
3565,3760.0
3566,6640.0
3567,1120.0
3568,1960.0
3569,6000.0
3570,3540.0
3571,4000.0
3572,1960.0
3573,7400.0
3574,4200.0
3575,1790.0
3576,2220.0
3577,3340.0
3578,5540.0
3579,2200.0
3580,5800.0
3581,5120.0
3582,5390.0
3583,2360.0
3584,3810.0
3585,1950.0
3586,3540.0
3587,3270.0
3588,2730.0
3589,11480.0
3590,3660.0
3591,180.0
3592,6560.0
3593,1680.0
3594,5010.0
3595,5120.0
3596,3640.0
3597,3800.0
3598,1820.0
3599,3340.0
3600,1800.0
3601,3390.0
3602,4760.0
3603,4800.0
3604,2800.0
3605,2960.0
3606,4040.0
3607,3900.0
3608,2560.0
3609,3410.0
3610,2880.0
3611,5130.0
3612,5300.0
3613,4100.0
3614,2600.0
3615,10800.0
3616,6930.0
3617,11500.0
3618,7000.0
3619,1100.0
3620,2200.0
3621,5740.0
3622,1600.0
3623,3000.0
3624,3000.0
3625,7120.0
3626,3800.0
3627,4360.0
3628,8540.0
3629,3080.0
3630,
3631,30.0
3632,14520.0
3633,4900.0
3634,5600.0
3635,3480.0
3636,6800.0
3637,6040.0
3638,3540.0
3639,2880.0
3640,2550.0
3641,1230.0
3642,3640.0
3643,4200.0
3644,5100.0
3645,1050.0
3646,2860.0
3647,1680.0
3648,5160.0
3649,1750.0
3650,7800.0
3651,4400.0
3652,2280.0
3653,1760.0
3654,2920.0
3655,1600.0
3656,6060.0
3657,4000.0
3658,3680.0
3659,22430.0
3660,2720.0
3661,2520.0
3662,
3663,1980.0
3664,2050.0
3665,4500.0
3666,1640.0
3667,3760.0
3668,2540.0
3669,9200.0
3670,6670.0
3671,2500.0
3672,3390.0
3673,3680.0
3674,3070.0
3675,5100.0
3676,1260.0
3677,3940.0
3678,4830.0
3679,5280.0
3680,7800.0
3681,4580.0
3682,
3683,3480.0
3684,2460.0
3685,3840.0
3686,2470.0
