,frames_duration
2130,98.0
2131,70.0
2132,24.0
2133,165.0
2134,13.0
2135,15.0
2136,20.0
2137,102.0
2138,34.0
2139,29.0
2140,57.0
2141,27.0
2142,95.0
2143,40.0
2144,40.0
2145,25.0
2146,30.0
2147,62.0
2148,32.0
2149,23.0
2150,49.0
2151,40.0
2152,28.0
2153,24.0
2154,150.0
2155,24.0
2156,54.0
2157,59.0
2158,12.0
2159,74.0
2160,100.0
2161,90.0
2162,24.0
2163,72.0
2164,166.0
2165,27.0
2166,22.0
2167,40.0
2168,-9.223372036854776e+18
2169,46.0
2170,181.0
2171,30.0
2172,38.0
2173,53.0
2174,105.0
2175,50.0
2176,120.0
2177,37.0
2178,53.0
2179,31.0
2180,134.0
2181,21.0
2182,32.0
2183,18.0
2184,6.0
2185,75.0
2186,89.0
2187,124.0
2188,57.0
2189,136.0
2190,59.0
2191,47.0
2192,19.0
2193,107.0
2194,196.0
2195,13.0
2196,78.0
2197,104.0
2198,31.0
2199,111.0
2200,32.0
2201,137.0
2202,18.0
2203,21.0
2204,91.0
2205,14.0
2206,100.0
2207,160.0
2208,126.0
2209,195.0
2210,24.0
2211,70.0
2212,47.0
2213,88.0
2214,15.0
2215,29.0
2216,26.0
2217,84.0
2218,-9.223372036854776e+18
2219,16.0
2220,38.0
2221,26.0
2222,8.0
2223,60.0
2224,115.0
2225,29.0
2226,35.0
2227,39.0
2228,26.0
2229,13.0
2230,47.0
2231,30.0
2232,6.0
2233,65.0
2234,39.0
2235,11.0
2236,61.0
2237,23.0
2238,85.0
2239,44.0
2240,59.0
2241,14.0
2242,28.0
2243,72.0
2244,53.0
2245,20.0
2246,21.0
2247,112.0
2248,30.0
2249,35.0
2250,136.0
2251,37.0
2252,21.0
2253,238.0
2254,28.0
2255,57.0
2256,113.0
2257,134.0
2258,41.0
2259,48.0
2260,243.0
2261,39.0
2262,9.0
2263,37.0
2264,113.0
2265,136.0
2266,94.0
2267,8.0
2268,34.0
2269,59.0
2270,8.0
2271,85.0
2272,95.0
2273,43.0
2274,217.0
2275,50.0
2276,10.0
2277,71.0
2278,11.0
2279,11.0
2280,79.0
2281,77.0
2282,18.0
2283,108.0
2284,29.0
2285,99.0
2286,46.0
2287,17.0
2288,50.0
2289,92.0
2290,26.0
2291,42.0
2292,63.0
2293,71.0
2294,18.0
2295,32.0
2296,75.0
2297,59.0
2298,119.0
2299,16.0
2300,25.0
2301,47.0
2302,113.0
2303,70.0
2304,12.0
2305,108.0
2306,14.0
2307,42.0
2308,47.0
2309,113.0
2310,24.0
2311,138.0
2312,15.0
2313,110.0
2314,36.0
2315,27.0
2316,27.0
2317,22.0
2318,20.0
2319,33.0
2320,69.0
2321,53.0
2322,67.0
2323,21.0
2324,28.0
2325,31.0
2326,112.0
2327,45.0
2328,161.0
2329,195.0
2330,70.0
2331,28.0
2332,127.0
2333,88.0
2334,252.0
2335,68.0
2336,50.0
2337,78.0
2338,22.0
2339,16.0
2340,74.0
2341,32.0
2342,46.0
2343,68.0
2344,59.0
2345,74.0
2346,28.0
2347,16.0
2348,87.0
2349,74.0
2350,99.0
2351,166.0
2352,130.0
2353,35.0
2354,21.0
2355,15.0
2356,55.0
2357,15.0
2358,99.0
2359,93.0
2360,41.0
2361,90.0
2362,45.0
2363,38.0
2364,213.0
2365,13.0
2366,91.0
2367,40.0
2368,228.0
2369,7.0
2370,38.0
2371,66.0
2372,190.0
2373,66.0
2374,77.0
2375,166.0
2376,60.0
2377,12.0
2378,58.0
2379,59.0
2380,75.0
2381,24.0
2382,201.0
2383,43.0
2384,47.0
2385,63.0
2386,27.0
2387,29.0
2388,34.0
2389,125.0
2390,45.0
2391,125.0
2392,32.0
2393,44.0
2394,172.0
2395,22.0
2396,49.0
2397,49.0
2398,87.0
2399,117.0
2400,30.0
2401,58.0
2402,71.0
2403,193.0
2404,65.0
2405,71.0
2406,59.0
2407,102.0
2408,56.0
2409,20.0
2410,69.0
2411,22.0
2412,12.0
2413,40.0
2414,133.0
2415,79.0
2416,303.0
2417,387.0
2418,16.0
2419,99.0
2420,28.0
2421,56.0
2422,22.0
2423,40.0
2424,43.0
2425,225.0
2426,72.0
2427,185.0
2428,21.0
2429,20.0
2430,20.0
2431,42.0
2432,22.0
2433,30.0
2434,43.0
2435,25.0
2436,48.0
2437,18.0
2438,112.0
2439,13.0
2440,40.0
2441,32.0
2442,60.0
2443,16.0
2444,99.0
2445,28.0
2446,15.0
2447,23.0
2448,19.0
2449,56.0
2450,107.0
2451,58.0
2452,71.0
2453,106.0
2454,80.0
2455,48.0
2456,14.0
2457,60.0
2458,59.0
2459,25.0
2460,59.0
2461,24.0
2462,15.0
2463,130.0
2464,130.0
2465,25.0
2466,71.0
2467,20.0
2468,25.0
2469,26.0
2470,25.0
2471,45.0
2472,116.0
2473,110.0
2474,130.0
2475,194.0
2476,63.0
2477,20.0
2478,13.0
2479,12.0
2480,20.0
2481,103.0
2482,75.0
2483,61.0
2484,99.0
2485,82.0
2486,59.0
2487,26.0
2488,19.0
2489,35.0
2490,200.0
2491,61.0
2492,33.0
2493,2.0
2494,42.0
2495,100.0
2496,25.0
2497,102.0
2498,14.0
2499,13.0
2500,27.0
2501,191.0
2502,23.0
2503,61.0
2504,17.0
2505,121.0
2506,115.0
2507,26.0
2508,80.0
2509,9.0
2510,148.0
2511,29.0
2512,48.0
2513,90.0
2514,494.0
2515,53.0
2516,14.0
2517,107.0
2518,40.0
2519,114.0
2520,40.0
2521,11.0
2522,200.0
2523,81.0
2524,66.0
2525,16.0
2526,110.0
2527,39.0
2528,74.0
2529,154.0
2530,102.0
2531,126.0
2532,49.0
2533,27.0
2534,148.0
2535,6.0
2536,34.0
2537,104.0
2538,75.0
2539,15.0
2540,28.0
2541,55.0
2542,45.0
2543,58.0
2544,83.0
2545,61.0
2546,94.0
2547,62.0
2548,90.0
2549,91.0
2550,53.0
2551,60.0
2552,57.0
2553,22.0
2554,89.0
2555,140.0
2556,10.0
2557,38.0
2558,26.0
2559,35.0
2560,21.0
2561,48.0
2562,16.0
2563,76.0
2564,153.0
2565,28.0
2566,76.0
2567,24.0
2568,64.0
2569,80.0
2570,137.0
2571,82.0
2572,126.0
2573,66.0
2574,57.0
2575,133.0
2576,29.0
2577,9.0
2578,22.0
2579,98.0
2580,27.0
2581,27.0
2582,148.0
2583,69.0
2584,46.0
2585,26.0
2586,121.0
2587,119.0
2588,36.0
2589,100.0
2590,51.0
2591,61.0
2592,13.0
2593,11.0
2594,61.0
2595,26.0
2596,75.0
2597,61.0
2598,74.0
2599,32.0
2600,25.0
2601,127.0
2602,41.0
2603,106.0
2604,179.0
2605,7.0
2606,24.0
2607,-9.223372036854776e+18
2608,90.0
2609,13.0
2610,119.0
2611,30.0
2612,11.0
2613,124.0
2614,39.0
2615,19.0
2616,49.0
2617,32.0
2618,225.0
2619,66.0
2620,45.0
2621,12.0
2622,27.0
2623,41.0
2624,39.0
2625,329.0
2626,49.0
2627,41.0
2628,102.0
2629,26.0
2630,147.0
2631,27.0
2632,29.0
2633,61.0
2634,47.0
2635,15.0
2636,50.0
2637,58.0
2638,28.0
2639,63.0
2640,38.0
2641,23.0
2642,78.0
2643,33.0
2644,105.0
2645,30.0
2646,64.0
2647,27.0
2648,74.0
2649,60.0
2650,114.0
2651,96.0
2652,67.0
2653,124.0
2654,68.0
2655,41.0
2656,33.0
2657,69.0
2658,35.0
2659,13.0
2660,24.0
2661,28.0
2662,260.0
2663,77.0
2664,174.0
2665,12.0
2666,15.0
2667,28.0
2668,102.0
2669,47.0
2670,61.0
2671,99.0
2672,107.0
2673,47.0
2674,82.0
2675,53.0
2676,136.0
2677,41.0
2678,61.0
2679,14.0
2680,62.0
2681,63.0
2682,90.0
2683,13.0
2684,84.0
2685,39.0
2686,22.0
2687,186.0
2688,106.0
2689,33.0
2690,92.0
2691,92.0
2692,61.0
2693,65.0
2694,68.0
2695,93.0
2696,30.0
2697,30.0
2698,23.0
2699,45.0
2700,33.0
2701,47.0
2702,70.0
2703,36.0
2704,54.0
2705,7.0
2706,27.0
2707,3.0
2708,225.0
2709,65.0
2710,38.0
2711,60.0
2712,30.0
2713,166.0
2714,13.0
2715,26.0
2716,41.0
2717,119.0
2718,166.0
2719,57.0
2720,278.0
2721,15.0
2722,58.0
2723,60.0
2724,17.0
2725,40.0
2726,18.0
2727,29.0
2728,217.0
2729,30.0
2730,163.0
2731,45.0
2732,25.0
2733,217.0
2734,30.0
2735,94.0
2736,67.0
2737,74.0
2738,75.0
2739,35.0
2740,66.0
2741,22.0
2742,39.0
2743,20.0
2744,415.0
2745,28.0
2746,5.0
2747,18.0
2748,22.0
2749,55.0
2750,20.0
2751,25.0
2752,200.0
2753,18.0
2754,14.0
2755,38.0
2756,25.0
2757,174.0
2758,28.0
2759,89.0
2760,30.0
2761,311.0
2762,24.0
2763,53.0
2764,18.0
2765,133.0
2766,12.0
2767,45.0
2768,17.0
2769,63.0
2770,58.0
2771,125.0
2772,53.0
2773,42.0
2774,40.0
2775,50.0
2776,61.0
2777,34.0
2778,105.0
2779,35.0
2780,34.0
2781,41.0
2782,16.0
2783,16.0
2784,83.0
2785,54.0
2786,23.0
2787,32.0
2788,70.0
2789,25.0
2790,13.0
2791,72.0
2792,30.0
2793,24.0
2794,24.0
2795,60.0
2796,17.0
2797,24.0
2798,79.0
2799,41.0
2800,37.0
2801,50.0
2802,30.0
2803,27.0
2804,42.0
2805,158.0
2806,32.0
2807,30.0
2808,16.0
2809,48.0
2810,80.0
2811,70.0
2812,41.0
2813,23.0
2814,55.0
2815,38.0
2816,41.0
2817,77.0
2818,44.0
2819,233.0
2820,63.0
2821,19.0
2822,151.0
2823,38.0
2824,48.0
2825,87.0
2826,53.0
2827,41.0
2828,44.0
2829,30.0
2830,12.0
2831,8.0
2832,115.0
2833,8.0
2834,13.0
2835,59.0
2836,25.0
2837,24.0
2838,21.0
2839,11.0
2840,34.0
2841,84.0
2842,26.0
2843,72.0
2844,26.0
2845,150.0
2846,14.0
2847,241.0
2848,27.0
2849,7.0
2850,24.0
2851,147.0
2852,52.0
2853,98.0
2854,21.0
2855,22.0
2856,113.0
2857,25.0
2858,47.0
2859,10.0
2860,24.0
2861,44.0
2862,28.0
2863,48.0
2864,195.0
2865,43.0
2866,61.0
2867,30.0
2868,71.0
2869,21.0
2870,10.0
2871,28.0
2872,48.0
2873,27.0
2874,50.0
2875,42.0
2876,45.0
2877,80.0
2878,25.0
2879,26.0
2880,36.0
2881,76.0
2882,27.0
2883,103.0
2884,39.0
2885,115.0
2886,41.0
2887,45.0
2888,82.0
2889,104.0
2890,22.0
2891,28.0
2892,17.0
2893,50.0
2894,91.0
2895,46.0
2896,24.0
2897,9.0
2898,126.0
2899,33.0
2900,29.0
2901,24.0
2902,41.0
2903,102.0
2904,35.0
2905,-9.223372036854776e+18
2906,68.0
2907,44.0
2908,450.0
2909,121.0
2910,95.0
2911,15.0
2912,-9.223372036854776e+18
2913,47.0
2914,24.0
2915,46.0
2916,20.0
2917,60.0
2918,28.0
2919,64.0
2920,30.0
2921,44.0
2922,102.0
2923,82.0
2924,51.0
2925,40.0
2926,210.0
2927,24.0
2928,54.0
2929,13.0
2930,45.0
2931,21.0
2932,59.0
2933,27.0
2934,61.0
2935,103.0
2936,12.0
2937,71.0
2938,32.0
2939,18.0
2940,142.0
2941,20.0
2942,37.0
2943,50.0
2944,77.0
2945,71.0
2946,74.0
2947,174.0
2948,78.0
2949,33.0
2950,145.0
2951,32.0
2952,32.0
2953,178.0
2954,18.0
2955,33.0
2956,14.0
2957,59.0
2958,46.0
2959,25.0
2960,24.0
2961,218.0
2962,41.0
2963,23.0
2964,91.0
2965,55.0
2966,46.0
2967,20.0
2968,135.0
2969,76.0
2970,43.0
2971,179.0
2972,107.0
2973,60.0
2974,172.0
2975,82.0
2976,115.0
2977,85.0
2978,107.0
2979,27.0
2980,14.0
2981,98.0
2982,40.0
2983,82.0
2984,73.0
2985,67.0
2986,79.0
2987,75.0
2988,33.0
2989,38.0
2990,24.0
2991,34.0
2992,31.0
2993,27.0
2994,81.0
2995,24.0
2996,17.0
2997,20.0
2998,4.0
2999,38.0
3000,97.0
3001,24.0
3002,73.0
3003,32.0
3004,29.0
3005,15.0
3006,34.0
3007,36.0
3008,26.0
3009,25.0
3010,30.0
3011,113.0
3012,101.0
3013,46.0
3014,44.0
3015,73.0
3016,23.0
3017,75.0
3018,120.0
3019,18.0
3020,84.0
3021,36.0
3022,20.0
3023,53.0
3024,203.0
3025,79.0
3026,39.0
3027,107.0
3028,32.0
3029,30.0
3030,76.0
3031,111.0
3032,150.0
3033,44.0
3034,90.0
3035,81.0
3036,159.0
3037,15.0
3038,-9.223372036854776e+18
3039,43.0
3040,24.0
3041,113.0
3042,113.0
3043,91.0
3044,11.0
3045,20.0
3046,86.0
3047,53.0
3048,35.0
3049,13.0
3050,107.0
3051,75.0
3052,24.0
3053,39.0
3054,38.0
3055,57.0
3056,49.0
3057,133.0
3058,33.0
3059,31.0
3060,18.0
3061,73.0
3062,33.0
3063,331.0
3064,38.0
3065,98.0
3066,138.0
3067,4.0
3068,155.0
3069,33.0
3070,54.0
3071,15.0
3072,75.0
3073,28.0
3074,30.0
3075,101.0
3076,60.0
3077,180.0
3078,17.0
3079,21.0
3080,41.0
3081,79.0
3082,148.0
3083,6.0
3084,660.0
3085,27.0
3086,48.0
3087,11.0
3088,118.0
3089,13.0
3090,100.0
3091,100.0
3092,37.0
3093,34.0
3094,59.0
3095,18.0
3096,23.0
3097,133.0
3098,71.0
3099,15.0
3100,19.0
3101,23.0
3102,34.0
3103,150.0
3104,65.0
3105,20.0
3106,29.0
3107,41.0
3108,23.0
3109,-9.223372036854776e+18
3110,183.0
3111,30.0
3112,15.0
3113,25.0
3114,66.0
3115,21.0
3116,181.0
3117,115.0
3118,34.0
3119,19.0
3120,24.0
3121,47.0
3122,24.0
3123,34.0
3124,12.0
3125,54.0
3126,30.0
3127,83.0
3128,51.0
3129,115.0
3130,112.0
3131,81.0
3132,54.0
3133,109.0
3134,40.0
3135,200.0
3136,31.0
3137,20.0
3138,107.0
3139,25.0
3140,27.0
3141,228.0
3142,56.0
3143,105.0
3144,14.0
3145,62.0
3146,37.0
3147,50.0
3148,59.0
3149,81.0
3150,17.0
3151,22.0
3152,33.0
3153,146.0
3154,73.0
3155,87.0
3156,9.0
3157,37.0
3158,151.0
3159,71.0
3160,48.0
3161,38.0
3162,25.0
3163,23.0
3164,83.0
3165,31.0
3166,41.0
3167,13.0
3168,92.0
3169,180.0
3170,11.0
3171,48.0
3172,18.0
3173,30.0
3174,51.0
3175,127.0
3176,27.0
3177,48.0
3178,119.0
3179,16.0
3180,75.0
3181,17.0
3182,27.0
3183,77.0
3184,5.0
3185,84.0
3186,26.0
3187,13.0
3188,75.0
3189,178.0
3190,33.0
3191,26.0
3192,102.0
3193,99.0
3194,50.0
3195,9.0
3196,120.0
3197,38.0
3198,14.0
3199,60.0
3200,38.0
3201,54.0
3202,27.0
3203,16.0
3204,73.0
3205,175.0
3206,60.0
3207,1.0
3208,60.0
3209,94.0
3210,101.0
3211,15.0
3212,32.0
3213,53.0
3214,38.0
3215,43.0
3216,87.0
3217,18.0
3218,34.0
3219,58.0
3220,7.0
3221,55.0
3222,44.0
3223,35.0
3224,20.0
3225,50.0
3226,22.0
3227,93.0
3228,47.0
3229,34.0
3230,17.0
3231,17.0
3232,4.0
3233,19.0
3234,41.0
3235,166.0
3236,13.0
3237,21.0
3238,19.0
3239,5.0
3240,65.0
3241,29.0
3242,26.0
3243,24.0
3244,47.0
3245,38.0
3246,156.0
3247,169.0
3248,62.0
3249,20.0
3250,148.0
3251,29.0
3252,25.0
3253,88.0
3254,82.0
3255,81.0
3256,36.0
3257,58.0
3258,44.0
3259,41.0
3260,148.0
3261,81.0
3262,67.0
3263,61.0
3264,53.0
3265,11.0
3266,172.0
3267,500.0
3268,32.0
3269,16.0
3270,28.0
3271,74.0
3272,95.0
3273,71.0
3274,8.0
3275,151.0
3276,33.0
3277,75.0
3278,46.0
3279,68.0
3280,15.0
3281,24.0
3282,53.0
3283,74.0
3284,188.0
3285,21.0
3286,66.0
3287,28.0
3288,450.0
3289,76.0
3290,83.0
3291,36.0
3292,67.0
3293,106.0
3294,36.0
3295,16.0
3296,33.0
3297,7.0
3298,125.0
3299,28.0
3300,45.0
3301,81.0
3302,71.0
3303,69.0
3304,12.0
3305,52.0
3306,4.0
3307,80.0
3308,14.0
3309,46.0
3310,25.0
3311,65.0
3312,69.0
3313,151.0
3314,33.0
3315,54.0
3316,39.0
3317,115.0
3318,-9.223372036854776e+18
3319,76.0
3320,66.0
3321,31.0
3322,74.0
3323,35.0
3324,55.0
3325,83.0
3326,-9.223372036854776e+18
3327,43.0
3328,168.0
3329,16.0
3330,6.0
3331,69.0
3332,115.0
3333,28.0
3334,10.0
3335,14.0
3336,45.0
3337,11.0
3338,28.0
3339,22.0
3340,27.0
3341,48.0
3342,61.0
3343,39.0
3344,33.0
3345,494.0
3346,60.0
3347,41.0
3348,67.0
3349,54.0
3350,24.0
3351,40.0
3352,63.0
3353,87.0
3354,73.0
3355,27.0
3356,51.0
3357,144.0
3358,72.0
3359,10.0
3360,21.0
3361,14.0
3362,20.0
3363,16.0
3364,15.0
3365,22.0
3366,50.0
3367,80.0
3368,23.0
3369,22.0
3370,30.0
3371,185.0
3372,19.0
3373,19.0
3374,60.0
3375,29.0
3376,748.0
3377,53.0
3378,20.0
3379,206.0
3380,58.0
3381,75.0
3382,141.0
3383,54.0
3384,81.0
3385,22.0
3386,40.0
3387,21.0
3388,54.0
3389,42.0
3390,37.0
3391,69.0
3392,59.0
3393,59.0
3394,100.0
3395,-9.223372036854776e+18
3396,19.0
3397,147.0
3398,63.0
3399,43.0
3400,30.0
3401,9.0
3402,43.0
3403,56.0
3404,71.0
3405,40.0
3406,10.0
3407,239.0
3408,41.0
3409,42.0
3410,29.0
3411,24.0
3412,40.0
3413,30.0
3414,16.0
3415,27.0
3416,22.0
3417,31.0
3418,63.0
3419,6.0
3420,67.0
3421,150.0
3422,67.0
3423,18.0
3424,24.0
3425,69.0
3426,275.0
3427,25.0
3428,66.0
3429,32.0
3430,27.0
3431,117.0
3432,60.0
3433,59.0
3434,252.0
3435,45.0
3436,250.0
3437,11.0
3438,154.0
3439,20.0
3440,33.0
3441,15.0
3442,30.0
3443,13.0
3444,33.0
3445,17.0
3446,27.0
3447,31.0
3448,26.0
3449,26.0
3450,69.0
3451,205.0
3452,75.0
3453,43.0
3454,91.0
3455,128.0
3456,48.0
3457,17.0
3458,88.0
3459,18.0
3460,28.0
3461,22.0
3462,147.0
3463,78.0
3464,15.0
3465,321.0
3466,15.0
3467,7.0
3468,28.0
3469,32.0
3470,82.0
3471,56.0
3472,20.0
3473,40.0
3474,30.0
3475,17.0
3476,38.0
3477,129.0
3478,15.0
3479,71.0
3480,26.0
3481,59.0
3482,41.0
3483,50.0
3484,172.0
3485,20.0
3486,48.0
3487,128.0
3488,87.0
3489,30.0
3490,132.0
3491,174.0
3492,155.0
3493,46.0
3494,17.0
3495,38.0
3496,12.0
3497,115.0
3498,44.0
3499,53.0
3500,21.0
3501,21.0
3502,96.0
3503,14.0
3504,14.0
3505,29.0
3506,75.0
3507,17.0
3508,28.0
3509,114.0
3510,76.0
3511,25.0
3512,85.0
3513,31.0
3514,17.0
3515,42.0
3516,76.0
3517,18.0
3518,24.0
3519,82.0
3520,23.0
3521,50.0
3522,18.0
3523,7.0
3524,70.0
3525,11.0
3526,40.0
3527,29.0
3528,27.0
3529,39.0
3530,47.0
3531,47.0
3532,29.0
3533,14.0
3534,118.0
3535,42.0
3536,36.0
3537,10.0
3538,45.0
3539,47.0
3540,33.0
3541,28.0
3542,80.0
3543,117.0
3544,52.0
3545,47.0
3546,119.0
3547,45.0
3548,20.0
3549,16.0
3550,21.0
3551,30.0
3552,146.0
3553,77.0
3554,-9.223372036854776e+18
3555,124.0
3556,45.0
3557,98.0
3558,45.0
3559,66.0
3560,29.0
3561,12.0
3562,29.0
3563,179.0
3564,37.0
3565,47.0
3566,166.0
3567,16.0
3568,49.0
3569,60.0
3570,53.0
3571,40.0
3572,47.0
3573,185.0
3574,70.0
3575,27.0
3576,74.0
3577,50.0
3578,83.0
3579,22.0
3580,145.0
3581,41.0
3582,81.0
3583,28.0
3584,127.0
3585,15.0
3586,53.0
3587,49.0
3588,91.0
3589,82.0
3590,91.0
3591,3.0
3592,164.0
3593,24.0
3594,167.0
3595,128.0
3596,91.0
3597,95.0
3598,14.0
3599,50.0
3600,18.0
3601,51.0
3602,119.0
3603,48.0
3604,28.0
3605,74.0
3606,120.0
3607,39.0
3608,32.0
3609,102.0
3610,18.0
3611,91.0
3612,53.0
3613,41.0
3614,20.0
3615,90.0
3616,77.0
3617,230.0
3618,100.0
3619,11.0
3620,44.0
3621,82.0
3622,16.0
3623,30.0
3624,25.0
3625,59.0
3626,38.0
3627,109.0
3628,61.0
3629,74.0
3630,30.0
3631,25.0
3632,242.0
3633,49.0
3634,56.0
3635,87.0
3636,68.0
3637,151.0
3638,53.0
3639,72.0
3640,51.0
3641,41.0
3642,72.0
3643,21.0
3644,51.0
3645,15.0
3646,22.0
3647,21.0
3648,129.0
3649,25.0
3650,78.0
3651,22.0
3652,45.0
3653,16.0
3654,73.0
3655,16.0
3656,101.0
3657,99.0
3658,46.0
3659,673.0
3660,18.0
3661,63.0
3662,11.0
3663,18.0
3664,41.0
3665,45.0
3666,41.0
3667,47.0
3668,38.0
3669,92.0
3670,100.0
3671,50.0
3672,51.0
3673,110.0
3674,46.0
3675,51.0
3676,14.0
3677,59.0
3678,69.0
3679,37.0
3680,78.0
3681,229.0
3682,36.0
3683,83.0
3684,41.0
3685,48.0
3686,37.0
3687,99.0
3688,59.0
3689,18.0
3690,42.0
3691,97.0
3692,248.0
3693,45.0
3694,55.0
3695,82.0
3696,38.0
3697,154.0
3698,59.0
3699,43.0
3700,50.0
3701,30.0
3702,23.0
3703,14.0
3704,56.0
3705,18.0
3706,150.0
3707,104.0
3708,176.0
3709,29.0
3710,42.0
3711,22.0
3712,66.0
3713,19.0
3714,107.0
3715,9.0
3716,217.0
3717,122.0
3718,75.0
3719,51.0
3720,106.0
3721,31.0
3722,-9.223372036854776e+18
3723,27.0
3724,140.0
3725,33.0
3726,48.0
3727,62.0
3728,120.0
3729,62.0
3730,13.0
3731,175.0
3732,113.0
3733,31.0
3734,134.0
3735,43.0
3736,112.0
3737,40.0
3738,45.0
3739,72.0
3740,117.0
3741,17.0
3742,40.0
3743,120.0
3744,101.0
3745,46.0
3746,48.0
3747,44.0
3748,32.0
3749,68.0
3750,14.0
3751,89.0
3752,25.0
3753,119.0
3754,77.0
3755,70.0
3756,76.0
3757,23.0
3758,63.0
3759,62.0
3760,36.0
3761,76.0
3762,51.0
3763,64.0
3764,39.0
3765,50.0
3766,64.0
3767,120.0
3768,25.0
3769,196.0
3770,39.0
3771,48.0
3772,125.0
3773,97.0
3774,68.0
3775,43.0
3776,34.0
3777,158.0
3778,29.0
3779,473.0
3780,76.0
3781,50.0
3782,50.0
3783,68.0
3784,36.0
3785,52.0
3786,31.0
3787,36.0
3788,41.0
3789,131.0
3790,74.0
3791,209.0
3792,165.0
3793,-9.223372036854776e+18
3794,76.0
3795,44.0
3796,75.0
3797,49.0
3798,103.0
3799,87.0
3800,11.0
3801,41.0
3802,22.0
3803,15.0
3804,98.0
3805,127.0
3806,26.0
3807,25.0
3808,96.0
3809,151.0
3810,18.0
3811,38.0
3812,15.0
3813,73.0
3814,91.0
3815,99.0
3816,73.0
3817,52.0
3818,140.0
3819,47.0
3820,77.0
3821,23.0
3822,12.0
3823,22.0
3824,504.0
3825,134.0
3826,63.0
3827,42.0
3828,129.0
3829,36.0
3830,58.0
3831,136.0
3832,62.0
3833,31.0
3834,30.0
3835,28.0
3836,98.0
3837,11.0
3838,22.0
3839,32.0
3840,303.0
3841,38.0
3842,93.0
3843,80.0
3844,24.0
3845,146.0
3846,6.0
3847,45.0
3848,28.0
3849,98.0
3850,77.0
3851,68.0
3852,23.0
3853,9.0
3854,113.0
3855,21.0
3856,51.0
3857,119.0
3858,60.0
3859,44.0
3860,42.0
3861,75.0
3862,23.0
3863,15.0
3864,54.0
3865,150.0
3866,116.0
3867,58.0
3868,47.0
3869,56.0
3870,38.0
3871,74.0
3872,74.0
3873,115.0
3874,59.0
3875,121.0
3876,17.0
3877,-9.223372036854776e+18
3878,24.0
3879,63.0
3880,223.0
3881,38.0
3882,63.0
3883,60.0
3884,14.0
3885,96.0
3886,26.0
3887,59.0
3888,35.0
3889,16.0
3890,45.0
3891,52.0
3892,115.0
3893,77.0
3894,43.0
3895,26.0
3896,26.0
3897,41.0
3898,56.0
3899,72.0
3900,151.0
3901,20.0
3902,40.0
3903,150.0
3904,20.0
3905,17.0
3906,-9.223372036854776e+18
3907,25.0
3908,35.0
3909,40.0
3910,19.0
3911,27.0
3912,28.0
3913,17.0
3914,75.0
3915,91.0
3916,31.0
3917,45.0
3918,76.0
3919,28.0
3920,35.0
3921,20.0
3922,20.0
3923,71.0
3924,75.0
3925,13.0
3926,19.0
3927,66.0
3928,25.0
3929,32.0
3930,139.0
3931,19.0
3932,101.0
3933,75.0
3934,50.0
3935,28.0
3936,41.0
3937,140.0
3938,43.0
3939,34.0
3940,24.0
3941,55.0
3942,87.0
3943,57.0
3944,33.0
3945,40.0
3946,71.0
3947,85.0
3948,55.0
3949,25.0
3950,200.0
3951,21.0
3952,36.0
3953,23.0
3954,57.0
3955,258.0
3956,179.0
3957,153.0
3958,-9.223372036854776e+18
3959,10.0
3960,36.0
3961,66.0
3962,102.0
3963,78.0
3964,41.0
3965,31.0
3966,54.0
3967,46.0
3968,39.0
3969,24.0
3970,47.0
3971,20.0
3972,77.0
3973,53.0
3974,14.0
3975,17.0
3976,15.0
3977,53.0
3978,100.0
3979,9.0
3980,36.0
3981,133.0
3982,10.0
3983,25.0
3984,21.0
3985,151.0
3986,62.0
3987,89.0
3988,42.0
3989,17.0
3990,28.0
3991,17.0
3992,22.0
3993,94.0
3994,37.0
3995,29.0
3996,46.0
3997,53.0
3998,24.0
3999,141.0
4000,63.0
4001,227.0
4002,7.0
4003,20.0
4004,57.0
4005,223.0
4006,99.0
4007,30.0
4008,30.0
4009,151.0
4010,30.0
4011,103.0
4012,25.0
4013,101.0
4014,20.0
4015,24.0
4016,15.0
4017,22.0
4018,148.0
4019,21.0
4020,12.0
4021,25.0
4022,127.0
4023,15.0
4024,194.0
4025,40.0
4026,61.0
4027,74.0
4028,18.0
4029,35.0
4030,59.0
4031,14.0
4032,30.0
4033,18.0
4034,11.0
4035,138.0
4036,28.0
4037,14.0
4038,40.0
4039,27.0
4040,51.0
4041,177.0
4042,71.0
4043,280.0
4044,56.0
4045,36.0
4046,16.0
4047,15.0
4048,7.0
4049,35.0
4050,32.0
4051,20.0
4052,36.0
4053,9.0
4054,11.0
4055,113.0
4056,15.0
4057,9.0
4058,-9.223372036854776e+18
4059,380.0
4060,35.0
4061,81.0
4062,150.0
4063,10.0
4064,28.0
4065,43.0
4066,36.0
4067,24.0
4068,14.0
4069,37.0
4070,20.0
4071,34.0
4072,30.0
4073,87.0
4074,100.0
4075,64.0
4076,14.0
4077,150.0
4078,20.0
4079,-9.223372036854776e+18
4080,92.0
4081,15.0
4082,60.0
4083,60.0
4084,39.0
4085,90.0
4086,278.0
4087,39.0
4088,27.0
4089,72.0
4090,82.0
4091,106.0
4092,65.0
4093,5.0
4094,120.0
4095,40.0
4096,98.0
4097,34.0
4098,61.0
4099,167.0
4100,25.0
4101,75.0
4102,21.0
4103,100.0
4104,28.0
4105,95.0
4106,30.0
4107,38.0
