,avg_sharpness
749,5.284313222427939
750,8.337941138062284
751,8.310201016086797
752,7.558610449565538
753,9.408671976623511
754,6.171928411214643
755,6.582431235486667
756,6.616451412294291
757,5.849787963473205
758,6.059789601462641
759,7.625025356796443
760,7.911054546185459
761,6.1350366591568815
762,7.986326625944287
763,8.275659125456281
764,7.7110784917197215
765,8.1545753586639
766,7.40138270276755
767,-1.0
768,8.059416055273442
769,6.121693528879487
770,5.228321287597313
771,6.047337924068087
772,7.013462208364439
773,7.104625091556415
774,8.599876514782984
775,6.344261375075693
776,4.9923107349138025
777,7.947950119497792
778,7.990390887531181
779,6.636504749057968
780,6.910579406813616
781,7.011155979905018
782,5.536216608407897
783,5.698791568225409
784,7.139092505610028
785,5.482748512342136
786,7.0392522674076705
787,5.941508981378285
788,5.164535067433588
789,6.143829025259841
790,7.737667928970942
791,6.490425777960538
792,8.46796713499869
793,5.2332974075565
794,7.174994494314679
795,8.355076744162368
796,6.248522607999681
797,5.179253082610993
798,6.470245037014737
799,5.4439492618336205
800,6.611320333431716
801,4.834374817050904
802,8.554636849232317
803,3.6181647744679815
804,6.1896218058533625
805,5.729860089703233
806,6.559277571581674
807,6.479775278103509
808,7.638084675240685
809,5.742608816913244
810,6.181514130294626
811,8.084124410050894
812,6.019968327295275
813,6.818229800520557
814,5.058669744286856
815,6.725258561481587
816,8.60270163092314
817,7.1864646187731
818,5.438324966268119
819,6.923635367453229
820,6.280254998076591
821,6.317407482923856
822,8.988133395443157
823,6.207699821149693
824,8.281400516103284
825,7.982992532509057
826,6.8826240594823895
827,7.383045176366612
828,5.727641330029699
829,7.582232785622738
830,5.509786279400304
831,8.444594269262772
832,7.260233777787699
833,6.19103890844781
834,7.232198540795348
835,5.379669607314493
836,6.064671354474085
837,7.114121710028141
838,7.393079956191571
839,7.4068637113954
840,6.811008630342988
841,5.245142764621378
842,6.7946638824596635
843,7.028944513166963
844,7.375094879579573
845,8.414029999541627
846,7.1296001238171165
847,6.92114787234867
848,5.421900954149857
849,6.9143992704663555
850,7.207319610493929
851,5.05189249766033
852,8.06831573218713
853,6.45043639977451
854,6.2923689445466575
855,7.579316055204753
856,5.1657906734829435
857,5.545889343325617
858,6.350425210902708
859,5.572834947636125
860,6.3371146328356
861,6.689421653999633
862,8.754606355835177
863,6.384709674640184
864,6.513817383797743
865,7.174524854634481
866,6.153443278584769
867,6.11481032776862
868,6.461428808839159
869,5.975347668051185
870,6.748150356964097
871,9.311270769327013
872,7.350683067998664
873,8.173838303703416
874,7.803171893731762
875,6.412686459995157
876,6.93271532322682
877,5.242068237562311
878,7.207640827872846
879,6.093042911666042
880,7.537223925084406
881,6.462702712290036
882,6.006750116561272
883,6.647847437214889
884,7.3865687446764445
885,7.954458831470209
886,5.3375599790417425
887,3.963199043191092
888,5.697343686774012
889,6.429091427568082
890,7.177237182584946
891,8.891856985894266
892,5.679066503670829
893,8.235334198122533
894,6.930378359161661
895,7.391983141339402
896,5.255166972357463
897,5.789857690954384
898,6.673730449667879
899,6.727004915608346
900,5.978762841622547
901,7.34087441198717
902,5.7389098509676115
903,7.473735753479783
904,7.147839881040843
905,6.717575114902751
906,9.610342080293227
907,5.912613841663398
908,6.290340589919628
909,6.874019905802974
910,8.307875416937533
911,6.4151597458290714
912,5.335701605033595
913,7.058424438971944
914,5.427808976939059
915,6.689844902022492
916,6.004562061305188
917,7.296450443563706
918,7.091699691523975
919,4.774179906884446
920,4.979802149639788
921,5.310430809895912
922,7.473128487954307
923,6.17145718400777
924,8.008984357554445
925,6.876782973439976
926,5.451046605042147
927,7.524033711027992
928,9.092001005394568
929,6.768113333876049
930,6.81720102936594
931,6.825871893110426
932,7.441933455931268
933,8.036829779490157
934,6.807131659766573
935,6.362030044547194
936,5.610175666201709
937,7.4726027702203535
938,8.24831897261546
939,6.719664479787615
940,6.3635159841091005
941,6.4658708239649485
942,5.410582217470074
943,5.3478492279462095
944,5.857217465989412
945,7.641585494041848
946,5.377171575360992
947,6.0173884525028845
948,6.809726112301783
949,7.256959450568391
950,8.444286384489928
951,6.310182483510574
952,9.197888146295655
953,5.794909134442172
954,9.503808802931088
955,6.908870686472808
956,6.873145703595749
957,6.181485002107395
958,6.219567802888163
959,6.720491938200715
960,7.058609672396561
961,8.631644324736754
962,6.3876381979974495
963,6.767399467614614
964,6.41918309844911
965,6.715923879700593
966,7.209753554004502
967,6.857954822543542
968,7.638216569020846
969,5.156776871897081
970,6.519411559900832
971,6.405705058739172
972,7.277587089600237
973,7.2688581647573
974,6.381920828835265
975,7.515333230598787
976,5.367000520484463
977,5.557024538635141
978,7.5373356131760065
979,6.9376456074521675
980,6.295513051062383
981,5.45221308841401
982,7.008272339266279
983,6.057906147805096
984,6.302310159320074
985,6.356780690114179
986,7.286369561777619
987,7.3665981303033226
988,7.023713557414088
989,6.64293409403827
990,6.36588431761502
991,5.690826238216267
992,6.808755522223433
993,6.450857241325119
994,6.915497831179041
995,5.797184934875327
996,9.36429480924224
997,6.354644893985341
998,5.679066503670829
999,6.420610075677961
1000,6.364834210910425
1001,5.966882917085867
1002,7.399499574123394
1003,5.500728955753136
1004,7.3240147561692215
1005,5.79225791317814
1006,9.122407242658149
1007,7.97909083188146
1008,7.232958440869865
1009,8.155451026812056
1010,8.343333684749217
1011,7.19625017191493
1012,6.87883643929555
1013,8.18456989711272
1014,6.450857241325119
1015,7.613709174586013
1016,5.28161548131965
1017,4.112352351364682
1018,5.927286119211832
1019,5.7613443152758474
1020,6.095983142089838
1021,6.690917623617446
1022,6.494541192640305
1023,5.576356798483893
1024,7.415838788390845
1025,8.679937425370118
1026,6.522599991660439
1027,5.276551564538242
1028,6.524676549990267
1029,4.705986731562978
1030,6.475583272307676
1031,7.407638183462364
1032,5.4184789011963295
1033,7.0975456286251255
1034,6.470245037014737
1035,7.129428259184733
1036,7.1489337623270535
1037,6.291049978368234
1038,5.1736847684905625
1039,8.175699949804896
1040,6.706253871972204
1041,7.250851791577279
1042,6.003876575246557
1043,7.085565511279006
1044,8.155451026812056
1045,7.0049744533391225
1046,7.746036496690285
1047,7.055268243354409
1048,7.549231718871233
1049,8.09203809236691
1050,7.9544842877212405
1051,7.736587948565003
1052,7.090392002328621
1053,5.89187806019211
1054,5.361536765719319
1055,7.387713602372408
1056,5.484476456969578
1057,5.752708642639926
1058,8.196087156391785
1059,6.023864136699277
1060,5.876303092013717
1061,6.7152371837720715
1062,7.019844021737377
1063,4.510506087919325
1064,8.653528888059606
1065,6.9735046383756325
1066,6.978968494250781
1067,5.830484936886228
1068,6.909921765223798
1069,6.854284222862537
1070,5.924126699970858
1071,6.784849931698248
1072,6.961851446947184
1073,7.535688570027387
1074,7.129229914484416
1075,7.090392002328621
1076,7.852265985167393
1077,8.150360687899036
1078,6.514402209361289
1079,4.875485659822559
1080,6.467484752731061
1081,8.086118395682947
1082,8.155451026812056
1083,6.596740552294981
1084,6.502459826417264
1085,5.5742389830271994
1086,8.1242942400302
1087,6.08383328601729
1088,6.257512198543304
1089,8.652161915171224
1090,6.258154587762664
1091,6.486079095614715
1092,7.749918146561609
1093,4.940392396425274
1094,6.5645232362834545
1095,6.177174989105757
1096,7.504179280495804
1097,6.4255416116371
1098,7.734610575348781
1099,7.093265838522436
1100,6.785280075185785
1101,6.793992419596403
1102,8.667974283755472
1103,7.810721281221674
1104,5.343199646961028
1105,6.657182897870216
1106,5.7710665111713775
1107,6.436119494470515
1108,6.044376166495942
1109,8.728087425294836
1110,5.72071315589756
1111,8.416325507132477
1112,4.755748141748757
1113,6.46583331035041
1114,7.927013733025168
1115,6.745519830863073
1116,6.407363048473996
1117,5.971861340891198
1118,5.659172381717092
1119,6.810265122794969
1120,6.866173962033101
1121,7.384605065427622
1122,6.376486913176904
1123,8.051649346138559
1124,5.879524812176934
1125,6.600486647389229
1126,7.357508453781797
1127,6.738504066194967
1128,6.901121487975826
1129,6.765160212467023
1130,6.788440257196661
1131,8.502234506804589
1132,6.911109623282312
1133,6.5425339811792655
1134,7.572897863967211
1135,8.43006064351338
1136,5.31635293772842
1137,5.733557255599589
1138,6.466373465395065
1139,4.305779913092004
1140,6.598892324259738
1141,5.9857905046397475
1142,6.133612784157755
1143,4.800070818745425
1144,8.619167952602348
1145,6.738504066194967
1146,8.124597762145191
1147,6.596371421073492
1148,6.788484559562836
1149,5.6926230810524405
1150,6.872856396617306
1151,6.847133853388837
1152,8.097224500691212
1153,6.290203083454637
1154,6.6096466127864435
1155,6.187098178133981
1156,8.515894492980193
1157,5.955879761890302
1158,6.16337971215513
1159,7.4172587468564695
1160,6.128261971988607
1161,6.879483551900051
1162,7.302787282685129
1163,5.886251943029333
1164,6.0621459461233025
1165,7.735014783021161
1166,7.58957838078567
1167,6.101872050571525
1168,5.9026281651184105
1169,6.65582502809937
1170,6.967322735800915
1171,6.718048716827306
1172,6.012948147247209
1173,5.552895156443039
1174,5.496808254548914
1175,7.6927186695468555
1176,8.40635167430332
1177,5.550313771187927
1178,8.102691766103606
1179,6.59169132815601
1180,7.301944493719318
1181,6.354490491287057
1182,6.693198857493639
1183,5.082496839545736
1184,8.090925024658818
1185,7.156922244732104
1186,8.535874970683649
1187,7.744445753431556
1188,6.832157873874905
1189,7.946566811778755
1190,6.8959069588442725
1191,5.367319988478485
1192,6.148154667178748
1193,5.775925197510404
1194,6.602981620043789
1195,7.768706287119473
1196,6.3016413831299385
1197,5.136595264703303
1198,7.518741600082852
1199,7.490172849108713
1200,6.32332674684709
1201,7.668439119380762
1202,3.919773348641452
1203,7.122508128239602
1204,7.13002539671293
1205,6.686471565200353
1206,8.16829428622184
1207,6.714702707376128
1208,7.4416159397564705
1209,7.2473786865031
1210,8.16270971481681
1211,5.255334029456932
1212,5.871779987759626
1213,3.640961843053672
1214,6.8542467761405765
1215,4.0797784408434365
1216,7.361360410600306
1217,6.8415359587082705
1218,7.008882602213871
1219,7.584682494868822
1220,5.120349250508686
1221,7.583760213654529
1222,4.055491414680151
1223,5.182301936462099
1224,4.785839668439219
1225,6.935406651665215
1226,5.581969416402861
1227,5.5871257359313855
1228,5.848278234096301
1229,5.799357232623432
1230,5.980882121579148
1231,6.4538915722636006
1232,7.945469153837798
1233,5.880265978960216
1234,8.720962627879794
1235,7.0791956838428725
1236,7.966587767926197
1237,5.68267561563537
1238,6.4929948638441175
1239,7.294355890185447
1240,7.724504324056756
1241,8.177191960653362
1242,7.2411586625008875
1243,8.081585478949691
1244,6.994584459381912
1245,8.062610720404527
1246,5.516714645688451
1247,6.372930261825115
1248,7.085322444281631
1249,6.490960274244639
1250,7.079742105363162
1251,5.546708995278009
1252,8.262759823000954
1253,6.812761128218992
1254,5.6558283830033105
1255,6.502459826417264
1256,6.858862091712882
1257,6.288539174358652
1258,6.038432150894796
1259,5.08784066859137
1260,4.329892121898695
1261,6.36722450262464
1262,5.64033316864252
1263,8.289776693213087
1264,5.881814849738155
1265,6.845481743075628
1266,6.401795558861771
1267,7.122817306067825
1268,8.086228126893534
1269,6.385602759899478
1270,6.5821123656866245
1271,6.211711006401571
1272,6.467793937968397
1273,6.769177313995372
1274,7.784385485925995
1275,5.79641406151244
1276,8.317748942897722
1277,5.590853507082873
1278,6.780854895877783
1279,5.842073698989513
1280,5.894608857211715
1281,6.181565251684389
1282,6.276100222886171
1283,7.073651121969666
1284,5.187974405039999
1285,6.262495337677158
1286,7.649925645229894
1287,7.888764748150315
1288,8.046601723421592
1289,7.292731984938002
1290,6.486490414867466
1291,7.371192102505132
1292,8.224572270546428
1293,8.136347434639234
1294,6.32517793211576
1295,7.444839093487519
1296,7.732948901240267
1297,7.359388648110525
1298,7.129098163585509
1299,7.3802189296488585
1300,6.72472547353529
1301,8.377148210489775
1302,6.260458466690862
1303,7.22372452317534
1304,5.245257340729369
1305,5.536216608407897
1306,8.342357109105988
1307,7.51225495543645
1308,6.491039949450366
1309,7.346540115199673
1310,6.1024002139643745
1311,8.197785313010042
1312,5.663820346611328
1313,8.031743004471428
1314,4.729104103038353
1315,6.607106055347611
1316,8.346752353298763
1317,6.897917410943756
1318,6.868930696403228
1319,7.16973832104774
1320,8.517335893941814
1321,6.064286555123191
1322,6.5918767288751
1323,7.596906012967916
1324,4.890509693759255
1325,7.709880948174093
1326,5.113120424046354
1327,6.336800313202437
1328,6.585602356516657
1329,5.776037850586268
1330,6.892649573230109
1331,6.960004599788041
1332,6.690569365559727
1333,6.450857241325119
1334,7.470514028899356
1335,6.909033660841909
1336,4.951252044828347
1337,5.881227108530876
1338,5.6028069636243485
1339,7.294271918656937
1340,6.011014550044426
1341,6.57910488189955
1342,4.862382573462782
1343,7.693389922781238
1344,8.056378258447827
1345,6.188096285927287
1346,6.534803076501338
1347,5.136568752258625
