,max_sharpness
673,1503.4244925339622
674,590.6924462639253
675,954.885028481149
676,5925.201232722949
677,-1.0
678,428.91140921056393
679,646.7285851523437
680,3330.5070881830816
681,1609.968541048889
682,4190.938556541839
683,801.3663040337456
684,1052.5459962500875
685,2291.019674039542
686,3534.5160341254564
687,522.1675861219844
688,1669.2433577327029
689,971.7835021309827
690,1048.9305664354672
691,1670.7558886422298
692,253.13313943888002
693,214.363473816888
694,2975.802271685658
695,1206.2425639657333
696,1403.1348182920344
697,1353.8122544802236
698,2291.4748802166596
699,705.239272174324
700,1975.5999730374429
701,4177.120652734375
702,1923.006736091821
703,3392.1537184090735
704,255.41517180855624
705,387.9709818316403
706,8003.073097761535
707,1508.93782544
708,1514.8321765684607
709,2804.4826581367042
710,1636.1186305487604
711,235.3957881772381
712,724.1644018674364
713,1104.8549862792017
714,1272.9838400712458
715,1223.2736585193493
716,3365.5488019765394
717,591.8240352728698
718,2922.0426623365706
719,1499.6015883451607
720,1881.703623700605
721,388.24509949363426
722,1705.5711254020866
723,139.0601097937659
724,1152.6551353215111
725,1066.329436213456
726,2831.239802395181
727,305.4162203344851
728,1035.7933298278115
729,2099.3796631514274
730,1448.6351584176987
731,4595.547055224438
732,365.45259440802363
733,241.0844232053936
734,352.1702003905326
735,775.835195839027
736,1445.410564816609
737,350.1271167739021
738,1298.3173986989145
739,1494.4517493654864
740,1610.0285232920098
741,1881.8154660861678
742,903.3675583718801
743,4088.1601559356
744,2870.103110445212
745,637.8957883872861
746,16195.908045386177
747,742.1852844909203
748,560.6040891831824
749,221.61947266535046
750,4517.099921994476
751,4214.367577775511
752,1963.329842495904
753,12387.454687467807
754,559.2345665913778
755,767.1352788653207
756,810.0141370499362
757,376.9719716660817
758,448.6928142593395
759,2493.6003717304625
760,2893.0383978198997
761,477.94000367552496
762,2991.4472662751
763,4715.399553794519
764,2297.4549339369737
765,5550.249900248361
766,1964.1958134865274
767,-1.0
768,3692.7468681231003
769,503.5590622209846
770,245.13425643644413
771,471.18340366641274
772,1488.0119199592505
773,1237.7455320802458
774,5480.691357913753
775,690.7613007979459
776,198.79417349964842
777,2970.3777165758393
778,2992.574215828416
779,1274.7597346061598
780,1049.9817714840735
781,1281.2371398747068
782,286.0245464588542
783,391.1219975693472
784,1272.8942900854345
785,406.97217774408057
786,1178.1329057496125
787,565.006185114624
788,281.5377719698096
789,730.3518142028806
790,2548.7942363914126
791,971.0772077244886
792,4807.172330170523
793,211.39459763160153
794,1449.9349757425357
795,5206.668759421599
796,738.0698118530935
797,193.15164341957117
798,820.0103699557294
799,266.32810706598906
800,852.6255693011312
801,161.46572882941015
802,5377.569439468036
803,51.04766194905202
804,531.2910077767518
805,441.73364574953763
806,756.7626062633364
807,722.9398719368036
808,2167.5137492989893
809,350.1751116696668
810,629.7981917124768
811,3589.4172879685116
812,618.6398814051297
813,947.7235455811673
814,170.2158323410204
815,975.4805114259785
816,6483.402559800719
817,1380.6455455429073
818,286.9770374823571
819,1026.2912630578157
820,806.6571742422715
821,995.3848223049306
822,9205.636777473985
823,577.6054472661042
824,4439.314320145722
825,3677.559813663249
826,3195.0381301681123
827,1641.158354099449
828,322.1516036705624
829,2245.8205208703152
830,255.2522935117835
831,12926.508945773236
832,1525.9639675782441
833,827.9037584628633
834,2275.6639901691224
835,417.25825265410253
836,510.8437421039936
837,1239.9212205320569
838,1647.206722959811
839,2029.506635089014
840,1128.0960846227886
841,203.15040381982942
842,1641.336415972222
843,1153.2198383211096
844,1674.7370092117858
845,4922.563796584016
846,1310.727400530197
847,1134.2720706575699
848,242.62227159086459
849,1155.6026593909294
850,1401.501110961965
851,172.67838676617436
852,3285.8363270799664
853,694.1595841470985
854,631.1072454879978
855,1988.9669212158842
856,245.33583671864153
857,727.0466060110465
858,662.9088649969972
859,291.6977935185185
860,966.8010004463885
861,1476.5011274465971
862,8066.746184596945
863,619.1837440810657
864,1112.2121635293074
865,1480.272021841033
866,486.2521583895367
867,590.0421666428061
868,881.1711398428329
869,436.10905953354813
870,975.6003655271952
871,11522.011058450582
872,1807.611920857291
873,5303.468187220323
874,2806.4748480880357
875,675.773368930608
876,1043.4003424898115
877,213.92262489970713
878,1434.038943723068
879,604.228124509084
880,1921.8769021728392
881,655.2982165948291
882,659.8057457242103
883,784.3764788097806
884,2653.512633457664
885,3393.77313371584
886,240.62204016449076
887,68.27648113641007
888,496.2262930580596
889,793.006053933364
890,1330.9589860773372
891,7660.384979130221
892,403.0637880882595
893,3810.197529805236
894,1175.4300718652682
895,1650.9830640029627
896,208.2418977768595
897,563.6790306088726
898,808.4678454657869
899,872.9582015911283
900,608.200780854024
901,1554.8449713048099
902,395.41910276305015
903,2386.094747720333
904,1305.0395839714536
905,1235.8882043930053
906,15779.504039258458
907,415.4166758877727
908,3454.067388999731
909,1427.759587398365
910,4575.30450241284
911,819.4141994188691
912,290.9359715943754
913,1524.0076489401654
914,293.15584875292956
915,877.0082350564408
916,446.49605468594956
917,1521.1762687865767
918,1362.995402094165
919,132.48122009548607
920,192.7530034419079
921,247.34733630892276
922,1885.5539587354863
923,1138.6457824056906
924,3047.813695770138
925,2050.3692089165584
926,565.4129576246827
927,2895.982717270554
928,11749.681547422662
929,2420.748629346695
930,1031.0866207591575
931,949.1350692022341
932,2124.132142077844
933,3583.001653344294
934,986.8263949319183
935,939.3156352245028
936,309.37742248280273
937,1995.4171914722551
938,4754.243264900936
939,1215.6424318407317
940,637.4713164284805
941,650.2507013340022
942,376.14396161499025
943,284.30833106400513
944,449.0419086700503
945,2120.1296418455017
946,242.5163170101811
947,488.63758925346474
948,1577.644146069431
949,3645.518616718249
950,5051.894452719724
951,661.1941169876543
952,10187.093672488174
953,372.1669155202664
954,13775.649721871054
955,1073.5110688957475
956,1495.5273608488105
957,598.8566151173285
958,569.8795296588307
959,949.0886969641672
960,1194.137129625819
961,5770.153324764648
962,643.4237441066666
963,977.2330414326816
964,640.5681765975
965,905.9154850123443
966,1379.6265697023928
967,1041.94644279115
968,2268.6436976326536
969,180.3500155878635
970,791.8978091801856
971,648.9661903763122
972,1626.9178124936768
973,1637.0475469020894
974,637.9221286293415
975,2286.459857608926
976,248.81437965383532
977,898.5383986553529
978,2062.8524001057945
979,1176.3082887733376
980,577.1649195025568
981,255.3211135223766
982,1144.264423177216
983,578.5334583299306
984,1107.2437464993552
985,1173.866627276768
986,1586.3145315211495
987,2215.7739438885255
988,1138.678877874733
989,780.9598444444445
990,1150.6867103633062
991,379.3389143791523
992,1199.6077867535882
993,738.5594109130849
994,1054.5187368398438
995,372.5078988935483
996,14275.000670455336
997,623.6300448335429
998,403.0637880882595
999,979.941760016008
1000,917.1005739919816
1001,779.3640163136271
1002,1660.5819115165973
1003,294.3744841746856
1004,1538.6846210864458
1005,474.8742577769674
1006,9544.204449999574
1007,3063.8327445199993
1008,1555.941186489478
1009,4058.216561301325
1010,5661.7093651759
1011,1549.2106103475355
1012,1414.5250935283802
1013,4215.1359428738915
1014,738.5594109130849
1015,2126.4815737369727
1016,204.43031704640362
1017,126.02088249075993
1018,422.361050226659
1019,335.84172634632705
1020,853.7416285578221
1021,942.7508704646776
1022,1743.8860374306037
1023,288.9150748234592
1024,1692.2497501269809
1025,6858.265153809689
1026,714.3035619518434
1027,212.22549085305553
1028,1380.6159953558474
1029,138.16748448902132
1030,734.6222062735768
1031,2110.028116738396
1032,267.3924803745348
1033,1230.1359436328878
1034,820.0103699557294
1035,6960.571635425614
1036,1344.1650428743833
1037,572.6520409976696
1038,241.73293051802224
1039,4939.82048966092
1040,880.0863617146622
1041,1513.2641179284103
1042,420.5775578166029
1043,1939.1972663305735
1044,4058.216561301325
1045,1338.8582166967594
1046,2342.2651159421434
1047,3147.9413073344735
1048,1913.3369785636123
1049,3565.181231015243
1050,3178.003445771721
1051,2297.9904915203497
1052,1327.4669922610562
1053,710.3435216287726
1054,278.08203031526256
1055,1937.8364971111228
1056,263.03177660915236
1057,325.3570740659572
1058,3979.561726495493
1059,603.5770400635209
1060,458.8397890158054
1061,947.688500601264
1062,1439.9675162980966
1063,120.60078422783909
1064,5780.282893786179
1065,1179.6199906833467
1066,1132.5711279739994
1067,365.0281116098225
1068,1060.1020930895634
1069,1688.2278069375002
1070,407.02164598259657
1071,927.8596527748605
1072,1203.038902521731
1073,2142.0577391397696
1074,1446.1826364697806
1075,1327.4669922610562
1076,4089.249454484562
1077,3642.4814483072732
1078,966.7134344400708
1079,183.43309713593032
1080,770.5414433315973
1081,3279.4357561657657
1082,4058.216561301325
1083,817.0642441358024
1084,789.2082878948618
1085,287.0947679246691
1086,4064.136831319948
1087,612.5855231672001
1088,1368.2754018312933
1089,6300.281683672064
1090,626.6831256430042
1091,837.2559788662052
1092,2366.153154863529
1093,145.39563090563968
1094,883.573019226928
1095,521.5793695007402
1096,1990.5083413059358
1097,1461.7088225440275
1098,2394.656489485228
1099,1258.7778145602508
1100,2909.3073515316573
1101,1058.3072598141134
1102,6053.216298014746
1103,3077.487883160909
1104,277.6378147265696
1105,4099.849615915557
1106,384.37354753392253
1107,823.7756950375402
1108,652.7589281868218
1109,6278.789911106006
1110,309.1575010350895
1111,7624.709389747793
1112,428.0199778610849
1113,999.8547367910285
1114,3152.112548824852
1115,1400.171052509826
1116,627.725882067824
1117,642.9601156357166
1118,307.0418433802322
1119,1008.9500534313623
1120,1887.9506631088257
1121,1956.8026567789084
1122,640.5932701114026
1123,3540.2563778336594
1124,392.63002312885806
1125,964.4564865834843
1126,1648.0614532836078
1127,1058.5907309302368
1128,1219.2038844643362
1129,1044.182007906033
1130,1095.8349884440104
1131,6500.158473449226
1132,1030.8623030866556
1133,892.5168408493204
1134,2124.194769036865
1135,5033.507710531451
1136,215.19591184449436
1137,451.6685857253086
1138,805.2773194142062
1139,81.739266098098
1140,837.1292964843751
1141,466.12305438846283
1142,652.1386231352286
1143,135.42021880158163
1144,6665.2759957499675
1145,1058.5907309302368
1146,3405.6879479259496
1147,1537.1386173375045
1148,1600.1330529678426
1149,318.30617560443227
1150,987.8251441910045
1151,1387.055926234429
1152,5663.829262243563
1153,585.1564337731958
1154,2834.8663581089945
1155,617.6347889402601
1156,6062.193020772774
1157,523.4731646626037
1158,640.7753443649719
1159,1891.5190223636437
1160,473.00656215243214
1161,1076.0442872442927
1162,1513.0217221009807
1163,468.11154504446034
1164,490.99805783078324
1165,2319.205397540588
1166,2067.558580501654
1167,468.61571395982224
1168,414.7235544121989
1169,811.1002683476544
1170,1089.8044658757717
1171,883.7751973973101
1172,722.2066715915424
1173,356.01970347640963
1174,330.5241070414418
1175,2392.37438353854
1176,4640.965295517779
1177,309.3515271271565
1178,3444.763114047692
1179,753.890054276644
1180,1825.787797277534
1181,607.3904258502605
1182,943.9645856935889
1183,173.52948072003971
1184,4999.404445535054
1185,1355.074831379904
1186,5492.0371777343735
1187,2764.8917720183654
1188,1182.6878813963635
1189,3184.743583370562
1190,1001.7397324277338
1191,234.29627557460822
1192,1040.39682015526
1193,333.4008820538673
1194,785.7663011516858
1195,2818.778518837538
1196,630.5795382078383
1197,261.1406019613206
1198,2144.5263948002585
1199,2054.4328434183317
1200,665.4226345916753
1201,2925.6444954062376
1202,70.26435548853928
1203,1339.2221810064486
1204,1301.2738552125143
1205,902.5210311535205
1206,3835.943448879581
1207,909.8724669485786
1208,2618.253952995863
1209,1442.9543820840329
1210,4219.8784124412205
1211,220.70799479962767
1212,402.47567669015535
1213,40.7832513335691
1214,1148.087962643775
1215,61.91505661389379
1216,2077.5947262044856
1217,1663.493065932937
1218,1839.6251421810414
1219,2075.3893238057026
1220,230.99741789580247
1221,2112.6245746724617
1222,84.66764348215801
1223,212.7010880270591
1224,247.74674941099744
1225,1054.5624156369076
1226,311.68436216348584
1227,319.878668725586
1228,377.75778054313537
1229,350.1339556712513
1230,466.32485063864846
1231,1064.5764960065198
1232,3653.8724367955556
1233,417.3554742792051
1234,6395.5624882896045
1235,1285.8962568560644
1236,2954.858966341128
1237,298.8580537722024
1238,1159.9530324239172
1239,1758.897146832752
1240,2578.3870172798374
1241,3739.5867089904
1242,1594.3010804924459
1243,3874.572679601852
1244,1103.4678740306713
1245,3487.533867775716
1246,267.48419859771525
1247,650.782230550402
1248,1476.237377668165
1249,744.063156533843
1250,1391.700437128889
1251,277.7355701303156
1252,4097.658692274203
1253,954.3804521865236
1254,789.9379205295143
1255,789.2082878948618
1256,1045.3511653537325
1257,553.7809148824148
1258,909.0408827566412
1259,193.38215867638223
1260,83.4929414106004
1261,600.1583053740261
1262,457.9267425090211
1263,4186.534171875
1264,516.858264883402
1265,2013.844361801209
1266,632.2812567476514
1267,1285.465369077158
1268,3949.4880934026082
1269,961.715515209778
1270,2013.2864734199284
1271,617.875419394816
1272,1213.0188202148438
1273,1377.6764278634262
1274,3271.6717177464834
1275,337.65551050234103
1276,4209.074990930372
1277,487.46789832814954
1278,927.4354710965657
1279,373.8265461058981
1280,399.959375
1281,612.6948564431108
1282,567.0087002236346
1283,1298.156458079849
1284,253.6283828261814
1285,676.5061717490676
1286,3330.54358184446
1287,2704.523449035559
1288,3197.1725660984466
1289,2136.825297382021
1290,1192.769210151822
1291,1907.696421537416
1292,3819.8555503681264
1293,4626.17194867514
1294,751.3532243959794
1295,1871.6026827776
1296,2720.8564311971336
1297,1626.181260820136
1298,1659.1768782690685
1299,1862.4695682101697
1300,850.5327163060256
1301,15484.81002047111
1302,803.3070867078991
1303,1739.6042666654364
1304,240.9282628546624
1305,286.0245464588542
1306,4270.673809369555
1307,3329.8803471281144
1308,979.6624140135967
1309,1630.8346130328707
1310,468.7445531357167
1311,3689.4001066697883
1312,608.4389630331608
1313,3699.4559000503577
1314,131.0132967500106
1315,779.1865000728984
1316,4385.8605999970505
1317,1208.7915869904814
1318,1003.7749608697954
1319,1353.3839861105105
1320,5715.765051832057
1321,771.3066015062703
1322,827.0027255116844
1323,2159.031494013497
1324,216.69205365159993
1325,2238.7287342754325
1326,216.71534727630612
1327,573.9678787886254
1328,2011.5506448373164
